step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.         -0.00110119  0.          0.          0.
 -1.        ]",[-0.04009851  0.28192005  1.01141176],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[-0.00178571  0.         -0.00110367  0.          0.          0.
 -1.        ]",[-0.04010079  0.28192659  1.01141239],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[-0.0375      0.         -0.00110557  0.          0.          0.
 -1.        ]",[-0.0402664   0.28193502  1.01144045],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[-0.0875      0.         -0.00118975  0.          0.          0.
 -1.        ]",[-0.04081463  0.28196405  1.011558  ],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[-0.16785714  0.         -0.00154239  0.          0.          0.
 -1.        ]",[-0.04199972  0.28204394  1.01182872],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[-0.22678571  0.         -0.00235454  0.          0.          0.
 -1.        ]",[-0.04385088  0.28219249  1.01228319],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[-0.26607143  0.         -0.00371795  0.          0.          0.
 -1.        ]",[-0.04623641  0.28239053  1.01285984],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[-0.26071429 -0.01428571 -0.0054479   0.          0.          0.
 -1.        ]",[-0.04886168  0.28251929  1.01346899],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[-0.275      -0.04285714 -0.00727534  0.          0.          0.
 -1.        ]",[-0.05165552  0.28242743  1.01403248],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[-0.25535714 -0.10357143 -0.00896582  0.          0.          0.
 -1.        ]",[-0.05449234  0.28187582  1.01453733],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
10,"[-0.2375     -0.12321429 -0.01048038  0.          0.          0.
 -1.        ]",[-0.057263    0.28092782  1.01494278],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
11,"[-0.2375     -0.12857143 -0.01169673  0.          0.          0.
 -1.        ]",[-0.06004493  0.27976178  1.01523519],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
12,"[-0.22142857 -0.14464286 -0.01257396  0.          0.          0.
 -1.        ]",[-0.06279652  0.2783628   1.01542653],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
13,"[-0.23035714 -0.14107143 -0.01314796  0.          0.          0.
 -1.        ]",[-0.06558656  0.27680529  1.01552834],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
14,"[-0.23928571 -0.13392857 -0.01345341  0.          0.          0.
 -1.        ]",[-0.0684917   0.2751968   1.01557898],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
15,"[-0.23571429 -0.14464286 -0.01360533  0.          0.          0.
 -1.        ]",[-0.07145035  0.27348379  1.01559288],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
16,"[-0.23035714 -0.15       -0.01364702  0.          0.          0.
 -1.        ]",[-0.07440274  0.27164581  1.01556814],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
17,"[-0.22857143 -0.15357143 -0.01357281  0.          0.          0.
 -1.        ]",[-0.07734842  0.26971437  1.01550773],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
18,"[-0.21964286 -0.17321429 -0.01339157  0.          0.          0.
 -1.        ]",[-0.0802531   0.26762284  1.01542203],"[-0.02804403 -0.02174183  0.852       0.          0.          0.
  1.        ]","[-0.04164145 -0.0211568   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
