step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.         -0.00201004  0.          0.          0.
 -1.        ]",[0.00839682 0.33615164 1.01168354],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[-0.01785714  0.         -0.00191901  0.          0.          0.
 -1.        ]",[0.00832894 0.33611524 1.01166357],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[-0.19107143  0.         -0.00185909  0.          0.          0.
 -1.        ]",[0.00732894 0.33615401 1.01184417],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[-0.23214286 -0.03571429 -0.00240088  0.          0.          0.
 -1.        ]",[0.00553536 0.33618167 1.0124601 ],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[-0.24821429 -0.06428571 -0.0042487   0.          0.          0.
 -1.        ]",[0.00343476 0.33603572 1.01331258],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[-0.25714286 -0.07678571 -0.00680614  0.          0.          0.
 -1.        ]",[0.00114826 0.33572771 1.01421773],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[-0.27678571 -0.08928571 -0.00952159  0.          0.          0.
 -1.        ]",[-0.00137003  0.33526612  1.01509846],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[-0.26964286 -0.13392857 -0.01216377  0.          0.          0.
 -1.        ]",[-0.00400899  0.33447445  1.0159334 ],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[-0.24642857 -0.16607143 -0.0146686   0.          0.          0.
 -1.        ]",[-0.00659721  0.3332587   1.016666  ],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[-0.24285714 -0.1625     -0.01686639  0.          0.          0.
 -1.        ]",[-0.00917671  0.33179212  1.01724064],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
10,"[-0.24285714 -0.1625     -0.0185903   0.          0.          0.
 -1.        ]",[-0.01183297  0.33017774  1.0176552 ],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
11,"[-0.25       -0.15714286 -0.01983399  0.          0.          0.
 -1.        ]",[-0.01462041  0.32845627  1.01793365],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
12,"[-0.23928571 -0.17678571 -0.02066934  0.          0.          0.
 -1.        ]",[-0.01747361  0.32654372  1.01809789],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
13,"[-0.24642857 -0.18035714 -0.02116206  0.          0.          0.
 -1.        ]",[-0.02041381  0.32444891  1.01816574],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
14,"[-0.24821429 -0.175      -0.0213656   0.          0.          0.
 -1.        ]",[-0.02345516  0.32227369  1.01816029],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
15,"[-0.24642857 -0.17678571 -0.02134926  0.          0.          0.
 -1.        ]",[-0.02655904  0.32002948  1.01808393],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
16,"[-0.25892857 -0.17142857 -0.02112017  0.          0.          0.
 -1.        ]",[-0.0297697   0.31773685  1.01795316],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
17,"[-0.25535714 -0.17857143 -0.02072787  0.          0.          0.
 -1.        ]",[-0.03305383  0.31539399  1.01779474],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
18,"[-0.23928571 -0.18571429 -0.02025259  0.          0.          0.
 -1.        ]",[-0.03628617  0.31296602  1.0176    ],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
19,"[-0.23928571 -0.1875     -0.01966839  0.          0.          0.
 -1.        ]",[-0.03948478  0.31046908  1.01736277],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
20,"[-0.2375     -0.18392857 -0.01895668  0.          0.          0.
 -1.        ]",[-0.04267931  0.30796027  1.01710845],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
21,"[-0.23928571 -0.1875     -0.01819374  0.          0.          0.
 -1.        ]",[-0.04587894  0.30543255  1.01685225],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
22,"[-0.2375     -0.18928571 -0.01742513  0.          0.          0.
 -1.        ]",[-0.0490707   0.30288149  1.0166092 ],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
23,"[-0.23571429 -0.18214286 -0.01669599  0.          0.          0.
 -1.        ]",[-0.05223884  0.3003599   1.01637741],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
24,"[-0.23214286 -0.18928571 -0.01600061  0.          0.          0.
 -1.        ]",[-0.05536958  0.29782753  1.01615519],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
25,"[-0.2125     -0.20357143 -0.01533395  0.          0.          0.
 -1.        ]",[-0.05836722  0.29519914  1.01593901],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
26,"[-0.18928571 -0.22678571 -0.01468542  0.          0.          0.
 -1.        ]",[-0.06114929  0.29238788  1.01570956],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
27,"[-0.17678571 -0.2375     -0.01399707  0.          0.          0.
 -1.        ]",[-0.06375607  0.28943085  1.01546371],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
28,"[-0.17142857 -0.24464286 -0.01325953  0.          0.          0.
 -1.        ]",[-0.06625546  0.28638464  1.01521737],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
29,"[-0.16964286 -0.25       -0.0125205   0.          0.          0.
 -1.        ]",[-0.0686888   0.28327054  1.01498881],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
30,"[-0.1375     -0.26964286 -0.01183483  0.          0.          0.
 -1.        ]",[-0.07090931  0.28001149  1.01476562],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
31,"[-0.13392857 -0.28392857 -0.01116526  0.          0.          0.
 -1.        ]",[-0.0729619   0.27657941  1.01452436],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
32,"[-0.11428571 -0.29464286 -0.01044146  0.          0.          0.
 -1.        ]",[-0.07485123  0.27300881  1.0142851 ],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
33,"[-0.11071429 -0.30178571 -0.0097237   0.          0.          0.
 -1.        ]",[-0.07660904  0.26932221  1.01404537],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
34,"[-0.11964286 -0.29464286 -0.0090045   0.          0.          0.
 -1.        ]",[-0.07835298  0.2656135   1.01382994],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
35,"[-0.11964286 -0.29107143 -0.0083582   0.          0.          0.
 -1.        ]",[-0.0800903   0.2619237   1.01365192],"[-0.02559952 -0.1460636   0.852       0.          0.          0.
  1.        ]","[-0.05768048 -0.10986586  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
