step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01 -1.34614542e-18  1.01104387e+00],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01 -6.07153217e-19  1.01104387e+00],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[ 3.57142857e-03  1.85714286e-01 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77764539e-01  9.48280989e-04  1.01104256e+00],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[ 1.96428571e-02  3.51785714e-01  3.92388498e-06  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17767279  0.0034042   1.01103362],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[ 3.03571429e-02  3.82142857e-01  3.07589404e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.1774497   0.00675601  1.01101181],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[ 1.42857143e-02  4.17857143e-01  9.61983798e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17724893  0.01066034  1.01098903],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[ 0.00000000e+00  4.19642857e-01  1.64512589e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17719445  0.0149553   1.01098122],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[ 0.00000000e+00  4.48214286e-01  1.87957452e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17722466  0.01966836  1.01098604],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[ 0.00000000e+00  4.50000000e-01  1.73486267e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17728625  0.02472647  1.0109873 ],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[ 0.00000000e+00  4.28571429e-01  1.69724092e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17737399  0.02990343  1.01097558],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
10,"[ 1.07142857e-02  4.28571429e-01  2.04881925e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17743085  0.03518659  1.01094041],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
11,"[ 1.25000000e-02  4.21428571e-01  3.10395481e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17746159  0.04055881  1.01087439],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
12,"[ 1.42857143e-02  4.25000000e-01  5.08437257e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17749405  0.0460192   1.01078525],"[-0.11682506 -0.15815852  0.852       0.          0.          0.
  1.        ]","[ 0.02587194 -0.10241385  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
