step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.          0.00312801  0.          0.          0.
 -1.        ]",[-0.18410518 -0.24421437  1.01001137],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[ 0.47142857 -0.03392857  0.00309751  0.          0.          0.
 -1.        ]",[-0.18151009 -0.24429941  1.00979009],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[ 0.50535714 -0.04642857  0.00376135  0.          0.          0.
 -1.        ]",[-0.17669712 -0.24432584  1.00903746],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[ 0.54285714 -0.04821429  0.00601925  0.          0.          0.
 -1.        ]",[-0.17115383 -0.2443939   1.00809234],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[ 0.53571429 -0.00357143  0.00885458  0.          0.          0.
 -1.        ]",[-0.16534281 -0.24430551  1.00713477],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[ 0.51607143  0.          0.01172731  0.          0.          0.
 -1.        ]",[-0.15956663 -0.24413938  1.00628134],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[ 0.52857143  0.          0.0142876   0.          0.          0.
 -1.        ]",[-0.15370969 -0.24402061  1.0055703 ],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[ 0.48571429  0.00714286  0.01642072  0.          0.          0.
 -1.        ]",[-0.14793919 -0.24390973  1.00500905],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[ 0.49821429  0.00357143  0.01810447  0.          0.          0.
 -1.        ]",[-0.14215338 -0.24382945  1.00462322],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[ 0.49821429  0.02321429  0.01926196  0.          0.          0.
 -1.        ]",[-0.13622597 -0.24365446  1.004359  ],"[0.08809124 0.05600293 0.852      0.         0.         0.
 1.        ]","[0.04015047 0.23227554 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
