step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01 -6.07153217e-19  1.01104387e+00],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01  1.34614542e-18  1.01104387e+00],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[ 0.00000000e+00  2.07142857e-01 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17776941  0.00105953  1.01104402],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[ 0.00000000e+00  3.07142857e-01 -4.44236997e-07  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17777951  0.00336111  1.01104528],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[ 1.78571429e-03  3.51785714e-01 -4.22974985e-06  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17779764  0.00641342  1.01104865],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[ 1.78571429e-03  3.94642857e-01 -1.43400584e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17781589  0.01006474  1.01105486],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[ 0.00000000e+00  4.01785714e-01 -3.29761073e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17784639  0.01414095  1.01106286],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[ 1.2500000e-02  4.1250000e-01 -5.6969389e-05  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -1.0000000e+00]",[-0.17782634  0.01854655  1.01106248],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[ 8.92857143e-03  4.12500000e-01 -5.58385093e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17778424  0.02321377  1.01104557],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[ 1.42857143e-02  4.16071429e-01 -5.09595158e-06  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17774043  0.02809903  1.01101263],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
10,"[ 3.92857143e-02  4.19642857e-01  9.37373061e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17755967  0.03317869  1.01094928],"[ 0.08769907 -0.10569885  0.852       0.          0.          0.
  1.        ]","[0.06102631 0.16658062 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
