step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.          0.00189095  0.          0.          0.
 -1.        ]",[-0.0959212  -0.17274484  1.01041931],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[ 0.          0.          0.00187369  0.          0.          0.
 -1.        ]",[-0.0959202  -0.17274929  1.01042455],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[ 0.          0.          0.00185796  0.          0.          0.
 -1.        ]",[-0.09591933 -0.17275348  1.01042934],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[ 0.          0.01785714  0.00184359  0.          0.          0.
 -1.        ]",[-0.09591387 -0.17269488  1.01044111],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[ 0.          0.14285714  0.00180828  0.          0.          0.
 -1.        ]",[-0.09591802 -0.17194125  1.01046425],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[-0.01071429  0.20714286  0.00173888  0.          0.          0.
 -1.        ]",[-0.09600892 -0.17037328  1.01050545],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[ 0.          0.29107143  0.00161527  0.          0.          0.
 -1.        ]",[-0.09611411 -0.1679986   1.0105645 ],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[ 0.          0.31964286  0.00143811  0.          0.          0.
 -1.        ]",[-0.09619025 -0.1650045   1.01062601],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[ 0.          0.34285714  0.0012536   0.          0.          0.
 -1.        ]",[-0.09625887 -0.16157053  1.01068294],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[ 0.          0.34464286  0.0010828   0.          0.          0.
 -1.        ]",[-0.09632161 -0.15783718  1.0107308 ],"[-0.05287483  0.34220347  0.852       0.          0.          0.
  1.        ]","[0.06523016 0.09707627 0.971      0.         0.         0.
 1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
