step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.          0.          0.00283815  0.          0.          0.
 -1.        ]",[-0.14467858 -0.29239219  1.01012113],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[ 0.          0.          0.00276822  0.          0.          0.
 -1.        ]",[-0.14468784 -0.2924235   1.01014198],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[ 0.          0.          0.00270568  0.          0.          0.
 -1.        ]",[-0.1446967  -0.29245235  1.01016066],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[ 0.          0.          0.00264962  0.          0.          0.
 -1.        ]",[-0.14470522 -0.29247905  1.01017744],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[ 0.01607143  0.          0.00259929  0.          0.          0.
 -1.        ]",[-0.14464854 -0.29249042  1.01018821],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[ 0.09821429  0.          0.00256699  0.          0.          0.
 -1.        ]",[-0.14409435 -0.29247608  1.01014085],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[ 0.18571429  0.          0.00270907  0.          0.          0.
 -1.        ]",[-0.14270894 -0.29239854  1.00993964],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[ 0.23214286  0.          0.00331268  0.          0.          0.
 -1.        ]",[-0.14063252 -0.29225364  1.00957936],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[ 0.24821429  0.          0.00439353  0.          0.          0.
 -1.        ]",[-0.1381714  -0.29208987  1.00913582],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[ 0.2625      0.          0.00572415  0.          0.          0.
 -1.        ]",[-0.135482   -0.29192945  1.0086751 ],"[0.0745122  0.25048766 0.852      0.         0.         0.
 1.        ]","[ 0.0697369  -0.02771453  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
