step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
14,"[ 0.13214286 -0.23571429  0.00499779  0.          0.          0.
 -1.        ]",[0.04769039 0.15748645 1.00973337],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
15,"[ 0.12321429 -0.23571429  0.00393151  0.          0.          0.
 -1.        ]",[0.04960149 0.1547183  1.01004312],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
16,"[ 0.13392857 -0.25178571  0.00300225  0.          0.          0.
 -1.        ]",[0.05149219 0.15177932 1.01029945],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
17,"[ 0.14642857 -0.25714286  0.00223328  0.          0.          0.
 -1.        ]",[0.05342508 0.1486765  1.01046672],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
18,"[ 0.14821429 -0.2625      0.00173144  0.          0.          0.
 -1.        ]",[0.05535615 0.14544917 1.01054013],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
19,"[ 0.14821429 -0.26607143  0.00151123  0.          0.          0.
 -1.        ]",[0.05724914 0.14212309 1.01054843],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
20,"[ 0.14107143 -0.27321429  0.00148633  0.          0.          0.
 -1.        ]",[0.0590667  0.13869879 1.01051984],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
21,"[ 0.14285714 -0.27857143  0.0015721   0.          0.          0.
 -1.        ]",[0.06083763 0.13518296 1.01047387],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
22,"[ 0.13928571 -0.27857143  0.00171     0.          0.          0.
 -1.        ]",[0.06256526 0.13161321 1.0104073 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
23,"[ 0.13928571 -0.29107143  0.00190972  0.          0.          0.
 -1.        ]",[0.06425788 0.12794951 1.01032852],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
24,"[ 0.14642857 -0.30357143  0.00214604  0.          0.          0.
 -1.        ]",[0.06596662 0.12414975 1.01023382],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
25,"[ 0.13928571 -0.29821429  0.00243015  0.          0.          0.
 -1.        ]",[0.0676464  0.12030182 1.01012214],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
26,"[ 0.16071429 -0.31607143  0.00276518  0.          0.          0.
 -1.        ]",[0.06940194 0.11634739 1.00999229],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
27,"[ 0.14642857 -0.30357143  0.00315474  0.          0.          0.
 -1.        ]",[0.07114195 0.11236857 1.00983081],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
28,"[ 0.13214286 -0.30178571  0.00363917  0.          0.          0.
 -1.        ]",[0.07276845 0.10842237 1.00969857],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
29,"[ 0.11785714 -0.31071429  0.0040359   0.          0.          0.
 -1.        ]",[0.07427644 0.10443502 1.00962418],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
30,"[ 0.10357143 -0.31607143  0.00425908  0.          0.          0.
 -1.        ]",[0.07566449 0.1003877  1.00961424],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
31,"[ 0.09107143 -0.33214286  0.00428889  0.          0.          0.
 -1.        ]",[0.07693766 0.09623021 1.00966363],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
32,"[ 0.09107143 -0.33928571  0.00414072  0.          0.          0.
 -1.        ]",[0.07815803 0.09196414 1.00974902],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
33,"[ 0.09107143 -0.33928571  0.00388456  0.          0.          0.
 -1.        ]",[0.07935579 0.08764571 1.00982901],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
34,"[ 0.08928571 -0.34464286  0.00364457  0.          0.          0.
 -1.        ]",[0.08051963 0.08327284 1.00988807],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
35,"[ 0.07857143 -0.34285714  0.0034674   0.          0.          0.
 -1.        ]",[0.08159799 0.07886934 1.00993577],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
36,"[ 0.07321429 -0.35178571  0.00332429  0.          0.          0.
 -1.        ]",[0.08258969 0.07440644 1.00998803],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
37,"[ 0.07857143 -0.35357143  0.00316751  0.          0.          0.
 -1.        ]",[0.0835606  0.06988526 1.01002872],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
38,"[ 0.06785714 -0.35535714  0.00304545  0.          0.          0.
 -1.        ]",[0.08446225 0.06532733 1.01004546],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
39,"[ 0.06607143 -0.35714286  0.00299524  0.          0.          0.
 -1.        ]",[0.08529502 0.06073826 1.01005864],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
40,"[ 0.05       -0.35357143  0.0029557   0.          0.          0.
 -1.        ]",[0.08601181 0.05614935 1.01007422],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
41,"[ 0.04285714 -0.35178571  0.00290897  0.          0.          0.
 -1.        ]",[0.08661696 0.05157562 1.01011178],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
42,"[ 0.03214286 -0.35357143  0.00279628  0.          0.          0.
 -1.        ]",[0.08711506 0.04699746 1.01016376],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
43,"[ 0.00892857 -0.36607143  0.00264034  0.          0.          0.
 -1.        ]",[0.08743563 0.04234783 1.01023904],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
44,"[ 0.01428571 -0.375       0.00241451  0.          0.          0.
 -1.        ]",[0.08768512 0.03760202 1.01033015],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
45,"[ 0.0125     -0.38035714  0.00214117  0.          0.          0.
 -1.        ]",[0.08792603 0.03277955 1.01041269],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
46,"[ 0.00892857 -0.37857143  0.00189355  0.          0.          0.
 -1.        ]",[0.08812611 0.0279278  1.01048548],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
47,"[ 0.00535714 -0.38214286  0.00167518  0.          0.          0.
 -1.        ]",[0.08827977 0.02304573 1.01055524],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
48,"[ 0.         -0.37857143  0.0014659   0.          0.          0.
 -1.        ]",[0.08838085 0.01815627 1.01062559],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
49,"[ 0.         -0.38214286  0.00125484  0.          0.          0.
 -1.        ]",[0.08844536 0.01324802 1.01069575],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
50,"[ 0.         -0.38392857  0.00104436  0.          0.          0.
 -1.        ]",[0.08849452 0.00830939 1.01076039],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
51,"[ 0.00000000e+00 -3.78571429e-01  8.50446809e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[0.08853429 0.00338354 1.01081595],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
52,"[ 0.00000000e+00 -3.83928571e-01  6.83754293e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08855289 -0.00155742  1.0108528 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
53,"[ 0.00000000e+00 -3.83928571e-01  5.73212807e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08853663 -0.00651938  1.0108714 ],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
54,"[ 0.00000000e+00 -3.94642857e-01  5.17410773e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08849694 -0.01154367  1.01089081],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
55,"[ 0.00000000e+00 -4.00000000e-01  4.59184821e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08843724 -0.01664193  1.01089921],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
56,"[ 0.00000000e+00 -4.03571429e-01  4.33982059e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08835901 -0.02179331  1.01089203],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
57,"[ 0.00000000e+00 -4.12500000e-01  4.55526673e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08826375 -0.02702082  1.01086975],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
58,"[ 0.00000000e+00 -4.17857143e-01  5.22363779e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08815365 -0.03232688  1.01083395],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
59,"[ 0.00000000e+00 -4.23214286e-01  6.29762018e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08803198 -0.03770321  1.01078362],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
60,"[ 0.00000000e+00 -4.30357143e-01  7.80755472e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08789536 -0.04315915  1.01071494],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
61,"[ 0.00000000e+00 -4.28571429e-01  9.86809393e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08774102 -0.048654    1.01062605],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
62,"[ 0.         -0.41785714  0.00125346  0.          0.          0.
 -1.        ]",[ 0.08756724 -0.05410593  1.01051724],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
63,"[-0.01964286 -0.41785714  0.00157989  0.          0.          0.
 -1.        ]",[ 0.08727551 -0.05952909  1.01041325],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
64,"[-0.05892857 -0.41785714  0.00189186  0.          0.          0.
 -1.        ]",[ 0.08671776 -0.06495608  1.01038258],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
65,"[-0.07678571 -0.40892857  0.00198388  0.          0.          0.
 -1.        ]",[ 0.08596533 -0.07034573  1.01047008],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
66,"[-0.11071429 -0.40357143  0.00172137  0.          0.          0.
 -1.        ]",[ 0.08497944 -0.07568094  1.01066126],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
67,"[-0.12142857 -0.39642857  0.00114784  0.          0.          0.
 -1.        ]",[ 0.08381798 -0.08095694  1.01094537],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
68,"[-1.35714286e-01 -4.00000000e-01  2.95506458e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08251377 -0.08621651  1.01126486],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
69,"[-1.60714286e-01 -3.92857143e-01 -6.62959402e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[ 0.08099471 -0.09143881  1.01160856],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
70,"[-0.19107143 -0.37678571 -0.00169407  0.          0.          0.
 -1.        ]",[ 0.07919119 -0.0965429   1.01200087],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
71,"[-0.20892857 -0.35892857 -0.00287101  0.          0.          0.
 -1.        ]",[ 0.07713787 -0.10147869  1.01245209],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
72,"[-0.22142857 -0.3375     -0.00422465  0.          0.          0.
 -1.        ]",[ 0.07490543 -0.10620804  1.01293196],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
73,"[-0.21964286 -0.34107143 -0.00566426  0.          0.          0.
 -1.        ]",[ 0.07257638 -0.11083389  1.01338919],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
74,"[-0.20892857 -0.3625     -0.00703595  0.          0.          0.
 -1.        ]",[ 0.07022644 -0.11552875  1.01375724],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
75,"[-0.2125     -0.36607143 -0.00814009  0.          0.          0.
 -1.        ]",[ 0.06780828 -0.12027833  1.01401144],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
76,"[-0.2125     -0.3625     -0.00890271  0.          0.          0.
 -1.        ]",[ 0.06530384 -0.12500418  1.01418186],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
77,"[-0.21785714 -0.3625     -0.00941398  0.          0.          0.
 -1.        ]",[ 0.06270153 -0.12970252  1.01428768],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
78,"[-0.22142857 -0.3625     -0.00973143  0.          0.          0.
 -1.        ]",[ 0.06000202 -0.13438843  1.01434831],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
79,"[-0.225      -0.37142857 -0.0099133   0.          0.          0.
 -1.        ]",[ 0.05721607 -0.13911365  1.01437097],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
80,"[-0.22142857 -0.37678571 -0.00998128  0.          0.          0.
 -1.        ]",[ 0.05438532 -0.1438955   1.01435319],"[-0.13433318 -0.30403543  0.852       0.          0.          0.
  1.        ]","[-0.02096985  0.08421352  0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
