step,action,eef_pos,target_pos,obstacle_pos,target_half_size,obstacle_half_size,good
0,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01 -1.34614542e-18  1.01104387e+00],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
1,"[ 0.00000000e+00  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77768294e-01 -1.34614542e-18  1.01104387e+00],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
2,"[ 1.25000000e-02  0.00000000e+00 -2.66453526e-15  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77715632e-01  1.31838984e-19  1.01103867e+00],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
3,"[ 1.16071429e-01 -3.57142857e-02  1.55909288e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.77047624e-01 -1.69261241e-04  1.01097671e+00],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
4,"[ 1.51785714e-01 -1.00000000e-01  2.01495761e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-1.75730487e-01 -7.77624797e-04  1.01079615e+00],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
5,"[ 1.94642857e-01 -1.50000000e-01  7.43174916e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00000000e+00]",[-0.17392056 -0.00188587  1.01054846],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
6,"[ 0.21607143 -0.175       0.00148624  0.          0.          0.
 -1.        ]",[-0.17173407 -0.00336393  1.01025727],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
7,"[ 0.22321429 -0.19642857  0.00235979  0.          0.          0.
 -1.        ]",[-0.16934021 -0.00513871  1.00995977],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
8,"[ 0.25       -0.2125      0.00325229  0.          0.          0.
 -1.        ]",[-0.16669431 -0.00718458  1.00967955],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
9,"[ 0.30357143 -0.2125      0.00409298  0.          0.          0.
 -1.        ]",[-0.16357513 -0.00941095  1.00939231],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
10,"[ 0.32321429 -0.20357143  0.00495469  0.          0.          0.
 -1.        ]",[-0.16004373 -0.0117172   1.00908208],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
11,"[ 0.35714286 -0.19285714  0.00588536  0.          0.          0.
 -1.        ]",[-0.15613659 -0.01404969  1.00877261],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
12,"[ 0.38214286 -0.18214286  0.0068138   0.          0.          0.
 -1.        ]",[-0.15185908 -0.01638088  1.00846497],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
13,"[ 0.39464286 -0.16607143  0.00773671  0.          0.          0.
 -1.        ]",[-0.1473092  -0.01865948  1.00817378],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
14,"[ 0.4        -0.16607143  0.00861026  0.          0.          0.
 -1.        ]",[-0.1425817  -0.02092579  1.00791994],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
15,"[ 0.43035714 -0.15178571  0.00937179  0.          0.          0.
 -1.        ]",[-0.13758156 -0.02313423  1.0077007 ],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
16,"[ 0.44464286 -0.12678571  0.01002951  0.          0.          0.
 -1.        ]",[-0.13230815 -0.02516388  1.00749247],"[-0.07215588  0.13467947  0.852       0.          0.          0.
  1.        ]","[-0.05074928  0.1451219   0.971       0.          0.          0.
  1.        ]","(0.05, 0.05, 0.001)","(0.025, 0.025, 0.12)",True
