step,action,eef_pos,good,target_pos
0,[ 0.3         0.02807947  0.         -1.        ],[-0.17823732 -0.05229164],True,[ 0.11247077 -0.02408188]
1,[ 0.3         0.02807947  0.         -1.        ],[-0.17865125 -0.05197465],True,[ 0.11247077 -0.02408188]
2,[ 0.3         0.02807947  0.         -1.        ],[-0.1780048  -0.05134038],True,[ 0.11247077 -0.02408188]
3,[ 0.3         0.02807947  0.         -1.        ],[-0.17679974 -0.05066331],True,[ 0.11247077 -0.02408188]
4,[ 0.3         0.02807947  0.         -1.        ],[-0.17510517 -0.04999905],True,[ 0.11247077 -0.02408188]
5,[ 0.3         0.02807947  0.         -1.        ],[-0.17295134 -0.0493581 ],True,[ 0.11247077 -0.02408188]
6,[ 0.3         0.02807947  0.         -1.        ],[-0.17037272 -0.04875494],True,[ 0.11247077 -0.02408188]
7,[ 0.3         0.02807947  0.         -1.        ],[-0.16744487 -0.0481946 ],True,[ 0.11247077 -0.02408188]
8,[ 0.3         0.02807947  0.         -1.        ],[-0.16422853 -0.04767705],True,[ 0.11247077 -0.02408188]
9,[ 0.3         0.02807947  0.         -1.        ],[-0.16078037 -0.04719742],True,[ 0.11247077 -0.02408188]
10,[ 0.3         0.02807947  0.         -1.        ],[-0.15715309 -0.04674822],True,[ 0.11247077 -0.02408188]
11,[ 0.3         0.02807947  0.         -1.        ],[-0.15339308 -0.04632137],True,[ 0.11247077 -0.02408188]
12,[ 0.3         0.02807947  0.         -1.        ],[-0.14953955 -0.04590983],True,[ 0.11247077 -0.02408188]
13,[ 0.3         0.02807947  0.         -1.        ],[-0.14562508 -0.0455152 ],True,[ 0.11247077 -0.02408188]
14,[ 0.3         0.02807947  0.         -1.        ],[-0.14167561 -0.04514101],True,[ 0.11247077 -0.02408188]
15,[ 0.3         0.02807947  0.         -1.        ],[-0.13771084 -0.04478409],True,[ 0.11247077 -0.02408188]
16,[ 0.3         0.02807947  0.         -1.        ],[-0.13374499 -0.04443768],True,[ 0.11247077 -0.02408188]
17,[ 0.3         0.02807947  0.         -1.        ],[-0.12978772 -0.04409604],True,[ 0.11247077 -0.02408188]
18,[ 0.3         0.02807947  0.         -1.        ],[-0.12584499 -0.04375569],True,[ 0.11247077 -0.02408188]
19,[ 0.3         0.02807947  0.         -1.        ],[-0.12191987 -0.04341482],True,[ 0.11247077 -0.02408188]
20,[ 0.3         0.02807947  0.         -1.        ],[-0.11801325 -0.04307271],True,[ 0.11247077 -0.02408188]
21,[ 0.3         0.02807947  0.         -1.        ],[-0.11412452 -0.04272923],True,[ 0.11247077 -0.02408188]
22,[ 0.3         0.02807947  0.         -1.        ],[-0.11025203 -0.04238459],True,[ 0.11247077 -0.02408188]
23,[ 0.3         0.02807947  0.         -1.        ],[-0.10639361 -0.04203914],True,[ 0.11247077 -0.02408188]
24,[ 0.3         0.02807947  0.         -1.        ],[-0.10254683 -0.04169323],True,[ 0.11247077 -0.02408188]
25,[ 0.3         0.02807947  0.         -1.        ],[-0.09870926 -0.04134722],True,[ 0.11247077 -0.02408188]
26,[ 0.3         0.02807947  0.         -1.        ],[-0.09487865 -0.04100138],True,[ 0.11247077 -0.02408188]
27,[ 0.3         0.02807947  0.         -1.        ],[-0.09105302 -0.04065596],True,[ 0.11247077 -0.02408188]
28,[ 0.3         0.02807947  0.         -1.        ],[-0.0872307  -0.04031111],True,[ 0.11247077 -0.02408188]
29,[ 0.3         0.02807947  0.         -1.        ],[-0.08341035 -0.03996693],True,[ 0.11247077 -0.02408188]
30,[ 0.3         0.02807947  0.         -1.        ],[-0.07959094 -0.0396235 ],True,[ 0.11247077 -0.02408188]
31,[ 0.3         0.02807947  0.         -1.        ],[-0.07577171 -0.03928085],True,[ 0.11247077 -0.02408188]
32,[ 0.3         0.02807947  0.         -1.        ],[-0.07195217 -0.03893898],True,[ 0.11247077 -0.02408188]
33,[ 0.3         0.02807947  0.         -1.        ],[-0.06813199 -0.03859788],True,[ 0.11247077 -0.02408188]
34,[ 0.3         0.02807947  0.         -1.        ],[-0.06431104 -0.03825754],True,[ 0.11247077 -0.02408188]
35,[ 0.3         0.02807947  0.         -1.        ],[-0.06048927 -0.03791793],True,[ 0.11247077 -0.02408188]
36,[ 0.3         0.02807947  0.         -1.        ],[-0.05666673 -0.03757901],True,[ 0.11247077 -0.02408188]
37,[ 0.3         0.02807947  0.         -1.        ],[-0.05284354 -0.03724077],True,[ 0.11247077 -0.02408188]
38,[ 0.3         0.02807947  0.         -1.        ],[-0.04901982 -0.03690317],True,[ 0.11247077 -0.02408188]
39,[ 0.3         0.02807947  0.         -1.        ],[-0.04519573 -0.03656613],True,[ 0.11247077 -0.02408188]
40,[ 0.3         0.02807947  0.         -1.        ],[-0.04137143 -0.03622944],True,[ 0.11247077 -0.02408188]
41,[ 0.3         0.02807947  0.         -1.        ],[-0.03754727 -0.03589416],True,[ 0.11247077 -0.02408188]
42,[ 0.3         0.02807947  0.         -1.        ],[-0.03372362 -0.03556185],True,[ 0.11247077 -0.02408188]
43,[ 0.3         0.02807947  0.         -1.        ],[-0.0299008  -0.03523337],True,[ 0.11247077 -0.02408188]
44,[ 0.3         0.02807947  0.         -1.        ],[-0.02607903 -0.03490931],True,[ 0.11247077 -0.02408188]
45,[ 0.3         0.02807947  0.         -1.        ],[-0.02225852 -0.03459006],True,[ 0.11247077 -0.02408188]
46,[ 0.3         0.02807947  0.         -1.        ],[-0.01843939 -0.03427595],True,[ 0.11247077 -0.02408188]
47,[ 0.3         0.02807947  0.         -1.        ],[-0.01462171 -0.03396712],True,[ 0.11247077 -0.02408188]
48,[ 0.3         0.02807947  0.         -1.        ],[-0.01080543 -0.03366323],True,[ 0.11247077 -0.02408188]
49,[ 0.3         0.02807947  0.         -1.        ],[-0.00699036 -0.0333627 ],True,[ 0.11247077 -0.02408188]
50,[ 0.3         0.02807947  0.         -1.        ],[-0.00317628 -0.03306417],True,[ 0.11247077 -0.02408188]
51,[ 0.3         0.02807947  0.         -1.        ],[ 0.00063697 -0.03276676],True,[ 0.11247077 -0.02408188]
52,[ 0.3         0.02807947  0.         -1.        ],[ 0.0044495  -0.03246995],True,[ 0.11247077 -0.02408188]
53,[ 0.3         0.02807947  0.         -1.        ],[ 0.00826141 -0.0321735 ],True,[ 0.11247077 -0.02408188]
54,[ 0.3         0.02807947  0.         -1.        ],[ 0.01207275 -0.03187732],True,[ 0.11247077 -0.02408188]
55,[ 0.3         0.02807947  0.         -1.        ],[ 0.01588355 -0.03158143],True,[ 0.11247077 -0.02408188]
56,[ 0.3         0.02807947  0.         -1.        ],[ 0.01969381 -0.03128589],True,[ 0.11247077 -0.02408188]
57,[ 0.3         0.02807947  0.         -1.        ],[ 0.02350352 -0.03099079],True,[ 0.11247077 -0.02408188]
58,[ 0.3         0.02807947  0.         -1.        ],[ 0.02731265 -0.03069622],True,[ 0.11247077 -0.02408188]
59,[ 0.3         0.02807947  0.         -1.        ],[ 0.03112117 -0.03040224],True,[ 0.11247077 -0.02408188]
60,[ 0.3         0.02807947  0.         -1.        ],[ 0.03492905 -0.03010891],True,[ 0.11247077 -0.02408188]
61,[ 0.3         0.02807947  0.         -1.        ],[ 0.03873624 -0.02981627],True,[ 0.11247077 -0.02408188]
62,[ 0.3         0.02807947  0.         -1.        ],[ 0.04254269 -0.02952433],True,[ 0.11247077 -0.02408188]
63,[ 0.3         0.02807947  0.         -1.        ],[ 0.04634836 -0.02923311],True,[ 0.11247077 -0.02408188]
64,[ 0.3         0.02807947  0.         -1.        ],[ 0.0501532 -0.0289426],True,[ 0.11247077 -0.02408188]
