step,action,eef_pos,good,target_pos
0,[ 0.3        -0.07620138  0.         -1.        ],[-0.17288085  0.11664392],True,[0.12266933 0.04007735]
1,[ 0.3        -0.07620138  0.         -1.        ],[-0.17044233  0.11603445],True,[0.12266933 0.04007735]
2,[ 0.3        -0.07620138  0.         -1.        ],[-0.16742284  0.11496215],True,[0.12266933 0.04007735]
3,[ 0.3        -0.07620138  0.         -1.        ],[-0.16415424  0.11380188],True,[0.12266933 0.04007735]
4,[ 0.3        -0.07620138  0.         -1.        ],[-0.16074619  0.11264686],True,[0.12266933 0.04007735]
5,[ 0.3        -0.07620138  0.         -1.        ],[-0.15724379  0.11152169],True,[0.12266933 0.04007735]
6,[ 0.3        -0.07620138  0.         -1.        ],[-0.1536732   0.11042885],True,[0.12266933 0.04007735]
7,[ 0.3        -0.07620138  0.         -1.        ],[-0.15005076  0.10936274],True,[0.12266933 0.04007735]
8,[ 0.3        -0.07620138  0.         -1.        ],[-0.14638704  0.1083157 ],True,[0.12266933 0.04007735]
9,[ 0.3        -0.07620138  0.         -1.        ],[-0.14268922  0.10728073],True,[0.12266933 0.04007735]
10,[ 0.3        -0.07620138  0.         -1.        ],[-0.13896276  0.10625245],True,[0.12266933 0.04007735]
11,[ 0.3        -0.07620138  0.         -1.        ],[-0.13521219  0.10522725],True,[0.12266933 0.04007735]
12,[ 0.3        -0.07620138  0.         -1.        ],[-0.1314416   0.10420299],True,[0.12266933 0.04007735]
13,[ 0.3        -0.07620138  0.         -1.        ],[-0.12765477  0.10317863],True,[0.12266933 0.04007735]
14,[ 0.3        -0.07620138  0.         -1.        ],[-0.12385517  0.10215382],True,[0.12266933 0.04007735]
15,[ 0.3        -0.07620138  0.         -1.        ],[-0.12004592  0.10112866],True,[0.12266933 0.04007735]
16,[ 0.3        -0.07620138  0.         -1.        ],[-0.11622973  0.10010343],True,[0.12266933 0.04007735]
17,[ 0.3        -0.07620138  0.         -1.        ],[-0.11240888  0.09907845],True,[0.12266933 0.04007735]
18,[ 0.3        -0.07620138  0.         -1.        ],[-0.1085852   0.09805405],True,[0.12266933 0.04007735]
