step,action,eef_pos,good,target_pos
0,[-0.3      -0.099968  0.       -1.      ],[0.11993375 0.15562143],False,[0.1245907  0.15514644]
1,[-0.3      -0.099968  0.       -1.      ],[0.11748    0.15488326],False,[0.1245907  0.15514644]
2,[-0.3      -0.099968  0.       -1.      ],[0.11482952 0.1540966 ],False,[0.1245907  0.15514644]
3,[-0.3      -0.099968  0.       -1.      ],[0.11200825 0.15324807],False,[0.1245907  0.15514644]
4,[-0.3      -0.099968  0.       -1.      ],[0.10902392 0.15234676],False,[0.1245907  0.15514644]
5,[-0.3      -0.099968  0.       -1.      ],[0.10587457 0.15138672],False,[0.1245907  0.15514644]
6,[-0.3      -0.099968  0.       -1.      ],[0.10256394 0.15036726],False,[0.1245907  0.15514644]
7,[-0.3      -0.099968  0.       -1.      ],[0.09910278 0.14929238],False,[0.1245907  0.15514644]
8,[-0.3      -0.099968  0.       -1.      ],[0.0955072 0.1481684],False,[0.1245907  0.15514644]
9,[-0.3      -0.099968  0.       -1.      ],[0.0917964  0.14700252],False,[0.1245907  0.15514644]
10,[-0.3      -0.099968  0.       -1.      ],[0.08799075 0.14580201],False,[0.1245907  0.15514644]
11,[-0.3      -0.099968  0.       -1.      ],[0.08411028 0.14457372],False,[0.1245907  0.15514644]
12,[-0.3      -0.099968  0.       -1.      ],[0.0801736  0.14332394],False,[0.1245907  0.15514644]
13,[-0.3      -0.099968  0.       -1.      ],[0.07619695 0.14205963],False,[0.1245907  0.15514644]
14,[-0.3      -0.099968  0.       -1.      ],[0.07219409 0.14078706],False,[0.1245907  0.15514644]
15,[-0.3      -0.099968  0.       -1.      ],[0.06817653 0.13951057],False,[0.1245907  0.15514644]
16,[-0.3      -0.099968  0.       -1.      ],[0.06415346 0.13823296],False,[0.1245907  0.15514644]
17,[-0.3      -0.099968  0.       -1.      ],[0.06013175 0.13695621],False,[0.1245907  0.15514644]
18,[-0.3      -0.099968  0.       -1.      ],[0.0561162  0.13568163],False,[0.1245907  0.15514644]
19,[-0.3      -0.099968  0.       -1.      ],[0.05210991 0.13441   ],False,[0.1245907  0.15514644]
20,[-0.3      -0.099968  0.       -1.      ],[0.04811451 0.13314166],False,[0.1245907  0.15514644]
21,[-0.3      -0.099968  0.       -1.      ],[0.04413057 0.13187663],False,[0.1245907  0.15514644]
22,[-0.3      -0.099968  0.       -1.      ],[0.04015782 0.13061473],False,[0.1245907  0.15514644]
23,[-0.3      -0.099968  0.       -1.      ],[0.03619545 0.1293556 ],False,[0.1245907  0.15514644]
24,[-0.3      -0.099968  0.       -1.      ],[0.03224228 0.12809882],False,[0.1245907  0.15514644]
25,[-0.3      -0.099968  0.       -1.      ],[0.02829699 0.12684395],False,[0.1245907  0.15514644]
26,[-0.3      -0.099968  0.       -1.      ],[0.02435821 0.12559054],False,[0.1245907  0.15514644]
27,[-0.3      -0.099968  0.       -1.      ],[0.02042464 0.12433819],False,[0.1245907  0.15514644]
28,[-0.3      -0.099968  0.       -1.      ],[0.01649508 0.12308655],False,[0.1245907  0.15514644]
29,[-0.3      -0.099968  0.       -1.      ],[0.0125685  0.12183531],False,[0.1245907  0.15514644]
30,[-0.3      -0.099968  0.       -1.      ],[0.00864404 0.12058422],False,[0.1245907  0.15514644]
31,[-0.3      -0.099968  0.       -1.      ],[0.00472101 0.1193331 ],False,[0.1245907  0.15514644]
32,[-0.3      -0.099968  0.       -1.      ],[0.00079887 0.11808178],False,[0.1245907  0.15514644]
33,[-0.3      -0.099968  0.       -1.      ],[-0.00312275  0.11683017],False,[0.1245907  0.15514644]
34,[-0.3      -0.099968  0.       -1.      ],[-0.00704413  0.11557817],False,[0.1245907  0.15514644]
