step,action,eef_pos,good,target_pos
0,[-0.3         0.10628433  0.         -1.        ],[-0.01628616  0.07496178],False,[-0.00470353  0.07502679]
1,[-0.3         0.10628433  0.         -1.        ],[-0.01899957  0.07610526],False,[-0.00470353  0.07502679]
2,[-0.3         0.10628433  0.         -1.        ],[-0.02197855  0.07738075],False,[-0.00470353  0.07502679]
3,[-0.3         0.10628433  0.         -1.        ],[-0.02512815  0.07870776],False,[-0.00470353  0.07502679]
4,[-0.3         0.10628433  0.         -1.        ],[-0.0284153   0.08005714],False,[-0.00470353  0.07502679]
5,[-0.3         0.10628433  0.         -1.        ],[-0.03183029  0.08141613],False,[-0.00470353  0.07502679]
6,[-0.3         0.10628433  0.         -1.        ],[-0.03536129  0.08277695],False,[-0.00470353  0.07502679]
7,[-0.3         0.10628433  0.         -1.        ],[-0.03899303  0.08413486],False,[-0.00470353  0.07502679]
8,[-0.3         0.10628433  0.         -1.        ],[-0.04270858  0.08548741],False,[-0.00470353  0.07502679]
9,[-0.3         0.10628433  0.         -1.        ],[-0.04649097  0.08683383],False,[-0.00470353  0.07502679]
10,[-0.3         0.10628433  0.         -1.        ],[-0.05032436  0.08817452],False,[-0.00470353  0.07502679]
11,[-0.3         0.10628433  0.         -1.        ],[-0.05419475  0.08951051],False,[-0.00470353  0.07502679]
12,[-0.3         0.10628433  0.         -1.        ],[-0.05809029  0.09084318],False,[-0.00470353  0.07502679]
13,[-0.3         0.10628433  0.         -1.        ],[-0.06200135  0.09217393],False,[-0.00470353  0.07502679]
14,[-0.3         0.10628433  0.         -1.        ],[-0.06592045  0.09350406],False,[-0.00470353  0.07502679]
15,[-0.3         0.10628433  0.         -1.        ],[-0.06984204  0.09483465],False,[-0.00470353  0.07502679]
16,[-0.3         0.10628433  0.         -1.        ],[-0.07376223  0.0961652 ],False,[-0.00470353  0.07502679]
17,[-0.3         0.10628433  0.         -1.        ],[-0.07768012  0.09749989],False,[-0.00470353  0.07502679]
18,[-0.3         0.10628433  0.         -1.        ],[-0.08159614  0.09884289],False,[-0.00470353  0.07502679]
19,[-0.3         0.10628433  0.         -1.        ],[-0.08551029  0.1001941 ],False,[-0.00470353  0.07502679]
20,[-0.3         0.10628433  0.         -1.        ],[-0.08942233  0.10155145],False,[-0.00470353  0.07502679]
21,[-0.3         0.10628433  0.         -1.        ],[-0.09333211  0.10291276],False,[-0.00470353  0.07502679]
22,[-0.3         0.10628433  0.         -1.        ],[-0.09723967  0.10427649],False,[-0.00470353  0.07502679]
23,[-0.3         0.10628433  0.         -1.        ],[-0.10114526  0.10564163],False,[-0.00470353  0.07502679]
24,[-0.3         0.10628433  0.         -1.        ],[-0.1050492   0.10700757],False,[-0.00470353  0.07502679]
25,[-0.3         0.10628433  0.         -1.        ],[-0.1089519  0.108374 ],False,[-0.00470353  0.07502679]
26,[-0.3         0.10628433  0.         -1.        ],[-0.11285376  0.10974076],False,[-0.00470353  0.07502679]
27,[-0.3         0.10628433  0.         -1.        ],[-0.11675517  0.11110781],False,[-0.00470353  0.07502679]
28,[-0.3         0.10628433  0.         -1.        ],[-0.12065648  0.11247514],False,[-0.00470353  0.07502679]
29,[-0.3         0.10628433  0.         -1.        ],[-0.12455794  0.11384276],False,[-0.00470353  0.07502679]
30,[-0.3         0.10628433  0.         -1.        ],[-0.12845976  0.1152107 ],False,[-0.00470353  0.07502679]
31,[-0.3         0.10628433  0.         -1.        ],[-0.13236206  0.11657898],False,[-0.00470353  0.07502679]
32,[-0.3         0.10628433  0.         -1.        ],[-0.13626486  0.11794761],False,[-0.00470353  0.07502679]
33,[-0.3         0.10628433  0.         -1.        ],[-0.14016811  0.1193166 ],False,[-0.00470353  0.07502679]
34,[-0.3         0.10628433  0.         -1.        ],[-0.14407167  0.12068597],False,[-0.00470353  0.07502679]
35,[-0.3         0.10628433  0.         -1.        ],[-0.14797529  0.12205575],False,[-0.00470353  0.07502679]
36,[-0.3         0.10628433  0.         -1.        ],[-0.15187864  0.12342599],False,[-0.00470353  0.07502679]
37,[-0.3         0.10628433  0.         -1.        ],[-0.15578126  0.12479679],False,[-0.00470353  0.07502679]
