step,action,eef_pos,good,target_pos
0,[ 0.3       -0.2690627  0.        -1.       ],[ 0.01127309 -0.15173111],False,[-0.06432712  0.04341667]
1,[ 0.3       -0.2690627  0.        -1.       ],[ 0.01337231 -0.15295384],False,[-0.06432712  0.04341667]
2,[ 0.3       -0.2690627  0.        -1.       ],[ 0.01576038 -0.15473604],False,[-0.06432712  0.04341667]
3,[ 0.3       -0.2690627  0.        -1.       ],[ 0.01837507 -0.15693593],False,[-0.06432712  0.04341667]
4,[ 0.3       -0.2690627  0.        -1.       ],[ 0.02119557 -0.15949079],False,[-0.06432712  0.04341667]
5,[ 0.3       -0.2690627  0.        -1.       ],[ 0.02420141 -0.16233339],False,[-0.06432712  0.04341667]
6,[ 0.3       -0.2690627  0.        -1.       ],[ 0.0273814  -0.16540161],False,[-0.06432712  0.04341667]
7,[ 0.3       -0.2690627  0.        -1.       ],[ 0.03071903 -0.16863721],False,[-0.06432712  0.04341667]
8,[ 0.3       -0.2690627  0.        -1.       ],[ 0.03419374 -0.17198947],False,[-0.06432712  0.04341667]
9,[ 0.3       -0.2690627  0.        -1.       ],[ 0.03778321 -0.17541723],False,[-0.06432712  0.04341667]
10,[ 0.3       -0.2690627  0.        -1.       ],[ 0.04146514 -0.17888907],False,[-0.06432712  0.04341667]
11,[ 0.3       -0.2690627  0.        -1.       ],[ 0.04521844 -0.18238239],False,[-0.06432712  0.04341667]
12,[ 0.3       -0.2690627  0.        -1.       ],[ 0.049024   -0.18588191],False,[-0.06432712  0.04341667]
13,[ 0.3       -0.2690627  0.        -1.       ],[ 0.05286522 -0.18937805],False,[-0.06432712  0.04341667]
14,[ 0.3       -0.2690627  0.        -1.       ],[ 0.05672821 -0.19286537],False,[-0.06432712  0.04341667]
15,[ 0.3       -0.2690627  0.        -1.       ],[ 0.06060183 -0.19634127],False,[-0.06432712  0.04341667]
16,[ 0.3       -0.2690627  0.        -1.       ],[ 0.0644775 -0.199805 ],False,[-0.06432712  0.04341667]
17,[ 0.3       -0.2690627  0.        -1.       ],[ 0.06834899 -0.20325686],False,[-0.06432712  0.04341667]
18,[ 0.3       -0.2690627  0.        -1.       ],[ 0.07221205 -0.20669773],False,[-0.06432712  0.04341667]
19,[ 0.3       -0.2690627  0.        -1.       ],[ 0.07606406 -0.21012871],False,[-0.06432712  0.04341667]
20,[ 0.3       -0.2690627  0.        -1.       ],[ 0.07990366 -0.2135509 ],False,[-0.06432712  0.04341667]
21,[ 0.3       -0.2690627  0.        -1.       ],[ 0.08373046 -0.21696533],False,[-0.06432712  0.04341667]
22,[ 0.3       -0.2690627  0.        -1.       ],[ 0.08754471 -0.22037287],False,[-0.06432712  0.04341667]
23,[ 0.3       -0.2690627  0.        -1.       ],[ 0.09134709 -0.22377422],False,[-0.06432712  0.04341667]
24,[ 0.3       -0.2690627  0.        -1.       ],[ 0.0951385  -0.22716996],False,[-0.06432712  0.04341667]
25,[ 0.3       -0.2690627  0.        -1.       ],[ 0.09891988 -0.23056049],False,[-0.06432712  0.04341667]
26,[ 0.3       -0.2690627  0.        -1.       ],[ 0.10269215 -0.23394614],False,[-0.06432712  0.04341667]
27,[ 0.3       -0.2690627  0.        -1.       ],[ 0.10645613 -0.2373271 ],False,[-0.06432712  0.04341667]
28,[ 0.3       -0.2690627  0.        -1.       ],[ 0.11021247 -0.24070351],False,[-0.06432712  0.04341667]
29,[ 0.3       -0.2690627  0.        -1.       ],[ 0.11396165 -0.24407542],False,[-0.06432712  0.04341667]
30,[ 0.3       -0.2690627  0.        -1.       ],[ 0.11770394 -0.24744284],False,[-0.06432712  0.04341667]
31,[ 0.3       -0.2690627  0.        -1.       ],[ 0.12143945 -0.25080572],False,[-0.06432712  0.04341667]
32,[ 0.3       -0.2690627  0.        -1.       ],[ 0.12516814 -0.25416396],False,[-0.06432712  0.04341667]
33,[ 0.3       -0.2690627  0.        -1.       ],[ 0.12888976 -0.25751742],False,[-0.06432712  0.04341667]
34,[ 0.3       -0.2690627  0.        -1.       ],[ 0.13260395 -0.2608659 ],False,[-0.06432712  0.04341667]
