step,action,eef_pos,good,target_pos
0,[-0.3        -0.06181815  0.         -1.        ],[ 0.12895743 -0.14729107],False,[ 0.14017931 -0.14928279]
1,[-0.3        -0.06181815  0.         -1.        ],[ 0.12648368 -0.14804729],False,[ 0.14017931 -0.14928279]
2,[-0.3        -0.06181815  0.         -1.        ],[ 0.12380236 -0.14890194],False,[ 0.14017931 -0.14928279]
3,[-0.3        -0.06181815  0.         -1.        ],[ 0.12095017 -0.14978077],False,[ 0.14017931 -0.14928279]
4,[-0.3        -0.06181815  0.         -1.        ],[ 0.1179447  -0.15066191],False,[ 0.14017931 -0.14928279]
5,[-0.3        -0.06181815  0.         -1.        ],[ 0.11478588 -0.15153381],False,[ 0.14017931 -0.14928279]
6,[-0.3        -0.06181815  0.         -1.        ],[ 0.1114784  -0.15238873],False,[ 0.14017931 -0.14928279]
7,[-0.3        -0.06181815  0.         -1.        ],[ 0.10803326 -0.15322208],False,[ 0.14017931 -0.14928279]
8,[-0.3        -0.06181815  0.         -1.        ],[ 0.10446595 -0.15403202],False,[ 0.14017931 -0.14928279]
9,[-0.3        -0.06181815  0.         -1.        ],[ 0.10079438 -0.15481891],False,[ 0.14017931 -0.14928279]
10,[-0.3        -0.06181815  0.         -1.        ],[ 0.09703713 -0.1555847 ],False,[ 0.14017931 -0.14928279]
11,[-0.3        -0.06181815  0.         -1.        ],[ 0.09321229 -0.15633236],False,[ 0.14017931 -0.14928279]
12,[-0.3        -0.06181815  0.         -1.        ],[ 0.08933653 -0.15706537],False,[ 0.14017931 -0.14928279]
13,[-0.3        -0.06181815  0.         -1.        ],[ 0.08542465 -0.15778734],False,[ 0.14017931 -0.14928279]
14,[-0.3        -0.06181815  0.         -1.        ],[ 0.08148922 -0.15850172],False,[ 0.14017931 -0.14928279]
15,[-0.3        -0.06181815  0.         -1.        ],[ 0.07754059 -0.15921156],False,[ 0.14017931 -0.14928279]
16,[-0.3        -0.06181815  0.         -1.        ],[ 0.07358687 -0.15991943],False,[ 0.14017931 -0.14928279]
17,[-0.3        -0.06181815  0.         -1.        ],[ 0.06963415 -0.16062739],False,[ 0.14017931 -0.14928279]
18,[-0.3        -0.06181815  0.         -1.        ],[ 0.06568675 -0.16133698],False,[ 0.14017931 -0.14928279]
19,[-0.3        -0.06181815  0.         -1.        ],[ 0.06174743 -0.16204925],False,[ 0.14017931 -0.14928279]
20,[-0.3        -0.06181815  0.         -1.        ],[ 0.05781775 -0.16276486],False,[ 0.14017931 -0.14928279]
21,[-0.3        -0.06181815  0.         -1.        ],[ 0.05389828 -0.16348413],False,[ 0.14017931 -0.14928279]
22,[-0.3        -0.06181815  0.         -1.        ],[ 0.04998886 -0.16420711],False,[ 0.14017931 -0.14928279]
23,[-0.3        -0.06181815  0.         -1.        ],[ 0.04608883 -0.16493369],False,[ 0.14017931 -0.14928279]
24,[-0.3        -0.06181815  0.         -1.        ],[ 0.04219725 -0.1656636 ],False,[ 0.14017931 -0.14928279]
25,[-0.3        -0.06181815  0.         -1.        ],[ 0.03831297 -0.16639653],False,[ 0.14017931 -0.14928279]
26,[-0.3        -0.06181815  0.         -1.        ],[ 0.03443481 -0.16713213],False,[ 0.14017931 -0.14928279]
27,[-0.3        -0.06181815  0.         -1.        ],[ 0.03056163 -0.16787004],False,[ 0.14017931 -0.14928279]
28,[-0.3        -0.06181815  0.         -1.        ],[ 0.02669237 -0.16860996],False,[ 0.14017931 -0.14928279]
29,[-0.3        -0.06181815  0.         -1.        ],[ 0.02282612 -0.16935158],False,[ 0.14017931 -0.14928279]
30,[-0.3        -0.06181815  0.         -1.        ],[ 0.01896208 -0.17009468],False,[ 0.14017931 -0.14928279]
31,[-0.3        -0.06181815  0.         -1.        ],[ 0.01509962 -0.17083907],False,[ 0.14017931 -0.14928279]
32,[-0.3        -0.06181815  0.         -1.        ],[ 0.01123823 -0.17158459],False,[ 0.14017931 -0.14928279]
33,[-0.3        -0.06181815  0.         -1.        ],[ 0.00737753 -0.17233115],False,[ 0.14017931 -0.14928279]
34,[-0.3        -0.06181815  0.         -1.        ],[ 0.00351726 -0.17307868],False,[ 0.14017931 -0.14928279]
35,[-0.3        -0.06181815  0.         -1.        ],[-0.00034278 -0.17382715],False,[ 0.14017931 -0.14928279]
36,[-0.3        -0.06181815  0.         -1.        ],[-0.00420269 -0.17457655],False,[ 0.14017931 -0.14928279]
37,[-0.3        -0.06181815  0.         -1.        ],[-0.00806255 -0.17532687],False,[ 0.14017931 -0.14928279]
38,[-0.3        -0.06181815  0.         -1.        ],[-0.01192237 -0.17607815],False,[ 0.14017931 -0.14928279]
39,[-0.3        -0.06181815  0.         -1.        ],[-0.01578216 -0.17683041],False,[ 0.14017931 -0.14928279]
40,[-0.3        -0.06181815  0.         -1.        ],[-0.0196419  -0.17758368],False,[ 0.14017931 -0.14928279]
41,[-0.3        -0.06181815  0.         -1.        ],[-0.02350158 -0.178338  ],False,[ 0.14017931 -0.14928279]
42,[-0.3        -0.06181815  0.         -1.        ],[-0.02736118 -0.17909339],False,[ 0.14017931 -0.14928279]
43,[-0.3        -0.06181815  0.         -1.        ],[-0.03122069 -0.17984989],False,[ 0.14017931 -0.14928279]
44,[-0.3        -0.06181815  0.         -1.        ],[-0.0350801  -0.18060753],False,[ 0.14017931 -0.14928279]
45,[-0.3        -0.06181815  0.         -1.        ],[-0.03893942 -0.18136633],False,[ 0.14017931 -0.14928279]
46,[-0.3        -0.06181815  0.         -1.        ],[-0.04279865 -0.18212632],False,[ 0.14017931 -0.14928279]
47,[-0.3        -0.06181815  0.         -1.        ],[-0.04665771 -0.18288652],False,[ 0.14017931 -0.14928279]
48,[-0.3        -0.06181815  0.         -1.        ],[-0.05051819 -0.18364896],False,[ 0.14017931 -0.14928279]
49,[-0.3        -0.06181815  0.         -1.        ],[-0.05438177 -0.18441569],False,[ 0.14017931 -0.14928279]
50,[-0.3        -0.06181815  0.         -1.        ],[-0.05824985 -0.18518797],False,[ 0.14017931 -0.14928279]
51,[-0.3        -0.06181815  0.         -1.        ],[-0.06212325 -0.1859661 ],False,[ 0.14017931 -0.14928279]
52,[-0.3        -0.06181815  0.         -1.        ],[-0.06600198 -0.18674955],False,[ 0.14017931 -0.14928279]
53,[-0.3        -0.06181815  0.         -1.        ],[-0.06988524 -0.18753665],False,[ 0.14017931 -0.14928279]
54,[-0.3        -0.06181815  0.         -1.        ],[-0.07377201 -0.18832577],False,[ 0.14017931 -0.14928279]
