step,action,eef_pos,good,target_pos
0,[ 0.05579811 -0.3         0.         -1.        ],[-0.0827815   0.25683444],True,[-0.02260527 -0.06403894]
1,[ 0.05579811 -0.3         0.         -1.        ],[-0.08256254  0.25498988],True,[-0.02260527 -0.06403894]
2,[ 0.05579811 -0.3         0.         -1.        ],[-0.08212417  0.25253023],True,[-0.02260527 -0.06403894]
3,[ 0.05579811 -0.3         0.         -1.        ],[-0.08157236  0.24967236],True,[-0.02260527 -0.06403894]
4,[ 0.05579811 -0.3         0.         -1.        ],[-0.08093066  0.24650982],True,[-0.02260527 -0.06403894]
5,[ 0.05579811 -0.3         0.         -1.        ],[-0.08022621  0.24310346],True,[-0.02260527 -0.06403894]
6,[ 0.05579811 -0.3         0.         -1.        ],[-0.07948288  0.23950917],True,[-0.02260527 -0.06403894]
7,[ 0.05579811 -0.3         0.         -1.        ],[-0.07871888  0.23577734],True,[-0.02260527 -0.06403894]
8,[ 0.05579811 -0.3         0.         -1.        ],[-0.07794692  0.23195057],True,[-0.02260527 -0.06403894]
9,[ 0.05579811 -0.3         0.         -1.        ],[-0.07717508  0.22806287],True,[-0.02260527 -0.06403894]
10,[ 0.05579811 -0.3         0.         -1.        ],[-0.07640783  0.22413999],True,[-0.02260527 -0.06403894]
11,[ 0.05579811 -0.3         0.         -1.        ],[-0.07564706  0.22020039],True,[-0.02260527 -0.06403894]
12,[ 0.05579811 -0.3         0.         -1.        ],[-0.07489294  0.21625647],True,[-0.02260527 -0.06403894]
13,[ 0.05579811 -0.3         0.         -1.        ],[-0.07414464  0.2123159 ],True,[-0.02260527 -0.06403894]
14,[ 0.05579811 -0.3         0.         -1.        ],[-0.07340082  0.2083828 ],True,[-0.02260527 -0.06403894]
15,[ 0.05579811 -0.3         0.         -1.        ],[-0.07265998  0.20445879],True,[-0.02260527 -0.06403894]
16,[ 0.05579811 -0.3         0.         -1.        ],[-0.0719207  0.2005439],True,[-0.02260527 -0.06403894]
17,[ 0.05579811 -0.3         0.         -1.        ],[-0.07118178  0.19663717],True,[-0.02260527 -0.06403894]
18,[ 0.05579811 -0.3         0.         -1.        ],[-0.07044226  0.19273719],True,[-0.02260527 -0.06403894]
19,[ 0.05579811 -0.3         0.         -1.        ],[-0.06970144  0.1888424 ],True,[-0.02260527 -0.06403894]
20,[ 0.05579811 -0.3         0.         -1.        ],[-0.06895888  0.18495131],True,[-0.02260527 -0.06403894]
21,[ 0.05579811 -0.3         0.         -1.        ],[-0.06821434  0.18106264],True,[-0.02260527 -0.06403894]
22,[ 0.05579811 -0.3         0.         -1.        ],[-0.06746772  0.1771753 ],True,[-0.02260527 -0.06403894]
23,[ 0.05579811 -0.3         0.         -1.        ],[-0.06671904  0.1732885 ],True,[-0.02260527 -0.06403894]
24,[ 0.05579811 -0.3         0.         -1.        ],[-0.0659684   0.16940161],True,[-0.02260527 -0.06403894]
25,[ 0.05579811 -0.3         0.         -1.        ],[-0.06521594  0.16551424],True,[-0.02260527 -0.06403894]
26,[ 0.05579811 -0.3         0.         -1.        ],[-0.0644618   0.16162612],True,[-0.02260527 -0.06403894]
27,[ 0.05579811 -0.3         0.         -1.        ],[-0.06370615  0.15773709],True,[-0.02260527 -0.06403894]
28,[ 0.05579811 -0.3         0.         -1.        ],[-0.0629491   0.15384708],True,[-0.02260527 -0.06403894]
29,[ 0.05579811 -0.3         0.         -1.        ],[-0.0621908   0.14995606],True,[-0.02260527 -0.06403894]
30,[ 0.05579811 -0.3         0.         -1.        ],[-0.06143133  0.14606405],True,[-0.02260527 -0.06403894]
31,[ 0.05579811 -0.3         0.         -1.        ],[-0.06067077  0.14217108],True,[-0.02260527 -0.06403894]
32,[ 0.05579811 -0.3         0.         -1.        ],[-0.05990918  0.13827717],True,[-0.02260527 -0.06403894]
33,[ 0.05579811 -0.3         0.         -1.        ],[-0.05914661  0.13438236],True,[-0.02260527 -0.06403894]
34,[ 0.05579811 -0.3         0.         -1.        ],[-0.05838307  0.13048669],True,[-0.02260527 -0.06403894]
35,[ 0.05579811 -0.3         0.         -1.        ],[-0.0576186   0.12659019],True,[-0.02260527 -0.06403894]
36,[ 0.05579811 -0.3         0.         -1.        ],[-0.0568532   0.12269287],True,[-0.02260527 -0.06403894]
37,[ 0.05579811 -0.3         0.         -1.        ],[-0.05608688  0.11879476],True,[-0.02260527 -0.06403894]
