step,action,eef_pos,good,target_pos
0,[ 0.02854016 -0.3         0.         -1.        ],[-0.13638798 -0.03695569],False,[-0.14276951 -0.0239992 ]
1,[ 0.02854016 -0.3         0.         -1.        ],[-0.13622576 -0.04025267],False,[-0.14276951 -0.0239992 ]
2,[ 0.02854016 -0.3         0.         -1.        ],[-0.13604554 -0.04392645],False,[-0.14276951 -0.0239992 ]
3,[ 0.02854016 -0.3         0.         -1.        ],[-0.13585244 -0.04774436],False,[-0.14276951 -0.0239992 ]
4,[ 0.02854016 -0.3         0.         -1.        ],[-0.13566175 -0.05163001],False,[-0.14276951 -0.0239992 ]
5,[ 0.02854016 -0.3         0.         -1.        ],[-0.1354767  -0.05554829],False,[-0.14276951 -0.0239992 ]
6,[ 0.02854016 -0.3         0.         -1.        ],[-0.13529615 -0.05948126],False,[-0.14276951 -0.0239992 ]
7,[ 0.02854016 -0.3         0.         -1.        ],[-0.13511902 -0.06341839],False,[-0.14276951 -0.0239992 ]
8,[ 0.02854016 -0.3         0.         -1.        ],[-0.13494412 -0.06735337],False,[-0.14276951 -0.0239992 ]
9,[ 0.02854016 -0.3         0.         -1.        ],[-0.13476974 -0.071283  ],False,[-0.14276951 -0.0239992 ]
10,[ 0.02854016 -0.3         0.         -1.        ],[-0.13459458 -0.0752071 ],False,[-0.14276951 -0.0239992 ]
11,[ 0.02854016 -0.3         0.         -1.        ],[-0.13441788 -0.07912625],False,[-0.14276951 -0.0239992 ]
12,[ 0.02854016 -0.3         0.         -1.        ],[-0.13423923 -0.08304113],False,[-0.14276951 -0.0239992 ]
13,[ 0.02854016 -0.3         0.         -1.        ],[-0.13405842 -0.08695231],False,[-0.14276951 -0.0239992 ]
14,[ 0.02854016 -0.3         0.         -1.        ],[-0.13387537 -0.09086025],False,[-0.14276951 -0.0239992 ]
15,[ 0.02854016 -0.3         0.         -1.        ],[-0.13369006 -0.09476525],False,[-0.14276951 -0.0239992 ]
16,[ 0.02854016 -0.3         0.         -1.        ],[-0.13350251 -0.09866751],False,[-0.14276951 -0.0239992 ]
17,[ 0.02854016 -0.3         0.         -1.        ],[-0.13331276 -0.10256715],False,[-0.14276951 -0.0239992 ]
18,[ 0.02854016 -0.3         0.         -1.        ],[-0.13312083 -0.10646426],False,[-0.14276951 -0.0239992 ]
19,[ 0.02854016 -0.3         0.         -1.        ],[-0.13292674 -0.11035887],False,[-0.14276951 -0.0239992 ]
20,[ 0.02854016 -0.3         0.         -1.        ],[-0.13273049 -0.11425101],False,[-0.14276951 -0.0239992 ]
21,[ 0.02854016 -0.3         0.         -1.        ],[-0.13253207 -0.1181407 ],False,[-0.14276951 -0.0239992 ]
22,[ 0.02854016 -0.3         0.         -1.        ],[-0.13233147 -0.12202796],False,[-0.14276951 -0.0239992 ]
23,[ 0.02854016 -0.3         0.         -1.        ],[-0.13212864 -0.12591282],False,[-0.14276951 -0.0239992 ]
24,[ 0.02854016 -0.3         0.         -1.        ],[-0.13192353 -0.12979531],False,[-0.14276951 -0.0239992 ]
25,[ 0.02854016 -0.3         0.         -1.        ],[-0.1317161  -0.13367547],False,[-0.14276951 -0.0239992 ]
26,[ 0.02854016 -0.3         0.         -1.        ],[-0.13150629 -0.13755334],False,[-0.14276951 -0.0239992 ]
27,[ 0.02854016 -0.3         0.         -1.        ],[-0.13129404 -0.14142898],False,[-0.14276951 -0.0239992 ]
28,[ 0.02854016 -0.3         0.         -1.        ],[-0.13107931 -0.14530244],False,[-0.14276951 -0.0239992 ]
29,[ 0.02854016 -0.3         0.         -1.        ],[-0.13086204 -0.14917378],False,[-0.14276951 -0.0239992 ]
30,[ 0.02854016 -0.3         0.         -1.        ],[-0.1306422  -0.15304307],False,[-0.14276951 -0.0239992 ]
31,[ 0.02854016 -0.3         0.         -1.        ],[-0.13041975 -0.15691037],False,[-0.14276951 -0.0239992 ]
32,[ 0.02854016 -0.3         0.         -1.        ],[-0.13019466 -0.16077574],False,[-0.14276951 -0.0239992 ]
33,[ 0.02854016 -0.3         0.         -1.        ],[-0.12996693 -0.16463926],False,[-0.14276951 -0.0239992 ]
34,[ 0.02854016 -0.3         0.         -1.        ],[-0.12973654 -0.16850099],False,[-0.14276951 -0.0239992 ]
35,[ 0.02854016 -0.3         0.         -1.        ],[-0.12950349 -0.172361  ],False,[-0.14276951 -0.0239992 ]
36,[ 0.02854016 -0.3         0.         -1.        ],[-0.1292678  -0.17621935],False,[-0.14276951 -0.0239992 ]
37,[ 0.02854016 -0.3         0.         -1.        ],[-0.12902949 -0.18007611],False,[-0.14276951 -0.0239992 ]
38,[ 0.02854016 -0.3         0.         -1.        ],[-0.12878859 -0.18393133],False,[-0.14276951 -0.0239992 ]
39,[ 0.02854016 -0.3         0.         -1.        ],[-0.12854512 -0.18778507],False,[-0.14276951 -0.0239992 ]
40,[ 0.02854016 -0.3         0.         -1.        ],[-0.12829914 -0.1916374 ],False,[-0.14276951 -0.0239992 ]
41,[ 0.02854016 -0.3         0.         -1.        ],[-0.12805068 -0.19548837],False,[-0.14276951 -0.0239992 ]
42,[ 0.02854016 -0.3         0.         -1.        ],[-0.1277998  -0.19933803],False,[-0.14276951 -0.0239992 ]
43,[ 0.02854016 -0.3         0.         -1.        ],[-0.12754655 -0.20318643],False,[-0.14276951 -0.0239992 ]
44,[ 0.02854016 -0.3         0.         -1.        ],[-0.12729099 -0.20703362],False,[-0.14276951 -0.0239992 ]
45,[ 0.02854016 -0.3         0.         -1.        ],[-0.12703319 -0.21087964],False,[-0.14276951 -0.0239992 ]
46,[ 0.02854016 -0.3         0.         -1.        ],[-0.12677319 -0.21472454],False,[-0.14276951 -0.0239992 ]
47,[ 0.02854016 -0.3         0.         -1.        ],[-0.12651107 -0.21856835],False,[-0.14276951 -0.0239992 ]
48,[ 0.02854016 -0.3         0.         -1.        ],[-0.12624689 -0.22241111],False,[-0.14276951 -0.0239992 ]
49,[ 0.02854016 -0.3         0.         -1.        ],[-0.12598071 -0.22625286],False,[-0.14276951 -0.0239992 ]
