step,action,eef_pos,good,drop_pos,success,failure
0,[ 0.16894456  0.22725731 -0.09905479  1.        ],[-0.01890352  0.09139847  0.91171714],True,[0.0650636  0.19550948 0.87      ],False,False
1,[ 0.17979246  0.22292505 -0.08932577  1.        ],[-0.01832852  0.09763743  0.90867816],True,[0.0650636  0.19550948 0.87      ],False,False
2,[ 0.18631947  0.21867135 -0.08641698  1.        ],[-0.01787786  0.1034003   0.90643391],True,[0.0650636  0.19550948 0.87      ],False,False
3,[ 0.19259905  0.21388748 -0.08460349  1.        ],[-0.01735084  0.10867639  0.90438034],True,[0.0650636  0.19550948 0.87      ],False,False
4,[ 0.19850014  0.20914271 -0.08280713  1.        ],[-0.01663649  0.11345485  0.90242174],True,[0.0650636  0.19550948 0.87      ],False,False
5,[ 0.20383283  0.20471735 -0.08088871  1.        ],[-0.01568193  0.1177703   0.90055443],True,[0.0650636  0.19550948 0.87      ],False,False
6,[ 0.20850882  0.20074554 -0.07890057  1.        ],[-0.01448325  0.12165315  0.89877917],True,[0.0650636  0.19550948 0.87      ],False,False
7,[ 0.21250769  0.19730559 -0.07688293  1.        ],[-0.01303716  0.12515386  0.89710398],True,[0.0650636  0.19550948 0.87      ],False,False
8,[ 0.21583666  0.19443245 -0.07490367  1.        ],[-0.0113517   0.1283372   0.89553161],True,[0.0650636  0.19550948 0.87      ],False,False
9,[ 0.21854485  0.19211015 -0.07301942  1.        ],[-0.00944111  0.13126566  0.89406187],True,[0.0650636  0.19550948 0.87      ],False,False
10,[ 0.22069409  0.1902998  -0.07127485  1.        ],[-0.0073242   0.13399155  0.89269105],True,[0.0650636  0.19550948 0.87      ],False,False
11,[ 0.22234514  0.18895742 -0.06969744  1.        ],[-0.00502569  0.13656419  0.89141178],True,[0.0650636  0.19550948 0.87      ],False,False
12,[ 0.22356881  0.188022   -0.0682987   1.        ],[-0.00257561  0.13903243  0.89021364],True,[0.0650636  0.19550948 0.87      ],False,False
13,[ 0.2244506   0.18741063 -0.06707594  1.        ],[5.19713322e-07 1.41424167e-01 8.89084894e-01],True,[0.0650636  0.19550948 0.87      ],False,False
14,[ 0.22504543  0.18707464 -0.06601237  1.        ],[0.00267931 0.14375897 0.88801404],True,[0.0650636  0.19550948 0.87      ],False,False
15,[ 0.22539674  0.18697647 -0.0650854   1.        ],[0.00543678 0.14605763 0.88699015],True,[0.0650636  0.19550948 0.87      ],False,False
16,[ 0.22555609  0.18706625 -0.06427026  1.        ],[0.00825084 0.14833773 0.88600306],True,[0.0650636  0.19550948 0.87      ],False,False
17,[ 0.22557377  0.18729435 -0.06353977  1.        ],[0.01110231 0.1506127  0.88504377],True,[0.0650636  0.19550948 0.87      ],False,False
18,[ 0.22549526  0.18761617 -0.0628654   1.        ],[0.01397526 0.15289224 0.88410465],True,[0.0650636  0.19550948 0.87      ],False,False
19,[ 0.22536077  0.18799307 -0.06221841  1.        ],[0.01685698 0.15518283 0.88317959],True,[0.0650636  0.19550948 0.87      ],False,False
20,[ 0.22520506  0.18839252 -0.0615706   1.        ],[0.01973784 0.1574883  0.88226397],True,[0.0650636  0.19550948 0.87      ],False,False
21,[ 0.22505764  0.18878795 -0.06089474  1.        ],[0.02261175 0.15981109 0.88135535],True,[0.0650636  0.19550948 0.87      ],False,False
22,[ 0.22494246  0.18915745 -0.06016935  1.        ],[0.02547998 0.16214426 0.88045455],True,[0.0650636  0.19550948 0.87      ],False,False
23,[ 0.22484409  0.18952214 -0.05938428  1.        ],[0.0283428  0.16448179 0.87956124],True,[0.0650636  0.19550948 0.87      ],False,False
24,[ 0.22474861  0.18990407 -0.05851928  1.        ],[0.03119871 0.16682337 0.87867505],True,[0.0650636  0.19550948 0.87      ],False,False
25,[ 0.22466034  0.19030417 -0.05755044  1.        ],[0.03404661 0.16916968 0.87779642],True,[0.0650636  0.19550948 0.87      ],False,False
26,[ 0.22458641  0.19072001 -0.05645196  1.        ],[0.03688606 0.17152124 0.87692653],True,[0.0650636  0.19550948 0.87      ],False,False
27,[ 0  0  0 -1],[0.03854733 0.17291095 0.87655333],True,[0.0650636  0.19550948 0.87      ],True,False
28,[ 0  0  0 -1],[0.03938654 0.17365135 0.87679729],True,[0.0650636  0.19550948 0.87      ],True,False
29,[ 0  0  0 -1],[0.04005162 0.17422067 0.87715492],True,[0.0650636  0.19550948 0.87      ],True,False
30,[ 0  0  0 -1],[0.04058778 0.1746439  0.87746853],True,[0.0650636  0.19550948 0.87      ],True,False
31,[ 0  0  0 -1],[0.04099735 0.17493757 0.87770532],True,[0.0650636  0.19550948 0.87      ],True,False
32,[ 0  0  0 -1],[0.04128144 0.17512182 0.87786558],True,[0.0650636  0.19550948 0.87      ],True,False
33,[ 0  0  0 -1],[0.04148747 0.17523375 0.87798567],True,[0.0650636  0.19550948 0.87      ],True,False
34,[ 0  0  0 -1],[0.04164677 0.17529975 0.87807293],True,[0.0650636  0.19550948 0.87      ],True,False
