step,action,eef_pos,good,drop_pos,success,failure
0,[ 0.07851336 -0.01901781 -0.28891863  1.        ],[ 1.41050278e-03 -1.10872977e-03  1.18659907e+00],True,[ 0.08533723 -0.02151715  0.87      ],False,False
1,[ 0.07672262 -0.0186566  -0.28942282  1.        ],[ 0.00301971 -0.00128441  1.18535068],True,[ 0.08533723 -0.02151715  0.87      ],False,False
2,[ 0.0756259  -0.01858801 -0.28971574  1.        ],[ 0.00473025 -0.00147743  1.18248379],True,[ 0.08533723 -0.02151715  0.87      ],False,False
3,[ 0.07478971 -0.01859349 -0.28993237  1.        ],[ 0.00629829 -0.00166768  1.17916273],True,[ 0.08533723 -0.02151715  0.87      ],False,False
4,[ 0.07416321 -0.018625   -0.29009124  1.        ],[ 0.00771408 -0.00185337  1.17565993],True,[ 0.08533723 -0.02151715  0.87      ],False,False
5,[ 0.07369876 -0.01866964 -0.29020672  1.        ],[ 0.0089818  -0.00203615  1.17203161],True,[ 0.08533723 -0.02151715  0.87      ],False,False
6,[ 0.07338523 -0.01872319 -0.29028271  1.        ],[ 0.01012171 -0.00221764  1.16830297],True,[ 0.08533723 -0.02151715  0.87      ],False,False
7,[ 0.07320382 -0.01878333 -0.29032462  1.        ],[ 0.01115865 -0.00239893  1.1644947 ],True,[ 0.08533723 -0.02151715  0.87      ],False,False
8,[ 0.07313172 -0.01884841 -0.29033858  1.        ],[ 0.01211633 -0.00258069  1.16062505],True,[ 0.08533723 -0.02151715  0.87      ],False,False
9,[ 0.07314664 -0.01891725 -0.29033034  1.        ],[ 0.01301607 -0.00276332  1.15671015],True,[ 0.08533723 -0.02151715  0.87      ],False,False
10,[ 0.07322798 -0.01898898 -0.29030515  1.        ],[ 0.01387626 -0.00294702  1.15276388],True,[ 0.08533723 -0.02151715  0.87      ],False,False
11,[ 0.07335734 -0.01906293 -0.29026764  1.        ],[ 0.01471221 -0.00313189  1.14879782],True,[ 0.08533723 -0.02151715  0.87      ],False,False
12,[ 0.07351893 -0.01913861 -0.29022178  1.        ],[ 0.01553623 -0.00331796  1.14482124],True,[ 0.08533723 -0.02151715  0.87      ],False,False
13,[ 0.0736996  -0.01921567 -0.29017086  1.        ],[ 0.01635779 -0.00350526  1.14084131],True,[ 0.08533723 -0.02151715  0.87      ],False,False
14,[ 0.07388882 -0.01929383 -0.29011755  1.        ],[ 0.01718382 -0.00369378  1.13686326],True,[ 0.08533723 -0.02151715  0.87      ],False,False
15,[ 0.07407854 -0.0193729  -0.29006389  1.        ],[ 0.01801911 -0.00388352  1.1328907 ],True,[ 0.08533723 -0.02151715  0.87      ],False,False
16,[ 0.07426289 -0.01945278 -0.2900114   1.        ],[ 0.01886533 -0.00407447  1.12892488],True,[ 0.08533723 -0.02151715  0.87      ],False,False
