step,action,eef_pos,good,drop_pos,success,failure
0,[-0.18258446  0.14999834 -0.18483347  1.        ],[ 0.09221896 -0.21567674  1.03477864],True,[-0.07153513 -0.0714692   0.87      ],False,False
1,[-0.17966746  0.15822141 -0.18079157  1.        ],[ 0.0913239  -0.21849316  1.03354495],True,[-0.07153513 -0.0714692   0.87      ],False,False
2,[-0.1785388   0.16117916 -0.17929076  1.        ],[ 0.09032374 -0.21980852  1.03241454],True,[-0.07153513 -0.0714692   0.87      ],False,False
3,[-0.17780448  0.16295304 -0.17841489  1.        ],[ 0.089098   -0.22008959  1.03108172],True,[-0.07153513 -0.0714692   0.87      ],False,False
4,[-0.17734356  0.16408115 -0.1778388   1.        ],[ 0.08763045 -0.21955464  1.02950503],True,[-0.07153513 -0.0714692   0.87      ],False,False
5,[-0.17708785  0.16476007 -0.17746552  1.        ],[ 0.08590592 -0.21842469  1.02769121],True,[-0.07153513 -0.0714692   0.87      ],False,False
6,[-0.17694832  0.16516357 -0.17722948  1.        ],[ 0.08393907 -0.21686411  1.02566773],True,[-0.07153513 -0.0714692   0.87      ],False,False
7,[-0.17686776  0.16540154 -0.17708791  1.        ],[ 0.08176218 -0.21499313  1.02346854],True,[-0.07153513 -0.0714692   0.87      ],False,False
8,[-0.17681381  0.16554115 -0.1770113   1.        ],[ 0.07941298 -0.21290918  1.02112921],True,[-0.07153513 -0.0714692   0.87      ],False,False
9,[-0.17676474  0.16563043 -0.1769768   1.        ],[ 0.07693106 -0.21068822  1.01868445],True,[-0.07153513 -0.0714692   0.87      ],False,False
10,[-0.17670761  0.16570143 -0.17696738  1.        ],[ 0.07435474 -0.20838761  1.01616624],True,[-0.07153513 -0.0714692   0.87      ],False,False
11,[-0.17663617  0.16577397 -0.17697077  1.        ],[ 0.07171878 -0.20604915  1.01360256],True,[-0.07153513 -0.0714692   0.87      ],False,False
12,[-0.17654878  0.16585884 -0.17697846  1.        ],[ 0.06905292 -0.20370209  1.01101665],True,[-0.07153513 -0.0714692   0.87      ],False,False
13,[-0.17644683  0.16596058 -0.17698475  1.        ],[ 0.06638123 -0.20136567  1.00842684],True,[-0.07153513 -0.0714692   0.87      ],False,False
