step,action,eef_pos,good,drop_pos,success,failure
0,[ 0.17003882 -0.1885733  -0.15977143  1.        ],[-0.18642458  0.15227674  1.12605133],True,[ 0.07545835 -0.13897543  0.87      ],False,False
1,[ 0.16789331 -0.18672194 -0.16415466  1.        ],[-0.18220256  0.14895948  1.12566164],True,[ 0.07545835 -0.13897543  0.87      ],False,False
2,[ 0.16683828 -0.18644103 -0.16554374  1.        ],[-0.17852784  0.14646706  1.12453593],True,[ 0.07545835 -0.13897543  0.87      ],False,False
3,[ 0.16596704 -0.18652214 -0.16632628  1.        ],[-0.1751391   0.14418619  1.12315025],True,[ 0.07545835 -0.13897543  0.87      ],False,False
4,[ 0.16521327 -0.1866821  -0.16689628  1.        ],[-0.17199587  0.1419539   1.12158982],True,[ 0.07545835 -0.13897543  0.87      ],False,False
5,[ 0.16458293 -0.18684738 -0.16733354  1.        ],[-0.16908267  0.13970749  1.11987258],True,[ 0.07545835 -0.13897543  0.87      ],False,False
6,[ 0.1640838  -0.18699257 -0.16766121  1.        ],[-0.16638302  0.13741886  1.1180085 ],True,[ 0.07545835 -0.13897543  0.87      ],False,False
7,[ 0.16371669 -0.18710761 -0.16789159  1.        ],[-0.1638753   0.13507778  1.11601094],True,[ 0.07545835 -0.13897543  0.87      ],False,False
8,[ 0.16347482 -0.18718972 -0.16803569  1.        ],[-0.16153373  0.13268431  1.11389701],True,[ 0.07545835 -0.13897543  0.87      ],False,False
9,[ 0.16334572 -0.18724026 -0.16810492  1.        ],[-0.15933072  0.13024414  1.11168573],True,[ 0.07545835 -0.13897543  0.87      ],False,False
10,[ 0.16331374 -0.18726278 -0.16811089  1.        ],[-0.15722103  0.12777541  1.10941216],True,[ 0.07545835 -0.13897543  0.87      ],False,False
11,[ 0.16334741 -0.18726652 -0.16807401  1.        ],[-0.15518802  0.1252801   1.10708529],True,[ 0.07545835 -0.13897543  0.87      ],False,False
12,[ 0.16343784 -0.18725356 -0.16800052  1.        ],[-0.15322613  0.12275705  1.10470603],True,[ 0.07545835 -0.13897543  0.87      ],False,False
13,[ 0.1635839  -0.187224   -0.16789128  1.        ],[-0.1513088   0.12021853  1.10229526],True,[ 0.07545835 -0.13897543  0.87      ],False,False
14,[ 0.16376604 -0.18718394 -0.16775832  1.        ],[-0.14941791  0.11767173  1.09986649],True,[ 0.07545835 -0.13897543  0.87      ],False,False
15,[ 0.16397119 -0.18713732 -0.16760988  1.        ],[-0.14753986  0.11512149  1.0974294 ],True,[ 0.07545835 -0.13897543  0.87      ],False,False
16,[ 0.16418958 -0.187087   -0.16745219  1.        ],[-0.14566414  0.11257136  1.09499137],True,[ 0.07545835 -0.13897543  0.87      ],False,False
17,[ 0.16441353 -0.18703523 -0.1672902   1.        ],[-0.14378295  0.11002384  1.09255776],True,[ 0.07545835 -0.13897543  0.87      ],False,False
18,[ 0.16463724 -0.18698371 -0.16712771  1.        ],[-0.14189089  0.10748057  1.09013224],True,[ 0.07545835 -0.13897543  0.87      ],False,False
19,[ 0.16485656 -0.18693366 -0.16696743  1.        ],[-0.13998461  0.10494251  1.08771705],True,[ 0.07545835 -0.13897543  0.87      ],False,False
20,[ 0.1650688  -0.18688586 -0.16681117  1.        ],[-0.13806236  0.10241007  1.0853133 ],True,[ 0.07545835 -0.13897543  0.87      ],False,False
21,[ 0.16527244 -0.18684077 -0.16665998  1.        ],[-0.13612366  0.09988329  1.08292123],True,[ 0.07545835 -0.13897543  0.87      ],False,False
22,[ 0.16546691 -0.18679857 -0.16651425  1.        ],[-0.13416895  0.09736193  1.08054047],True,[ 0.07545835 -0.13897543  0.87      ],False,False
23,[ 0.16565233 -0.18675924 -0.16637394  1.        ],[-0.13219929  0.09484563  1.07817025],True,[ 0.07545835 -0.13897543  0.87      ],False,False
24,[ 0.16582931 -0.18672265 -0.16623867  1.        ],[-0.13021611  0.09233391  1.07580956],True,[ 0.07545835 -0.13897543  0.87      ],False,False
25,[ 0.16599876 -0.18668854 -0.1661078   1.        ],[-0.12822101  0.08982631  1.07345729],True,[ 0.07545835 -0.13897543  0.87      ],False,False
