step,action,eef_pos,good,drop_pos,success,failure
0,[ 0.08618379 -0.13066169 -0.25592944  1.        ],[-0.07577895  0.07913365  1.20103487],True,[ 0.03416133 -0.08793074  0.87      ],False,False
1,[ 0.08527843 -0.12958844 -0.25677699  1.        ],[-0.07406244  0.07824478  1.20075858],True,[ 0.03416133 -0.08793074  0.87      ],False,False
2,[ 0.08418751 -0.1292683  -0.25729782  1.        ],[-0.07190366  0.07693458  1.19872732],True,[ 0.03416133 -0.08793074  0.87      ],False,False
3,[ 0.08313547 -0.12922412 -0.25766183  1.        ],[-0.06986424  0.07550387  1.19616996],True,[ 0.03416133 -0.08793074  0.87      ],False,False
4,[ 0.08226256 -0.12924274 -0.25793252  1.        ],[-0.06801916  0.07401106  1.19337246],True,[ 0.03416133 -0.08793074  0.87      ],False,False
5,[ 0.08156745 -0.12927302 -0.25813802  1.        ],[-0.06635138  0.07247615  1.19042563],True,[ 0.03416133 -0.08793074  0.87      ],False,False
6,[ 0.081023   -0.12930352 -0.25829416  1.        ],[-0.06485605  0.07090422  1.18734312],True,[ 0.03416133 -0.08793074  0.87      ],False,False
7,[ 0.08062678 -0.12933439 -0.25840267  1.        ],[-0.063514    0.06930142  1.18414071],True,[ 0.03416133 -0.08793074  0.87      ],False,False
8,[ 0.08036504 -0.12936705 -0.25846785  1.        ],[-0.06230079  0.06767406  1.1808376 ],True,[ 0.03416133 -0.08793074  0.87      ],False,False
9,[ 0.08021883 -0.12940244 -0.25849555  1.        ],[-0.06119158  0.06602776  1.17745309],True,[ 0.03416133 -0.08793074  0.87      ],False,False
10,[ 0.08016819 -0.12944099 -0.25849195  1.        ],[-0.06016275  0.06436737  1.17400543],True,[ 0.03416133 -0.08793074  0.87      ],False,False
11,[ 0.08019363 -0.12948272 -0.25846316  1.        ],[-0.05919297  0.06269689  1.17051115],True,[ 0.03416133 -0.08793074  0.87      ],False,False
12,[ 0.08027702 -0.12952738 -0.25841489  1.        ],[-0.0582637   0.06101955  1.16698459],True,[ 0.03416133 -0.08793074  0.87      ],False,False
13,[ 0.08040222 -0.12957457 -0.25835231  1.        ],[-0.05735941  0.05933787  1.16343776],True,[ 0.03416133 -0.08793074  0.87      ],False,False
14,[ 0.0805553  -0.12962381 -0.25827991  1.        ],[-0.05646757  0.05765374  1.15988032],True,[ 0.03416133 -0.08793074  0.87      ],False,False
15,[ 0.08072475 -0.12967464 -0.25820148  1.        ],[-0.0555785   0.05596855  1.15631972],True,[ 0.03416133 -0.08793074  0.87      ],False,False
16,[ 0.08090135 -0.12972664 -0.25812007  1.        ],[-0.05468506  0.05428323  1.15276141],True,[ 0.03416133 -0.08793074  0.87      ],False,False
17,[ 0.08107807 -0.12977944 -0.25803807  1.        ],[-0.05378232  0.05259837  1.14920916],True,[ 0.03416133 -0.08793074  0.87      ],False,False
18,[ 0.08124983 -0.12983276 -0.25795721  1.        ],[-0.05286722  0.05091429  1.1456653 ],True,[ 0.03416133 -0.08793074  0.87      ],False,False
19,[ 0.08141324 -0.12988639 -0.25787867  1.        ],[-0.05193816  0.04923112  1.14213101],True,[ 0.03416133 -0.08793074  0.87      ],False,False
20,[ 0.08156631 -0.12994022 -0.25780317  1.        ],[-0.05099471  0.04754884  1.13860663],True,[ 0.03416133 -0.08793074  0.87      ],False,False
21,[ 0.08170817 -0.12999416 -0.25773105  1.        ],[-0.05003724  0.04586734  1.13509187],True,[ 0.03416133 -0.08793074  0.87      ],False,False
22,[ 0.08183879 -0.13004821 -0.25766233  1.        ],[-0.0490667   0.04418646  1.13158604],True,[ 0.03416133 -0.08793074  0.87      ],False,False
23,[ 0.08195879 -0.1301024  -0.25759682  1.        ],[-0.04808437  0.04250602  1.12808819],True,[ 0.03416133 -0.08793074  0.87      ],False,False
24,[ 0.08206916 -0.13015678 -0.2575342   1.        ],[-0.047102    0.04082464  1.12458934],True,[ 0.03416133 -0.08793074  0.87      ],False,False
