step,action,eef_pos,good,drop_pos,success,failure
0,[-0.01386673 -0.29912527 -0.01821497  1.        ],[-0.00178656  0.13698292  0.87442342],True,[-0.00993599 -0.07741397  0.87      ],False,False
1,[-0.01139265 -0.29971982 -0.0061838   1.        ],[-0.0035854   0.13889457  0.87195241],True,[-0.00993599 -0.07741397  0.87      ],False,False
2,[-0.00880353 -0.29985859 -0.00270654  1.        ],[-0.00590626  0.13977305  0.87084835],True,[-0.00993599 -0.07741397  0.87      ],False,False
3,[-0.00556526 -0.29994609 -0.00117162  1.        ],[-0.00837164  0.13974205  0.86993899],True,[-0.00993599 -0.07741397  0.87      ],False,False
4,[0.  0.  0.3 1. ],[-0.01085526  0.14045991  0.87082536],True,[-0.00993599 -0.07741397  0.87      ],False,False
5,[ 0.00126575 -0.29999518 -0.00113646  1.        ],[-0.01326387  0.1400403   0.87148431],True,[-0.00993599 -0.07741397  0.87      ],False,False
6,[ 0.00459049 -0.29995789 -0.00204746  1.        ],[-0.01529772  0.13816006  0.87094818],True,[-0.00993599 -0.07741397  0.87      ],False,False
7,[ 0.00745918 -0.29990435 -0.0013191   1.        ],[-0.01702544  0.1357424   0.87024371],True,[-0.00993599 -0.07741397  0.87      ],False,False
8,[ 9.97229298e-03 -2.99834014e-01 -3.42814226e-04  1.00000000e+00],[-0.01848995  0.13294717  0.86957108],True,[-0.00993599 -0.07741397  0.87      ],False,False
9,[0.  0.  0.3 1. ],[-0.01985294  0.13140823  0.87075159],True,[-0.00993599 -0.07741397  0.87      ],False,False
10,[ 0.01423085 -0.29966034 -0.00107853  1.        ],[-0.02103634  0.12919548  0.87177984],True,[-0.00993599 -0.07741397  0.87      ],False,False
11,[ 0.01609406 -0.29955688 -0.00258053  1.        ],[-0.02177421  0.12595714  0.87166173],True,[-0.00993599 -0.07741397  0.87      ],False,False
12,[ 0.01743288 -0.29948307 -0.00244705  1.        ],[-0.02221931  0.12250451  0.87139586],True,[-0.00993599 -0.07741397  0.87      ],False,False
13,[ 0.01839735 -0.29942807 -0.00209065  1.        ],[-0.02246345  0.11892432  0.87115697],True,[-0.00993599 -0.07741397  0.87      ],False,False
14,[ 0.01910247 -0.29938601 -0.0017642   1.        ],[-0.02255335  0.11524414  0.87097047],True,[-0.00993599 -0.07741397  0.87      ],False,False
15,[ 0.01960503 -0.29935492 -0.00150794  1.        ],[-0.02252175  0.11148462  0.87083248],True,[-0.00993599 -0.07741397  0.87      ],False,False
16,[ 0.01994371 -0.29933344 -0.00131917  1.        ],[-0.0223961   0.10766405  0.87073377],True,[-0.00993599 -0.07741397  0.87      ],False,False
17,[ 0.02015129 -0.29932009 -0.0011867   1.        ],[-0.02220025  0.10379859  0.87066493],True,[-0.00993599 -0.07741397  0.87      ],False,False
18,[ 0.02025718 -0.29931328 -0.00109829  1.        ],[-0.0219547   0.09990223  0.87061756],True,[-0.00993599 -0.07741397  0.87      ],False,False
19,[ 0.02028769 -0.29931141 -0.00104246  1.        ],[-0.02167653  0.09598675  0.87058455],True,[-0.00993599 -0.07741397  0.87      ],False,False
20,[ 0.02026575 -0.29931302 -0.00100901  1.        ],[-0.02137955  0.09206172  0.87056009],True,[-0.00993599 -0.07741397  0.87      ],False,False
21,[ 2.02108586e-02 -2.99316793e-01 -9.89192282e-04  1.00000000e+00],[-0.02107445  0.08813465  0.87053966],True,[-0.00993599 -0.07741397  0.87      ],False,False
22,[ 2.01389950e-02 -2.99321681e-01 -9.75728620e-04  1.00000000e+00],[-0.02076913  0.08421113  0.87051987],True,[-0.00993599 -0.07741397  0.87      ],False,False
23,[ 2.00627697e-02 -2.99326842e-01 -9.62796665e-04  1.00000000e+00],[-0.020469    0.08029505  0.87049839],True,[-0.00993599 -0.07741397  0.87      ],False,False
24,[ 1.99916387e-02 -2.99331655e-01 -9.45940565e-04  1.00000000e+00],[-0.02017744  0.07638885  0.87047371],True,[-0.00993599 -0.07741397  0.87      ],False,False
25,[ 1.99322177e-02 -2.99335692e-01 -9.21946731e-04  1.00000000e+00],[-0.01989616  0.07249376  0.87044505],True,[-0.00993599 -0.07741397  0.87      ],False,False
26,[ 1.98886510e-02 -2.99338691e-01 -8.88692784e-04  1.00000000e+00],[-0.01962555  0.06861004  0.8704122 ],True,[-0.00993599 -0.07741397  0.87      ],False,False
27,[ 1.98630099e-02 -2.99340520e-01 -8.44981250e-04  1.00000000e+00],[-0.01936507  0.06473724  0.87037533],True,[-0.00993599 -0.07741397  0.87      ],False,False
28,[ 1.98556976e-02 -2.99341154e-01 -7.90368031e-04  1.00000000e+00],[-0.01911354  0.06087435  0.87033493],True,[-0.00993599 -0.07741397  0.87      ],False,False
29,[ 1.98658382e-02 -2.99340647e-01 -7.24994522e-04  1.00000000e+00],[-0.01886938  0.05702005  0.87029166],True,[-0.00993599 -0.07741397  0.87      ],False,False
30,[ 1.98916317e-02 -2.99339107e-01 -6.49432465e-04  1.00000000e+00],[-0.01863083  0.05317281  0.87024628],True,[-0.00993599 -0.07741397  0.87      ],False,False
31,[ 1.99306719e-02 -2.99336683e-01 -5.64542275e-04  1.00000000e+00],[-0.0183961   0.04933102  0.87019958],True,[-0.00993599 -0.07741397  0.87      ],False,False
32,[ 1.99802182e-02 -2.99333541e-01 -4.71349568e-04  1.00000000e+00],[-0.01816351  0.04549312  0.87015231],True,[-0.00993599 -0.07741397  0.87      ],False,False
33,[ 2.00374165e-02 -2.99329859e-01 -3.70942478e-04  1.00000000e+00],[-0.01793147  0.04165763  0.87010574],True,[-0.00993599 -0.07741397  0.87      ],False,False
34,[ 2.00992731e-02 -2.99325823e-01 -2.65824698e-04  1.00000000e+00],[-0.01769804  0.03782331  0.87006749],True,[-0.00993599 -0.07741397  0.87      ],False,False
35,[ 2.01614321e-02 -2.99321710e-01 -1.75295355e-04  1.00000000e+00],[-0.01746191  0.03398916  0.87004095],True,[-0.00993599 -0.07741397  0.87      ],False,False
36,[ 2.02206234e-02 -2.99317748e-01 -1.10018495e-04  1.00000000e+00],[-0.01722208  0.03015418  0.87002238],True,[-0.00993599 -0.07741397  0.87      ],False,False
37,[ 2.02739219e-02 -2.99314156e-01 -6.22866828e-05  1.00000000e+00],[-0.01698787  0.02631686  0.8700058 ],True,[-0.00993599 -0.07741397  0.87      ],False,False
38,[ 2.03477657e-02 -2.99309151e-01 -1.67431463e-05  1.00000000e+00],[-0.01678208  0.02247514  0.86998666],True,[-0.00993599 -0.07741397  0.87      ],False,False
