step,action,eef_pos,good,drop_pos,success,failure
0,[0.  0.  0.3 1. ],[0.16185775 0.04630642 0.87471685],False,[0.01390404 0.1493018  0.87      ],False,False
1,[ 0  0  0 -1],[0.16729269 0.04602681 0.88033181],False,[0.01390404 0.1493018  0.87      ],False,True
2,[ 0  0  0 -1],[0.17181777 0.04568823 0.88359788],False,[0.01390404 0.1493018  0.87      ],False,True
3,[ 0  0  0 -1],[0.17565284 0.04543001 0.88602031],False,[0.01390404 0.1493018  0.87      ],False,True
4,[ 0  0  0 -1],[0.17886605 0.04528112 0.88795916],False,[0.01390404 0.1493018  0.87      ],False,True
5,[ 0  0  0 -1],[0.18149424 0.04521679 0.88951723],False,[0.01390404 0.1493018  0.87      ],False,True
6,[ 0  0  0 -1],[0.18357084 0.04521911 0.89073904],False,[0.01390404 0.1493018  0.87      ],False,True
7,[ 0  0  0 -1],[0.1851661  0.04525294 0.89171064],False,[0.01390404 0.1493018  0.87      ],False,True
8,[ 0  0  0 -1],[0.1863522  0.04528306 0.89244638],False,[0.01390404 0.1493018  0.87      ],False,True
9,[ 0  0  0 -1],[0.18721066 0.04530046 0.89297499],False,[0.01390404 0.1493018  0.87      ],False,True
10,[ 0  0  0 -1],[0.1877968  0.04530531 0.89333433],False,[0.01390404 0.1493018  0.87      ],False,True
11,[ 0  0  0 -1],[0.18816047 0.04529915 0.8935561 ],False,[0.01390404 0.1493018  0.87      ],False,True
12,[ 0  0  0 -1],[0.18835214 0.04528404 0.89367077],False,[0.01390404 0.1493018  0.87      ],False,True
13,[ 0  0  0 -1],[0.18841672 0.04526215 0.8937055 ],False,[0.01390404 0.1493018  0.87      ],False,True
14,[ 0  0  0 -1],[0.18839284 0.04523562 0.89368399],False,[0.01390404 0.1493018  0.87      ],False,True
15,[ 0  0  0 -1],[0.18831276 0.04520639 0.89362633],False,[0.01390404 0.1493018  0.87      ],False,True
16,[ 0  0  0 -1],[0.18820261 0.04517617 0.89354903],False,[0.01390404 0.1493018  0.87      ],False,True
17,[ 0  0  0 -1],[0.18808279 0.04514636 0.89346509],False,[0.01390404 0.1493018  0.87      ],False,True
18,[ 0  0  0 -1],[0.18796852 0.04511804 0.89338434],False,[0.01390404 0.1493018  0.87      ],False,True
19,[ 0  0  0 -1],[0.18787053 0.045092   0.89331374],False,[0.01390404 0.1493018  0.87      ],False,True
20,[ 0  0  0 -1],[0.18779573 0.04506959 0.89325784],False,[0.01390404 0.1493018  0.87      ],False,True
21,[ 0  0  0 -1],[0.18774794 0.04505144 0.89321917],False,[0.01390404 0.1493018  0.87      ],False,True
22,[ 0  0  0 -1],[0.1877315  0.04503764 0.89320455],False,[0.01390404 0.1493018  0.87      ],False,True
23,[ 0  0  0 -1],[0.18773068 0.04502712 0.89320317],False,[0.01390404 0.1493018  0.87      ],False,True
24,[ 0  0  0 -1],[0.18773007 0.04501804 0.89320207],False,[0.01390404 0.1493018  0.87      ],False,True
25,[ 0  0  0 -1],[0.18772941 0.04501005 0.893201  ],False,[0.01390404 0.1493018  0.87      ],False,True
26,[ 0  0  0 -1],[0.18772871 0.04500299 0.89319996],False,[0.01390404 0.1493018  0.87      ],False,True
27,[ 0  0  0 -1],[0.18772797 0.04499677 0.89319895],False,[0.01390404 0.1493018  0.87      ],False,True
28,[ 0  0  0 -1],[0.18772721 0.04499129 0.89319797],False,[0.01390404 0.1493018  0.87      ],False,True
29,[ 0  0  0 -1],[0.18772643 0.04498645 0.89319701],False,[0.01390404 0.1493018  0.87      ],False,True
30,[ 0  0  0 -1],[0.18772562 0.0449822  0.89319608],False,[0.01390404 0.1493018  0.87      ],False,True
31,[ 0  0  0 -1],[0.1877248  0.04497846 0.89319517],False,[0.01390404 0.1493018  0.87      ],False,True
32,[ 0  0  0 -1],[0.18772397 0.04497518 0.89319427],False,[0.01390404 0.1493018  0.87      ],False,True
33,[ 0  0  0 -1],[0.18772312 0.0449723  0.8931934 ],False,[0.01390404 0.1493018  0.87      ],False,True
34,[ 0  0  0 -1],[0.18772227 0.04496979 0.89319254],False,[0.01390404 0.1493018  0.87      ],False,True
35,[ 0  0  0 -1],[0.18772141 0.04496759 0.8931917 ],False,[0.01390404 0.1493018  0.87      ],False,True
