step,action,eef_pos,good,drop_pos,success,failure
0,[ 0.13922623 -0.08991327  0.3         1.        ],[ 0.17481689 -0.13283676  1.06787304],False,[ 0.05921066 -0.11567494  0.87      ],False,False
1,[ 0.10859166 -0.14002002  0.3         1.        ],[ 0.18024751 -0.13424645  1.07336941],False,[ 0.05921066 -0.11567494  0.87      ],False,False
2,[ 0  0  0 -1],[ 0.18450841 -0.13530201  1.07793741],False,[ 0.05921066 -0.11567494  0.87      ],False,True
3,[ 0  0  0 -1],[ 0.18812221 -0.13597425  1.08100866],False,[ 0.05921066 -0.11567494  0.87      ],False,True
4,[ 0  0  0 -1],[ 0.19133444 -0.13662881  1.08353786],False,[ 0.05921066 -0.11567494  0.87      ],False,True
5,[ 0  0  0 -1],[ 0.19414356 -0.1372716   1.08569699],False,[ 0.05921066 -0.11567494  0.87      ],False,True
6,[ 0  0  0 -1],[ 0.19655343 -0.13786932  1.0875312 ],False,[ 0.05921066 -0.11567494  0.87      ],False,True
7,[ 0  0  0 -1],[ 0.19857398 -0.13840089  1.08906062],False,[ 0.05921066 -0.11567494  0.87      ],False,True
8,[ 0  0  0 -1],[ 0.20023851 -0.13886265  1.09035438],False,[ 0.05921066 -0.11567494  0.87      ],False,True
9,[ 0  0  0 -1],[ 0.20155542 -0.13924855  1.09142933],False,[ 0.05921066 -0.11567494  0.87      ],False,True
10,[ 0  0  0 -1],[ 0.20257557 -0.13956743  1.09228001],False,[ 0.05921066 -0.11567494  0.87      ],False,True
11,[ 0  0  0 -1],[ 0.20334888 -0.13982806  1.09291999],False,[ 0.05921066 -0.11567494  0.87      ],False,True
12,[ 0  0  0 -1],[ 0.20392575 -0.14003943  1.09340191],False,[ 0.05921066 -0.11567494  0.87      ],False,True
13,[ 0  0  0 -1],[ 0.20432956 -0.14020845  1.09374521],False,[ 0.05921066 -0.11567494  0.87      ],False,True
14,[ 0  0  0 -1],[ 0.204591   -0.14034263  1.09397363],False,[ 0.05921066 -0.11567494  0.87      ],False,True
15,[ 0  0  0 -1],[ 0.20473932 -0.14044884  1.09410997],False,[ 0.05921066 -0.11567494  0.87      ],False,True
16,[ 0  0  0 -1],[ 0.20480086 -0.14053316  1.09417503],False,[ 0.05921066 -0.11567494  0.87      ],False,True
17,[ 0  0  0 -1],[ 0.2047988  -0.14060087  1.09418737],False,[ 0.05921066 -0.11567494  0.87      ],False,True
18,[ 0  0  0 -1],[ 0.20475307 -0.14065647  1.09416312],False,[ 0.05921066 -0.11567494  0.87      ],False,True
19,[ 0  0  0 -1],[ 0.20468043 -0.14070373  1.09411601],False,[ 0.05921066 -0.11567494  0.87      ],False,True
20,[ 0  0  0 -1],[ 0.2045946  -0.14074572  1.09405736],False,[ 0.05921066 -0.11567494  0.87      ],False,True
21,[ 0  0  0 -1],[ 0.20450648 -0.14078487  1.09399622],False,[ 0.05921066 -0.11567494  0.87      ],False,True
22,[ 0  0  0 -1],[ 0.20442445 -0.14082307  1.09393958],False,[ 0.05921066 -0.11567494  0.87      ],False,True
23,[ 0  0  0 -1],[ 0.2043546  -0.14086172  1.09389256],False,[ 0.05921066 -0.11567494  0.87      ],False,True
24,[ 0  0  0 -1],[ 0.2043011  -0.1409018   1.09385868],False,[ 0.05921066 -0.11567494  0.87      ],False,True
25,[ 0  0  0 -1],[ 0.20426686 -0.14094403  1.09384004],False,[ 0.05921066 -0.11567494  0.87      ],False,True
26,[ 0  0  0 -1],[ 0.20425412 -0.1409897   1.09383567],False,[ 0.05921066 -0.11567494  0.87      ],False,True
27,[ 0  0  0 -1],[ 0.20424374 -0.14103478  1.09383337],False,[ 0.05921066 -0.11567494  0.87      ],False,True
28,[ 0  0  0 -1],[ 0.20423381 -0.14107812  1.09383136],False,[ 0.05921066 -0.11567494  0.87      ],False,True
29,[ 0  0  0 -1],[ 0.20422435 -0.14111952  1.09382956],False,[ 0.05921066 -0.11567494  0.87      ],False,True
30,[ 0  0  0 -1],[ 0.20421536 -0.14115896  1.09382794],False,[ 0.05921066 -0.11567494  0.87      ],False,True
31,[ 0  0  0 -1],[ 0.20420681 -0.14119648  1.09382648],False,[ 0.05921066 -0.11567494  0.87      ],False,True
32,[ 0  0  0 -1],[ 0.20419868 -0.14123213  1.09382514],False,[ 0.05921066 -0.11567494  0.87      ],False,True
33,[ 0  0  0 -1],[ 0.20419097 -0.14126599  1.09382391],False,[ 0.05921066 -0.11567494  0.87      ],False,True
34,[ 0  0  0 -1],[ 0.20418363 -0.14129816  1.09382278],False,[ 0.05921066 -0.11567494  0.87      ],False,True
35,[ 0  0  0 -1],[ 0.20417666 -0.14132872  1.09382172],False,[ 0.05921066 -0.11567494  0.87      ],False,True
36,[ 0  0  0 -1],[ 0.20417002 -0.14135776  1.09382074],False,[ 0.05921066 -0.11567494  0.87      ],False,True
