step,action,eef_pos,good,drop_pos,success,failure
0,[ 0  0  0 -1],[-0.08108595 -0.28132785  1.05898405],False,[-0.07568013 -0.11891346  0.87      ],False,True
1,[ 0  0  0 -1],[-0.08075742 -0.28502822  1.05941702],False,[-0.07568013 -0.11891346  0.87      ],False,True
2,[ 0  0  0 -1],[-0.08020001 -0.28782259  1.0600345 ],False,[-0.07568013 -0.11891346  0.87      ],False,True
3,[ 0  0  0 -1],[-0.07950827 -0.28996021  1.06071711],False,[-0.07568013 -0.11891346  0.87      ],False,True
4,[ 0  0  0 -1],[-0.07876516 -0.29153221  1.06138526],False,[-0.07568013 -0.11891346  0.87      ],False,True
5,[ 0  0  0 -1],[-0.07806909 -0.29266254  1.06197696],False,[-0.07568013 -0.11891346  0.87      ],False,True
6,[ 0  0  0 -1],[-0.07747148 -0.29346931  1.06249012],False,[-0.07568013 -0.11891346  0.87      ],False,True
7,[ 0  0  0 -1],[-0.07699761 -0.29400644  1.06291118],False,[-0.07568013 -0.11891346  0.87      ],False,True
8,[ 0  0  0 -1],[-0.07663812 -0.29435058  1.06322144],False,[-0.07568013 -0.11891346  0.87      ],False,True
9,[ 0  0  0 -1],[-0.07635945 -0.29457053  1.06345305],False,[-0.07568013 -0.11891346  0.87      ],False,True
10,[ 0  0  0 -1],[-0.07615896 -0.29470384  1.06361622],False,[-0.07568013 -0.11891346  0.87      ],False,True
11,[ 0  0  0 -1],[-0.07602817 -0.29477987  1.06372157],False,[-0.07568013 -0.11891346  0.87      ],False,True
12,[ 0  0  0 -1],[-0.07595228 -0.29482232  1.06378269],False,[-0.07568013 -0.11891346  0.87      ],False,True
13,[ 0  0  0 -1],[-0.07591648 -0.29484842  1.06381234],False,[-0.07568013 -0.11891346  0.87      ],False,True
14,[ 0  0  0 -1],[-0.07590741 -0.29487019  1.06382168],False,[-0.07568013 -0.11891346  0.87      ],False,True
15,[ 0  0  0 -1],[-0.07591381 -0.29489566  1.06381994],False,[-0.07568013 -0.11891346  0.87      ],False,True
16,[ 0  0  0 -1],[-0.07592668 -0.29492978  1.06381434],False,[-0.07568013 -0.11891346  0.87      ],False,True
17,[ 0  0  0 -1],[-0.07593751 -0.29497298  1.06381066],False,[-0.07568013 -0.11891346  0.87      ],False,True
18,[ 0  0  0 -1],[-0.07594105 -0.29502237  1.0638126 ],False,[-0.07568013 -0.11891346  0.87      ],False,True
19,[ 0  0  0 -1],[-0.07595226 -0.29506624  1.06381257],False,[-0.07568013 -0.11891346  0.87      ],False,True
20,[ 0  0  0 -1],[-0.07596929 -0.29510545  1.06381034],False,[-0.07568013 -0.11891346  0.87      ],False,True
21,[ 0  0  0 -1],[-0.07598762 -0.29514202  1.06380777],False,[-0.07568013 -0.11891346  0.87      ],False,True
22,[ 0  0  0 -1],[-0.07600594 -0.29517637  1.06380531],False,[-0.07568013 -0.11891346  0.87      ],False,True
23,[ 0  0  0 -1],[-0.07602386 -0.29520868  1.06380306],False,[-0.07568013 -0.11891346  0.87      ],False,True
24,[ 0  0  0 -1],[-0.07604124 -0.29523911  1.06380108],False,[-0.07568013 -0.11891346  0.87      ],False,True
25,[ 0  0  0 -1],[-0.07605801 -0.29526778  1.06379934],False,[-0.07568013 -0.11891346  0.87      ],False,True
26,[ 0  0  0 -1],[-0.07607414 -0.29529483  1.06379786],False,[-0.07568013 -0.11891346  0.87      ],False,True
27,[ 0  0  0 -1],[-0.07608961 -0.29532035  1.06379662],False,[-0.07568013 -0.11891346  0.87      ],False,True
28,[ 0  0  0 -1],[-0.07610443 -0.29534447  1.06379561],False,[-0.07568013 -0.11891346  0.87      ],False,True
29,[ 0  0  0 -1],[-0.0761186  -0.29536726  1.0637948 ],False,[-0.07568013 -0.11891346  0.87      ],False,True
30,[ 0  0  0 -1],[-0.07613213 -0.29538881  1.06379419],False,[-0.07568013 -0.11891346  0.87      ],False,True
31,[ 0  0  0 -1],[-0.07614502 -0.2954092   1.06379376],False,[-0.07568013 -0.11891346  0.87      ],False,True
32,[ 0  0  0 -1],[-0.07615724 -0.29542852  1.06379351],False,[-0.07568013 -0.11891346  0.87      ],False,True
33,[ 0  0  0 -1],[-0.07616873 -0.29544691  1.06379348],False,[-0.07568013 -0.11891346  0.87      ],False,True
34,[ 0  0  0 -1],[-0.07617949 -0.29546441  1.06379364],False,[-0.07568013 -0.11891346  0.87      ],False,True
35,[ 0  0  0 -1],[-0.07618957 -0.29548106  1.06379396],False,[-0.07568013 -0.11891346  0.87      ],False,True
