step,action,eef_pos,good,drop_pos,success,failure
0,[0.18958099 0.3        0.07618535 1.        ],[0.04006861 0.09012868 0.90736303],False,[-0.13382722 -0.03990316  0.87      ],False,False
1,[0.11494413 0.3        0.05528097 1.        ],[0.04323828 0.09791359 0.90661979],False,[-0.13382722 -0.03990316  0.87      ],False,False
2,[0.1673047  0.3        0.05606076 1.        ],[0.04602752 0.10520766 0.9076154 ],False,[-0.13382722 -0.03990316  0.87      ],False,False
3,[0.19689443 0.3        0.05840879 1.        ],[0.04889746 0.11188122 0.9088028 ],False,[-0.13382722 -0.03990316  0.87      ],False,False
4,[0.0944824  0.3        0.05137804 1.        ],[0.0512279  0.11789071 0.90992343],False,[-0.13382722 -0.03990316  0.87      ],False,False
5,[0.3        0.13668655 0.05411936 1.        ],[0.05418304 0.12242647 0.91093725],False,[-0.13382722 -0.03990316  0.87      ],False,False
6,[0.20099486 0.3        0.05951376 1.        ],[0.05720325 0.12665241 0.91174493],False,[-0.13382722 -0.03990316  0.87      ],False,False
7,[0.3        0.22331322 0.06160042 1.        ],[0.06040744 0.13053371 0.9124997 ],False,[-0.13382722 -0.03990316  0.87      ],False,False
8,[0.3        0.17781215 0.05735531 1.        ],[0.06388256 0.13361181 0.91309761],False,[-0.13382722 -0.03990316  0.87      ],False,False
9,[0.3        0.19664375 0.05876888 1.        ],[0.06738346 0.13634183 0.91362345],False,[-0.13382722 -0.03990316  0.87      ],False,False
10,[0.3        0.19001153 0.05791435 1.        ],[0.07090119 0.13889148 0.91412593],False,[-0.13382722 -0.03990316  0.87      ],False,False
11,[0.3        0.13795993 0.05360505 1.        ],[0.07443994 0.14103005 0.91459965],False,[-0.13382722 -0.03990316  0.87      ],False,False
12,[0.23476201 0.3        0.06158263 1.        ],[0.07766705 0.14375791 0.91513714],False,[-0.13382722 -0.03990316  0.87      ],False,False
13,[0.3        0.20767732 0.05879553 1.        ],[0.08102636 0.14652852 0.91572911],False,[-0.13382722 -0.03990316  0.87      ],False,False
14,[0.03369888 0.3        0.0485302  1.        ],[0.08323242 0.14954864 0.91636759],False,[-0.13382722 -0.03990316  0.87      ],False,False
15,[0.19395352 0.3        0.0574928  1.        ],[0.08538026 0.15295782 0.91722917],False,[-0.13382722 -0.03990316  0.87      ],False,False
16,[0.3        0.07598376 0.05006023 1.        ],[0.08845516 0.15525112 0.91790068],False,[-0.13382722 -0.03990316  0.87      ],False,False
17,[0.3        0.20761227 0.05908057 1.        ],[0.09188575 0.15741092 0.91840577],False,[-0.13382722 -0.03990316  0.87      ],False,False
18,[0.3        0.15325694 0.05439286 1.        ],[0.09534848 0.15962283 0.91884332],False,[-0.13382722 -0.03990316  0.87      ],False,False
19,[0.12223768 0.3        0.05207191 1.        ],[0.09793262 0.16244116 0.91934969],False,[-0.13382722 -0.03990316  0.87      ],False,False
20,[0.07857299 0.3        0.0497438  1.        ],[0.09972011 0.16583222 0.92008216],False,[-0.13382722 -0.03990316  0.87      ],False,False
21,[0.06528394 0.3        0.04940303 1.        ],[0.10120131 0.16937    0.92092904],False,[-0.13382722 -0.03990316  0.87      ],False,False
22,[0.19986972 0.3        0.05833896 1.        ],[0.103217   0.17298362 0.92175046],False,[-0.13382722 -0.03990316  0.87      ],False,False
