step,action,eef_pos,good,drop_pos,success,failure
0,[-0.05077868 -0.19504436  0.3         1.        ],[-0.09536933 -0.26097643  1.1273668 ],False,[ 0.03891525 -0.144913    0.87      ],False,False
1,[-0.03694081 -0.20356809  0.3         1.        ],[-0.09543315 -0.26648208  1.13151609],False,[ 0.03891525 -0.144913    0.87      ],False,False
2,[-0.20776797  0.00581461  0.3         1.        ],[-0.09613005 -0.27011446  1.13636579],False,[ 0.03891525 -0.144913    0.87      ],False,False
3,[-0.19619384 -0.0672732   0.3         1.        ],[-0.09725591 -0.27289066  1.14165119],False,[ 0.03891525 -0.144913    0.87      ],False,False
4,[-0.12207837 -0.16639274  0.3         1.        ],[-0.09813114 -0.27586511  1.14681841],False,[ 0.03891525 -0.144913    0.87      ],False,False
5,[ 0  0  0 -1],[-0.09817214 -0.27776919  1.14979108],False,[ 0.03891525 -0.144913    0.87      ],False,True
6,[ 0  0  0 -1],[-0.09765352 -0.27851764  1.15082865],False,[ 0.03891525 -0.144913    0.87      ],False,True
7,[ 0  0  0 -1],[-0.09718907 -0.27891796  1.15133626],False,[ 0.03891525 -0.144913    0.87      ],False,True
8,[ 0  0  0 -1],[-0.09684686 -0.27917256  1.15163837],False,[ 0.03891525 -0.144913    0.87      ],False,True
9,[ 0  0  0 -1],[-0.09661639 -0.27934173  1.15182292],False,[ 0.03891525 -0.144913    0.87      ],False,True
10,[ 0  0  0 -1],[-0.09648342 -0.27944692  1.15191673],False,[ 0.03891525 -0.144913    0.87      ],False,True
11,[ 0  0  0 -1],[-0.09640002 -0.27951541  1.15198231],False,[ 0.03891525 -0.144913    0.87      ],False,True
12,[ 0  0  0 -1],[-0.09635917 -0.27955407  1.15201958],False,[ 0.03891525 -0.144913    0.87      ],False,True
13,[ 0  0  0 -1],[-0.09635018 -0.27957267  1.15203011],False,[ 0.03891525 -0.144913    0.87      ],False,True
14,[ 0  0  0 -1],[-0.0963588  -0.27958153  1.15202531],False,[ 0.03891525 -0.144913    0.87      ],False,True
15,[ 0  0  0 -1],[-0.0963737  -0.27958845  1.15201521],False,[ 0.03891525 -0.144913    0.87      ],False,True
16,[ 0  0  0 -1],[-0.0963865  -0.27959906  1.15200732],False,[ 0.03891525 -0.144913    0.87      ],False,True
17,[ 0  0  0 -1],[-0.09639144 -0.27961714  1.15200689],False,[ 0.03891525 -0.144913    0.87      ],False,True
18,[ 0  0  0 -1],[-0.09638618 -0.27964334  1.15201577],False,[ 0.03891525 -0.144913    0.87      ],False,True
19,[ 0  0  0 -1],[-0.09638686 -0.27966336  1.15202112],False,[ 0.03891525 -0.144913    0.87      ],False,True
20,[ 0  0  0 -1],[-0.096392   -0.27967833  1.15202376],False,[ 0.03891525 -0.144913    0.87      ],False,True
21,[ 0  0  0 -1],[-0.0963977  -0.27969117  1.1520257 ],False,[ 0.03891525 -0.144913    0.87      ],False,True
22,[ 0  0  0 -1],[-0.09640315 -0.27970273  1.15202749],False,[ 0.03891525 -0.144913    0.87      ],False,True
23,[ 0  0  0 -1],[-0.09640814 -0.27971337  1.15202919],False,[ 0.03891525 -0.144913    0.87      ],False,True
24,[ 0  0  0 -1],[-0.09641271 -0.2797232   1.15203077],False,[ 0.03891525 -0.144913    0.87      ],False,True
25,[ 0  0  0 -1],[-0.09641683 -0.27973236  1.15203232],False,[ 0.03891525 -0.144913    0.87      ],False,True
26,[ 0  0  0 -1],[-0.09642055 -0.27974091  1.15203386],False,[ 0.03891525 -0.144913    0.87      ],False,True
27,[ 0  0  0 -1],[-0.09642389 -0.27974891  1.15203538],False,[ 0.03891525 -0.144913    0.87      ],False,True
28,[ 0  0  0 -1],[-0.09642688 -0.27975639  1.15203689],False,[ 0.03891525 -0.144913    0.87      ],False,True
29,[ 0  0  0 -1],[-0.09642956 -0.27976338  1.15203838],False,[ 0.03891525 -0.144913    0.87      ],False,True
30,[ 0  0  0 -1],[-0.09643194 -0.27976994  1.15203985],False,[ 0.03891525 -0.144913    0.87      ],False,True
31,[ 0  0  0 -1],[-0.09643405 -0.27977607  1.1520413 ],False,[ 0.03891525 -0.144913    0.87      ],False,True
32,[ 0  0  0 -1],[-0.09643591 -0.27978183  1.15204274],False,[ 0.03891525 -0.144913    0.87      ],False,True
33,[ 0  0  0 -1],[-0.09643754 -0.27978723  1.15204416],False,[ 0.03891525 -0.144913    0.87      ],False,True
34,[ 0  0  0 -1],[-0.09643895 -0.27979229  1.15204557],False,[ 0.03891525 -0.144913    0.87      ],False,True
35,[ 0  0  0 -1],[-0.09644017 -0.27979705  1.15204696],False,[ 0.03891525 -0.144913    0.87      ],False,True
36,[ 0  0  0 -1],[-0.0964412  -0.27980152  1.15204833],False,[ 0.03891525 -0.144913    0.87      ],False,True
37,[ 0  0  0 -1],[-0.09644207 -0.27980572  1.15204969],False,[ 0.03891525 -0.144913    0.87      ],False,True
38,[ 0  0  0 -1],[-0.09644278 -0.27980968  1.15205103],False,[ 0.03891525 -0.144913    0.87      ],False,True
39,[ 0  0  0 -1],[-0.09644335 -0.2798134   1.15205236],False,[ 0.03891525 -0.144913    0.87      ],False,True
