step,action,eef_pos,good,drop_pos,success,failure
0,[-0.24217713 -0.15221367  0.3         1.        ],[-0.11412284 -0.11678472  1.20428415],False,[0.08109676 0.12531216 0.87      ],False,False
1,[-0.2645728  -0.08888577  0.3         1.        ],[-0.11608239 -0.11825711  1.2108052 ],False,[0.08109676 0.12531216 0.87      ],False,False
2,[ 0  0  0 -1],[-0.11671716 -0.11906581  1.21429919],False,[0.08109676 0.12531216 0.87      ],False,True
3,[ 0  0  0 -1],[-0.11637818 -0.11936201  1.21537838],False,[0.08109676 0.12531216 0.87      ],False,True
4,[ 0  0  0 -1],[-0.1160453  -0.11951525  1.21580615],False,[0.08109676 0.12531216 0.87      ],False,True
5,[ 0  0  0 -1],[-0.11580848 -0.11961113  1.2160192 ],False,[0.08109676 0.12531216 0.87      ],False,True
6,[ 0  0  0 -1],[-0.11563861 -0.11968057  1.21615142],False,[0.08109676 0.12531216 0.87      ],False,True
7,[ 0  0  0 -1],[-0.11553062 -0.1197268   1.21622523],False,[0.08109676 0.12531216 0.87      ],False,True
8,[ 0  0  0 -1],[-0.11545223 -0.11975949  1.21629036],False,[0.08109676 0.12531216 0.87      ],False,True
9,[ 0  0  0 -1],[-0.11539912 -0.11978392  1.21634891],False,[0.08109676 0.12531216 0.87      ],False,True
10,[ 0  0  0 -1],[-0.11536846 -0.11980144  1.21639052],False,[0.08109676 0.12531216 0.87      ],False,True
11,[ 0  0  0 -1],[-0.11535076 -0.11981511  1.21642112],False,[0.08109676 0.12531216 0.87      ],False,True
12,[ 0  0  0 -1],[-0.11533855 -0.11982732  1.21644698],False,[0.08109676 0.12531216 0.87      ],False,True
13,[ 0  0  0 -1],[-0.11532644 -0.11983979  1.21647292],False,[0.08109676 0.12531216 0.87      ],False,True
14,[ 0  0  0 -1],[-0.11531076 -0.11985369  1.21650225],False,[0.08109676 0.12531216 0.87      ],False,True
15,[ 0  0  0 -1],[-0.11529676 -0.11986598  1.21652676],False,[0.08109676 0.12531216 0.87      ],False,True
16,[ 0  0  0 -1],[-0.11528865 -0.11987425  1.21654047],False,[0.08109676 0.12531216 0.87      ],False,True
17,[ 0  0  0 -1],[-0.11528311 -0.11988068  1.21654935],False,[0.08109676 0.12531216 0.87      ],False,True
18,[ 0  0  0 -1],[-0.1152791  -0.11988633  1.21655579],False,[0.08109676 0.12531216 0.87      ],False,True
19,[ 0  0  0 -1],[-0.11527619 -0.11989159  1.21656075],False,[0.08109676 0.12531216 0.87      ],False,True
20,[ 0  0  0 -1],[-0.11527411 -0.11989662  1.21656468],False,[0.08109676 0.12531216 0.87      ],False,True
21,[ 0  0  0 -1],[-0.11527268 -0.11990148  1.21656784],False,[0.08109676 0.12531216 0.87      ],False,True
22,[ 0  0  0 -1],[-0.11527174 -0.11990616  1.2165704 ],False,[0.08109676 0.12531216 0.87      ],False,True
23,[ 0  0  0 -1],[-0.11527119 -0.11991066  1.2165725 ],False,[0.08109676 0.12531216 0.87      ],False,True
24,[ 0  0  0 -1],[-0.11527086 -0.11991497  1.21657434],False,[0.08109676 0.12531216 0.87      ],False,True
25,[ 0  0  0 -1],[-0.11527041 -0.11991878  1.21657611],False,[0.08109676 0.12531216 0.87      ],False,True
26,[ 0  0  0 -1],[-0.11526985 -0.11992214  1.21657787],False,[0.08109676 0.12531216 0.87      ],False,True
27,[ 0  0  0 -1],[-0.11526921 -0.11992523  1.2165796 ],False,[0.08109676 0.12531216 0.87      ],False,True
28,[ 0  0  0 -1],[-0.11526853 -0.11992813  1.21658132],False,[0.08109676 0.12531216 0.87      ],False,True
29,[ 0  0  0 -1],[-0.11526781 -0.11993086  1.21658301],False,[0.08109676 0.12531216 0.87      ],False,True
30,[ 0  0  0 -1],[-0.11526708 -0.11993347  1.21658468],False,[0.08109676 0.12531216 0.87      ],False,True
31,[ 0  0  0 -1],[-0.11526633 -0.11993597  1.21658634],False,[0.08109676 0.12531216 0.87      ],False,True
32,[ 0  0  0 -1],[-0.11526556 -0.11993836  1.21658797],False,[0.08109676 0.12531216 0.87      ],False,True
33,[ 0  0  0 -1],[-0.11526478 -0.11994066  1.21658959],False,[0.08109676 0.12531216 0.87      ],False,True
34,[ 0  0  0 -1],[-0.11526399 -0.11994287  1.21659119],False,[0.08109676 0.12531216 0.87      ],False,True
35,[ 0  0  0 -1],[-0.11526319 -0.11994499  1.21659276],False,[0.08109676 0.12531216 0.87      ],False,True
36,[ 0  0  0 -1],[-0.11526238 -0.11994702  1.21659432],False,[0.08109676 0.12531216 0.87      ],False,True
