step,action,eef_pos,good,drop_pos,success,failure
0,[ 0  0  0 -1],[ 0.16369444 -0.08681236  1.21250361],False,[-0.01502636  0.03919481  0.87      ],False,True
1,[ 0  0  0 -1],[ 0.16826327 -0.08716859  1.21520851],False,[-0.01502636  0.03919481  0.87      ],False,True
2,[ 0  0  0 -1],[ 0.17223769 -0.08758417  1.21851246],False,[-0.01502636  0.03919481  0.87      ],False,True
3,[ 0  0  0 -1],[ 0.17585838 -0.08802364  1.22168412],False,[-0.01502636  0.03919481  0.87      ],False,True
4,[ 0  0  0 -1],[ 0.17914344 -0.08846569  1.22456622],False,[-0.01502636  0.03919481  0.87      ],False,True
5,[ 0  0  0 -1],[ 0.18208504 -0.08889821  1.22713437],False,[-0.01502636  0.03919481  0.87      ],False,True
6,[ 0  0  0 -1],[ 0.18469001 -0.08929446  1.22944301],False,[-0.01502636  0.03919481  0.87      ],False,True
7,[ 0  0  0 -1],[ 0.18694728 -0.08964178  1.23146903],False,[-0.01502636  0.03919481  0.87      ],False,True
8,[ 0  0  0 -1],[ 0.18886422 -0.0899363   1.23319944],False,[-0.01502636  0.03919481  0.87      ],False,True
9,[ 0  0  0 -1],[ 0.19045226 -0.09017806  1.23464797],False,[-0.01502636  0.03919481  0.87      ],False,True
10,[ 0  0  0 -1],[ 0.19172875 -0.09036795  1.23584906],False,[-0.01502636  0.03919481  0.87      ],False,True
11,[ 0  0  0 -1],[ 0.19274313 -0.09052162  1.23682216],False,[-0.01502636  0.03919481  0.87      ],False,True
12,[ 0  0  0 -1],[ 0.19353559 -0.09064929  1.23757366],False,[-0.01502636  0.03919481  0.87      ],False,True
13,[ 0  0  0 -1],[ 0.19414933 -0.09075532  1.23815967],False,[-0.01502636  0.03919481  0.87      ],False,True
14,[ 0  0  0 -1],[ 0.19460486 -0.09084016  1.23860168],False,[-0.01502636  0.03919481  0.87      ],False,True
15,[ 0  0  0 -1],[ 0.19492614 -0.09090592  1.23891934],False,[-0.01502636  0.03919481  0.87      ],False,True
16,[ 0  0  0 -1],[ 0.19513755 -0.09095552  1.23913411],False,[-0.01502636  0.03919481  0.87      ],False,True
17,[ 0  0  0 -1],[ 0.19526126 -0.09099196  1.23926603],False,[-0.01502636  0.03919481  0.87      ],False,True
18,[ 0  0  0 -1],[ 0.19531711 -0.09101811  1.23933336],False,[-0.01502636  0.03919481  0.87      ],False,True
19,[ 0  0  0 -1],[ 0.19532252 -0.09103651  1.23935237],False,[-0.01502636  0.03919481  0.87      ],False,True
20,[ 0  0  0 -1],[ 0.19529258 -0.09104934  1.23933725],False,[-0.01502636  0.03919481  0.87      ],False,True
21,[ 0  0  0 -1],[ 0.19524008 -0.09105843  1.23930019],False,[-0.01502636  0.03919481  0.87      ],False,True
22,[ 0  0  0 -1],[ 0.19517562 -0.09106526  1.23925135],False,[-0.01502636  0.03919481  0.87      ],False,True
23,[ 0  0  0 -1],[ 0.1951078  -0.09107101  1.23919901],False,[-0.01502636  0.03919481  0.87      ],False,True
24,[ 0  0  0 -1],[ 0.19504339 -0.09107657  1.23914971],False,[-0.01502636  0.03919481  0.87      ],False,True
25,[ 0  0  0 -1],[ 0.1949875  -0.09108264  1.23910841],False,[-0.01502636  0.03919481  0.87      ],False,True
26,[ 0  0  0 -1],[ 0.19494383 -0.09108967  1.23907869],False,[-0.01502636  0.03919481  0.87      ],False,True
27,[ 0  0  0 -1],[ 0.19491506 -0.09109696  1.23906289],False,[-0.01502636  0.03919481  0.87      ],False,True
28,[ 0  0  0 -1],[ 0.19490865 -0.09110577  1.23905944],False,[-0.01502636  0.03919481  0.87      ],False,True
29,[ 0  0  0 -1],[ 0.19490676 -0.09111577  1.23905861],False,[-0.01502636  0.03919481  0.87      ],False,True
30,[ 0  0  0 -1],[ 0.19490489 -0.09112588  1.23905781],False,[-0.01502636  0.03919481  0.87      ],False,True
31,[ 0  0  0 -1],[ 0.19490305 -0.09113578  1.23905702],False,[-0.01502636  0.03919481  0.87      ],False,True
32,[ 0  0  0 -1],[ 0.19490127 -0.09114532  1.23905624],False,[-0.01502636  0.03919481  0.87      ],False,True
33,[ 0  0  0 -1],[ 0.19489954 -0.09115446  1.23905547],False,[-0.01502636  0.03919481  0.87      ],False,True
34,[ 0  0  0 -1],[ 0.19489788 -0.09116319  1.2390547 ],False,[-0.01502636  0.03919481  0.87      ],False,True
