step,action,eef_pos,good,drop_pos,success,failure
0,[-0.0019412  -0.28604473 -0.09041375  1.        ],[ 0.00887362 -0.05217841  0.90184035],True,[ 0.00856005 -0.1746078   0.87      ],False,False
1,[-7.43643323e-04 -2.90340828e-01 -7.55092735e-02  1.00000000e+00],[ 0.00855161 -0.05463616  0.89943718],True,[ 0.00856005 -0.1746078   0.87      ],False,False
2,[ 2.04895143e-05 -2.91357535e-01 -7.14897651e-02  1.00000000e+00],[ 0.00806227 -0.05723718  0.89792936],True,[ 0.00856005 -0.1746078   0.87      ],False,False
3,[ 0.00123775 -0.29184836 -0.06944786  1.        ],[ 0.00755699 -0.05985699  0.89662769],True,[ 0.00856005 -0.1746078   0.87      ],False,False
4,[ 0.00255438 -0.29222468 -0.06781013  1.        ],[ 0.0071083  -0.06254155  0.8954066 ],True,[ 0.00856005 -0.1746078   0.87      ],False,False
5,[ 0.00378982 -0.29255201 -0.06632464  1.        ],[ 0.00671463 -0.06532689  0.89424295],True,[ 0.00856005 -0.1746078   0.87      ],False,False
6,[ 0.00494515 -0.29283997 -0.06496382  1.        ],[ 0.00639913 -0.06824345  0.8931376 ],True,[ 0.00856005 -0.1746078   0.87      ],False,False
7,[ 0.00595441 -0.29308663 -0.06375557  1.        ],[ 0.0061651  -0.07130675  0.89208858],True,[ 0.00856005 -0.1746078   0.87      ],False,False
8,[ 0.00679976 -0.29329289 -0.062714    1.        ],[ 0.00600474 -0.07451794  0.89109131],True,[ 0.00856005 -0.1746078   0.87      ],False,False
9,[ 0.00749211 -0.29346169 -0.06183935  1.        ],[ 0.00590841 -0.07786854  0.89013964],True,[ 0.00856005 -0.1746078   0.87      ],False,False
10,[ 0.00804754 -0.29359714 -0.06112246  1.        ],[ 0.00585984 -0.08134163  0.88921963],True,[ 0.00856005 -0.1746078   0.87      ],False,False
11,[ 0.00850333 -0.293708   -0.06052524  1.        ],[ 0.0058226  -0.08491007  0.88831325],True,[ 0.00856005 -0.1746078   0.87      ],False,False
12,[ 0.00896652 -0.29380502 -0.05998508  1.        ],[ 0.00578574 -0.08855345  0.88741502],True,[ 0.00856005 -0.1746078   0.87      ],False,False
13,[ 0.00947481 -0.29389261 -0.05947574  1.        ],[ 0.00574629 -0.09225424  0.88652226],True,[ 0.00856005 -0.1746078   0.87      ],False,False
14,[ 0.01004413 -0.29397384 -0.05897877  1.        ],[ 0.00570348 -0.09599691  0.8856332 ],True,[ 0.00856005 -0.1746078   0.87      ],False,False
15,[ 0.01068527 -0.29405138 -0.05847746  1.        ],[ 0.00565786 -0.09976833  0.88474691],True,[ 0.00856005 -0.1746078   0.87      ],False,False
16,[ 0.01140592 -0.29412734 -0.05795698  1.        ],[ 0.00561097 -0.1035579   0.88386312],True,[ 0.00856005 -0.1746078   0.87      ],False,False
17,[ 0.01221152 -0.29420335 -0.05740441  1.        ],[ 0.005565   -0.10735743  0.88298215],True,[ 0.00856005 -0.1746078   0.87      ],False,False
18,[ 0.013106   -0.29428052 -0.05680853  1.        ],[ 0.00552249 -0.11116098  0.88210473],True,[ 0.00856005 -0.1746078   0.87      ],False,False
19,[ 0.01409264 -0.29435949 -0.0561595   1.        ],[ 0.00548614 -0.11496446  0.88123188],True,[ 0.00856005 -0.1746078   0.87      ],False,False
20,[ 0.0151749  -0.2944405  -0.05544829  1.        ],[ 0.00545865 -0.11876533  0.88036485],True,[ 0.00856005 -0.1746078   0.87      ],False,False
21,[ 0.01635733 -0.29452343 -0.05466612  1.        ],[ 0.0054426  -0.12256224  0.87950499],True,[ 0.00856005 -0.1746078   0.87      ],False,False
22,[ 0.01764656 -0.29460781 -0.0538037   1.        ],[ 0.0054404  -0.12635473  0.87865373],True,[ 0.00856005 -0.1746078   0.87      ],False,False
23,[ 0.01905239 -0.2946928  -0.05285038  1.        ],[ 0.00545433 -0.13014292  0.87781258],True,[ 0.00856005 -0.1746078   0.87      ],False,False
24,[ 0.02058914 -0.29477715 -0.05179301  1.        ],[ 0.00548651 -0.13392735  0.87698307],True,[ 0.00856005 -0.1746078   0.87      ],False,False
25,[ 0.02227752 -0.29485909 -0.05061451  1.        ],[ 0.005539   -0.13770872  0.87616683],True,[ 0.00856005 -0.1746078   0.87      ],False,False
26,[ 0.02414733 -0.29493598 -0.04929171  1.        ],[ 0.00561391 -0.14148786  0.87536561],True,[ 0.00856005 -0.1746078   0.87      ],False,False
27,[ 0.02624162 -0.29500386 -0.04779224  1.        ],[ 0.00571352 -0.14526553  0.87458141],True,[ 0.00856005 -0.1746078   0.87      ],False,False
28,[ 0  0  0 -1],[ 0.00564417 -0.14754967  0.87413017],True,[ 0.00856005 -0.1746078   0.87      ],True,False
29,[ 0  0  0 -1],[ 0.00538508 -0.14881273  0.87400449],True,[ 0.00856005 -0.1746078   0.87      ],True,False
30,[ 0  0  0 -1],[ 0.00507862 -0.14982152  0.87393552],True,[ 0.00856005 -0.1746078   0.87      ],True,False
31,[ 0  0  0 -1],[ 0.00477953 -0.15060294  0.87386237],True,[ 0.00856005 -0.1746078   0.87      ],True,False
32,[ 0  0  0 -1],[ 0.00453343 -0.1511773   0.87378803],True,[ 0.00856005 -0.1746078   0.87      ],True,False
33,[ 0  0  0 -1],[ 0.00434152 -0.1515885   0.8737205 ],True,[ 0.00856005 -0.1746078   0.87      ],True,False
34,[ 0  0  0 -1],[ 0.00421577 -0.15188765  0.87368597],True,[ 0.00856005 -0.1746078   0.87      ],True,False
35,[ 0  0  0 -1],[ 0.00413322 -0.15211608  0.87367547],True,[ 0.00856005 -0.1746078   0.87      ],True,False
36,[ 0  0  0 -1],[ 0.00407966 -0.15229223  0.87367569],True,[ 0.00856005 -0.1746078   0.87      ],True,False
