step,action,eef_pos,good,drop_pos,success,failure
0,[0.  0.  0.3 1. ],[-0.04059822  0.08595079  0.85199255],True,[ 0.05503947 -0.05100468  0.87      ],False,False
1,[0.  0.  0.3 1. ],[-0.04496204  0.08660295  0.85036695],True,[ 0.05503947 -0.05100468  0.87      ],False,False
2,[0.  0.  0.3 1. ],[-0.04971962  0.08720719  0.85153132],True,[ 0.05503947 -0.05100468  0.87      ],False,False
3,[0.  0.  0.3 1. ],[-0.05424407  0.08776525  0.85337257],True,[ 0.05503947 -0.05100468  0.87      ],False,False
4,[0.  0.  0.3 1. ],[-0.05832839  0.08835383  0.85552033],True,[ 0.05503947 -0.05100468  0.87      ],False,False
5,[0.  0.  0.3 1. ],[-0.06192655  0.08898848  0.85791113],True,[ 0.05503947 -0.05100468  0.87      ],False,False
6,[0.  0.  0.3 1. ],[-0.06503178  0.08964315  0.86053302],True,[ 0.05503947 -0.05100468  0.87      ],False,False
7,[0.  0.  0.3 1. ],[-0.06766952  0.09030039  0.86337091],True,[ 0.05503947 -0.05100468  0.87      ],False,False
8,[0.  0.  0.3 1. ],[-0.069875    0.09091811  0.8664029 ],True,[ 0.05503947 -0.05100468  0.87      ],False,False
9,[0.  0.  0.3 1. ],[-0.07167509  0.09146623  0.86961218],True,[ 0.05503947 -0.05100468  0.87      ],False,False
10,[0.  0.  0.3 1. ],[-0.07310269  0.09192185  0.87298026],True,[ 0.05503947 -0.05100468  0.87      ],False,False
11,[ 0.20024036 -0.22334303 -0.00465709  1.        ],[-0.07299153  0.09120223  0.87462947],True,[ 0.05503947 -0.05100468  0.87      ],False,False
12,[ 0.20066948 -0.22288811 -0.007256    1.        ],[-0.07154401  0.08974938  0.87470272],True,[ 0.05503947 -0.05100468  0.87      ],False,False
13,[ 0.2005442  -0.22299443 -0.00745045  1.        ],[-0.06968115  0.0880663   0.87450334],True,[ 0.05503947 -0.05100468  0.87      ],False,False
14,[ 0.20023764 -0.22327699 -0.00723006  1.        ],[-0.06762293  0.08614888  0.87427627],True,[ 0.05503947 -0.05100468  0.87      ],False,False
15,[ 0.19993563 -0.22355572 -0.00697018  1.        ],[-0.06543696  0.08399828  0.87406587],True,[ 0.05503947 -0.05100468  0.87      ],False,False
16,[ 0.19969718 -0.22377582 -0.00673943  1.        ],[-0.06315561  0.08163082  0.87387597],True,[ 0.05503947 -0.05100468  0.87      ],False,False
17,[ 0.19954154 -0.22392042 -0.00654356  1.        ],[-0.06080129  0.07907099  0.87370291],True,[ 0.05503947 -0.05100468  0.87      ],False,False
18,[ 0.19947368 -0.2239857  -0.00637627  1.        ],[-0.05839187  0.07634716  0.87354233],True,[ 0.05503947 -0.05100468  0.87      ],False,False
19,[ 0.19949175 -0.22397373 -0.00622989  1.        ],[-0.05594213  0.07348882  0.87339046],True,[ 0.05503947 -0.05100468  0.87      ],False,False
20,[ 0.19958997 -0.22388985 -0.00609742  1.        ],[-0.05346416  0.07052471  0.87324424],True,[ 0.05503947 -0.05100468  0.87      ],False,False
21,[ 0.19976026 -0.22374129 -0.00597281  1.        ],[-0.05096772  0.06748157  0.87310126],True,[ 0.05503947 -0.05100468  0.87      ],False,False
22,[ 0.19999326 -0.22353627 -0.00585084  1.        ],[-0.04846047  0.06438339  0.87295964],True,[ 0.05503947 -0.05100468  0.87      ],False,False
23,[ 0.2002791  -0.22328341 -0.0057271   1.        ],[-0.04594818  0.0612509   0.872818  ],True,[ 0.05503947 -0.05100468  0.87      ],False,False
24,[ 0.20060796 -0.22299128 -0.00559784  1.        ],[-0.04343501  0.05810145  0.87267534],True,[ 0.05503947 -0.05100468  0.87      ],False,False
25,[ 0.20097052 -0.22266801 -0.00545995  1.        ],[-0.04092375  0.054949    0.87253107],True,[ 0.05503947 -0.05100468  0.87      ],False,False
26,[ 0.20135823 -0.22232107 -0.00531091  1.        ],[-0.03841607  0.05180435  0.87238486],True,[ 0.05503947 -0.05100468  0.87      ],False,False
27,[ 0.20176359 -0.22195708 -0.00514874  1.        ],[-0.03591293  0.04867908  0.87223682],True,[ 0.05503947 -0.05100468  0.87      ],False,False
28,[ 0.20217639 -0.22158517 -0.00497219  1.        ],[-0.0334143   0.04558339  0.87208746],True,[ 0.05503947 -0.05100468  0.87      ],False,False
29,[ 0.20258548 -0.22121543 -0.0047809   1.        ],[-0.03091862  0.04251305  0.87193726],True,[ 0.05503947 -0.05100468  0.87      ],False,False
30,[ 0.20299327 -0.22084565 -0.00457491  1.        ],[-0.02842487  0.0394675   0.8717867 ],True,[ 0.05503947 -0.05100468  0.87      ],False,False
31,[ 0.20339885 -0.22047664 -0.0043541   1.        ],[-0.02593206  0.03644615  0.87163627],True,[ 0.05503947 -0.05100468  0.87      ],False,False
32,[ 0.20380123 -0.22010929 -0.00411841  1.        ],[-0.02343921  0.03344797  0.87148649],True,[ 0.05503947 -0.05100468  0.87      ],False,False
33,[ 0.2041999  -0.21974403 -0.00386782  1.        ],[-0.02094539  0.03047157  0.87133785],True,[ 0.05503947 -0.05100468  0.87      ],False,False
34,[ 0.20459487 -0.21938086 -0.00360227  1.        ],[-0.01844973  0.02751445  0.87119081],True,[ 0.05503947 -0.05100468  0.87      ],False,False
35,[ 0.20498785 -0.21901815 -0.00332159  1.        ],[-0.01595152  0.02457426  0.87104575],True,[ 0.05503947 -0.05100468  0.87      ],False,False
36,[ 0.2053808  -0.218654   -0.00302542  1.        ],[-0.01345018  0.02164961  0.87090308],True,[ 0.05503947 -0.05100468  0.87      ],False,False
37,[ 0.20577481 -0.21828734 -0.00271327  1.        ],[-0.01094521  0.01873914  0.87076315],True,[ 0.05503947 -0.05100468  0.87      ],False,False
38,[ 0.20617125 -0.2179168  -0.0023845   1.        ],[-0.00843618  0.01584151  0.87062632],True,[ 0.05503947 -0.05100468  0.87      ],False,False
39,[ 0.20657177 -0.21754069 -0.00203826  1.        ],[-0.00592271  0.01295551  0.8704929 ],True,[ 0.05503947 -0.05100468  0.87      ],False,False
40,[ 0.20697827 -0.21715707 -0.0016735   1.        ],[-0.00340451  0.01008006  0.87036322],True,[ 0.05503947 -0.05100468  0.87      ],False,False
41,[ 0.20739285 -0.2167638  -0.00128891  1.        ],[-0.00088131  0.0072143   0.87023757],True,[ 0.05503947 -0.05100468  0.87      ],False,False
42,[ 2.07817748e-01 -2.16358508e-01 -8.82881272e-04  1.00000000e+00],[0.00164712 0.00435753 0.87011625],True,[ 0.05503947 -0.05100468  0.87      ],False,False
43,[ 2.08255323e-01 -2.15938683e-01 -4.53446945e-04  1.00000000e+00],[0.00418098 0.00150927 0.86999957],True,[ 0.05503947 -0.05100468  0.87      ],False,False
44,[0.  0.  0.3 1. ],[ 5.54014683e-03 -2.56252734e-04  8.71783792e-01],True,[ 0.05503947 -0.05100468  0.87      ],False,False
45,[ 0.20940629 -0.21469061 -0.00754631  1.        ],[ 0.00713518 -0.00237202  0.8734207 ],True,[ 0.05503947 -0.05100468  0.87      ],False,False
46,[ 0.21026168 -0.21345866 -0.01501414  1.        ],[ 0.00950417 -0.00503198  0.87354287],True,[ 0.05503947 -0.05100468  0.87      ],False,False
47,[ 0.21079992 -0.2128248  -0.01640125  1.        ],[ 0.01200034 -0.00769797  0.87329429],True,[ 0.05503947 -0.05100468  0.87      ],False,False
48,[ 0.21116649 -0.21247934 -0.01616303  1.        ],[ 0.01452472 -0.01034823  0.87296243],True,[ 0.05503947 -0.05100468  0.87      ],False,False
49,[ 0.2114799  -0.21221954 -0.01546334  1.        ],[ 0.01706022 -0.01299283  0.87261886],True,[ 0.05503947 -0.05100468  0.87      ],False,False
50,[ 0.2117896  -0.21197144 -0.01460396  1.        ],[ 0.01960468 -0.01564033  0.87228232],True,[ 0.05503947 -0.05100468  0.87      ],False,False
51,[ 0.21212268 -0.21170097 -0.01366259  1.        ],[ 0.02215848 -0.01829612  0.87195836],True,[ 0.05503947 -0.05100468  0.87      ],False,False
52,[ 0.2124996  -0.21138528 -0.01265629  1.        ],[ 0.02472218 -0.02096278  0.87164905],True,[ 0.05503947 -0.05100468  0.87      ],False,False
53,[ 0.21293881 -0.21100453 -0.0115824   1.        ],[ 0.02729609 -0.02364076  0.8713554 ],True,[ 0.05503947 -0.05100468  0.87      ],False,False
