step,action,eef_pos,good,drop_pos,success,failure
0,[ 0.10392288 -0.22521494 -0.16875505  1.        ],[-0.02848377  0.19445199  0.94544579],True,[0.018159   0.08586489 0.87      ],False,False
1,[ 0.09979927 -0.23233856 -0.1614277   1.        ],[-0.02784667  0.19629701  0.94355505],True,[0.018159   0.08586489 0.87      ],False,False
2,[ 0.09827788 -0.23590647 -0.15712923  1.        ],[-0.02709235  0.19674843  0.94151045],True,[0.018159   0.08586489 0.87      ],False,False
3,[ 0.09732389 -0.23848167 -0.15380038  1.        ],[-0.02624635  0.1961951   0.93945173],True,[0.018159   0.08586489 0.87      ],False,False
4,[ 0.09672623 -0.24032746 -0.15128366  1.        ],[-0.02531983  0.19484716  0.93740656],True,[0.018159   0.08586489 0.87      ],False,False
5,[ 0.09639197 -0.24161218 -0.14943942  1.        ],[-0.02433444  0.19287637  0.93536867],True,[0.018159   0.08586489 0.87      ],False,False
6,[ 0.09628298 -0.24247002 -0.14811441  1.        ],[-0.02331024  0.19042775  0.93333147],True,[0.018159   0.08586489 0.87      ],False,False
7,[ 0.09637362 -0.24300182 -0.14718098  1.        ],[-0.02226143  0.18762859  0.93129134],True,[0.018159   0.08586489 0.87      ],False,False
8,[ 0.09663468 -0.24329043 -0.14653158  1.        ],[-0.02119678  0.18458571  0.92924725],True,[0.018159   0.08586489 0.87      ],False,False
9,[ 0.09703464 -0.24340363 -0.14607858  1.        ],[-0.02012117  0.18138449  0.92719996],True,[0.018159   0.08586489 0.87      ],False,False
10,[ 0.09754267 -0.24339594 -0.14575268  1.        ],[-0.01903701  0.17809033  0.92515102],True,[0.018159   0.08586489 0.87      ],False,False
11,[ 0.09813103 -0.24331048 -0.14550022  1.        ],[-0.0179454   0.17475127  0.92310222],True,[0.018159   0.08586489 0.87      ],False,False
12,[ 0.09877657 -0.24318067 -0.14528025  1.        ],[-0.01684683  0.17140089  0.92105517],True,[0.018159   0.08586489 0.87      ],False,False
13,[ 0.09946137 -0.24303176 -0.14506205  1.        ],[-0.01574159  0.16806126  0.91901112],True,[0.018159   0.08586489 0.87      ],False,False
14,[ 0.10017286 -0.24288208 -0.14482298  1.        ],[-0.01462993  0.16474557  0.916971  ],True,[0.018159   0.08586489 0.87      ],False,False
15,[ 0.10090334 -0.24274425 -0.14454668  1.        ],[-0.01351211  0.16146046  0.91493545],True,[0.018159   0.08586489 0.87      ],False,False
16,[ 0.10164938 -0.24262628 -0.14422169  1.        ],[-0.01238834  0.15820797  0.91290493],True,[0.018159   0.08586489 0.87      ],False,False
17,[ 0.10241093 -0.24253249 -0.14384016  1.        ],[-0.01125874  0.15498705  0.91087982],True,[0.018159   0.08586489 0.87      ],False,False
18,[ 0.10319059 -0.24246448 -0.14339692  1.        ],[-0.01012327  0.15179485  0.90886051],True,[0.018159   0.08586489 0.87      ],False,False
19,[ 0.10399278 -0.24242186 -0.14288858  1.        ],[-0.00898168  0.14862753  0.90684744],True,[0.018159   0.08586489 0.87      ],False,False
20,[ 0.10482319 -0.24240289 -0.14231281  1.        ],[-0.00783352  0.14548095  0.90484117],True,[0.018159   0.08586489 0.87      ],False,False
21,[ 0.10568828 -0.24240506 -0.14166783  1.        ],[-0.00667809  0.14235106  0.90284238],True,[0.018159   0.08586489 0.87      ],False,False
22,[ 0.10659498 -0.24242544 -0.14095182  1.        ],[-0.00551447  0.13923417  0.90085186],True,[0.018159   0.08586489 0.87      ],False,False
23,[ 0.10755052 -0.24246102 -0.14016255  1.        ],[-0.00434156  0.13612705  0.89887056],True,[0.018159   0.08586489 0.87      ],False,False
24,[ 0.10856248 -0.24250885 -0.13929698  1.        ],[-0.00315808  0.13302698  0.89689952],True,[0.018159   0.08586489 0.87      ],False,False
25,[ 0.10963895 -0.24256619 -0.13835081  1.        ],[-0.00196261  0.12993177  0.89493989],True,[0.018159   0.08586489 0.87      ],False,False
26,[ 0.11078882 -0.24263054 -0.1373181   1.        ],[-7.53631371e-04  1.26839639e-01  8.92992946e-01],True,[0.018159   0.08586489 0.87      ],False,False
27,[ 0.11202235 -0.24269959 -0.13619068  1.        ],[4.70490507e-04 1.23749231e-01 8.91060045e-01],True,[0.018159   0.08586489 0.87      ],False,False
28,[ 0.11335185 -0.2427712  -0.13495741  1.        ],[0.00171147 0.1206595  0.88914268],True,[0.018159   0.08586489 0.87      ],False,False
29,[ 0.11479282 -0.24284318 -0.13360313  1.        ],[0.0029711  0.11756966 0.88724247],True,[0.018159   0.08586489 0.87      ],False,False
30,[ 0.11636548 -0.24291318 -0.13210701  1.        ],[0.00425131 0.11447914 0.88536123],True,[0.018159   0.08586489 0.87      ],False,False
31,[ 0  0  0 -1],[0.00492446 0.11265294 0.88433698],True,[0.018159   0.08586489 0.87      ],True,False
32,[ 0  0  0 -1],[0.00517033 0.11169591 0.88413427],True,[0.018159   0.08586489 0.87      ],True,False
33,[ 0  0  0 -1],[0.0053571  0.11095142 0.88411168],True,[0.018159   0.08586489 0.87      ],True,False
34,[ 0  0  0 -1],[0.00550283 0.11034685 0.88410322],True,[0.018159   0.08586489 0.87      ],True,False
35,[ 0  0  0 -1],[0.00560929 0.10986818 0.88408869],True,[0.018159   0.08586489 0.87      ],True,False
36,[ 0  0  0 -1],[0.00568581 0.10950376 0.88407268],True,[0.018159   0.08586489 0.87      ],True,False
37,[ 0  0  0 -1],[0.00574467 0.10924881 0.88406878],True,[0.018159   0.08586489 0.87      ],True,False
38,[ 0  0  0 -1],[0.0057823  0.10908867 0.88406764],True,[0.018159   0.08586489 0.87      ],True,False
39,[ 0  0  0 -1],[0.00580128 0.10899292 0.88406218],True,[0.018159   0.08586489 0.87      ],True,False
40,[ 0  0  0 -1],[0.00580853 0.10893672 0.88405318],True,[0.018159   0.08586489 0.87      ],True,False
41,[ 0  0  0 -1],[0.00580922 0.10890718 0.88404331],True,[0.018159   0.08586489 0.87      ],True,False
42,[ 0  0  0 -1],[0.00580696 0.10889579 0.88403482],True,[0.018159   0.08586489 0.87      ],True,False
43,[ 0  0  0 -1],[0.00580317 0.10889644 0.88402777],True,[0.018159   0.08586489 0.87      ],True,False
44,[ 0  0  0 -1],[0.00579868 0.10890483 0.88402204],True,[0.018159   0.08586489 0.87      ],True,False
45,[ 0  0  0 -1],[0.00579395 0.10891805 0.88401746],True,[0.018159   0.08586489 0.87      ],True,False
46,[ 0  0  0 -1],[0.00578925 0.10893408 0.88401388],True,[0.018159   0.08586489 0.87      ],True,False
47,[ 0  0  0 -1],[0.00578475 0.10895154 0.88401112],True,[0.018159   0.08586489 0.87      ],True,False
48,[ 0  0  0 -1],[0.00578052 0.10896949 0.88400906],True,[0.018159   0.08586489 0.87      ],True,False
49,[ 0  0  0 -1],[0.00577661 0.1089873  0.88400757],True,[0.018159   0.08586489 0.87      ],True,False
50,[ 0  0  0 -1],[0.00577304 0.10900453 0.88400653],True,[0.018159   0.08586489 0.87      ],True,False
51,[ 0  0  0 -1],[0.0057698  0.10902092 0.88400587],True,[0.018159   0.08586489 0.87      ],True,False
52,[ 0  0  0 -1],[0.0057669  0.10903628 0.88400549],True,[0.018159   0.08586489 0.87      ],True,False
53,[ 0  0  0 -1],[0.00576433 0.10905054 0.88400534],True,[0.018159   0.08586489 0.87      ],True,False
54,[ 0  0  0 -1],[0.00576205 0.10906366 0.88400537],True,[0.018159   0.08586489 0.87      ],True,False
55,[ 0  0  0 -1],[0.00576006 0.10907568 0.88400553],True,[0.018159   0.08586489 0.87      ],True,False
56,[ 0  0  0 -1],[0.00575833 0.10908663 0.88400578],True,[0.018159   0.08586489 0.87      ],True,False
57,[ 0  0  0 -1],[0.00575687 0.10909634 0.8840061 ],True,[0.018159   0.08586489 0.87      ],True,False
58,[ 0  0  0 -1],[0.00575573 0.10910446 0.88400641],True,[0.018159   0.08586489 0.87      ],True,False
59,[ 0  0  0 -1],[0.00575482 0.10911145 0.88400672],True,[0.018159   0.08586489 0.87      ],True,False
60,[ 0  0  0 -1],[0.00575407 0.10911768 0.88400703],True,[0.018159   0.08586489 0.87      ],True,False
61,[ 0  0  0 -1],[0.00575341 0.10912336 0.88400734],True,[0.018159   0.08586489 0.87      ],True,False
62,[ 0  0  0 -1],[0.00575284 0.10912863 0.88400764],True,[0.018159   0.08586489 0.87      ],True,False
63,[ 0  0  0 -1],[0.00575234 0.10913358 0.88400794],True,[0.018159   0.08586489 0.87      ],True,False
64,[ 0  0  0 -1],[0.00575188 0.10913825 0.88400823],True,[0.018159   0.08586489 0.87      ],True,False
65,[ 0  0  0 -1],[0.00575147 0.10914269 0.88400852],True,[0.018159   0.08586489 0.87      ],True,False
