step,action,eef_pos,good,drop_pos,success,failure
0,[-0.10023952 -0.12589319  0.3         1.        ],[ 0.00673571 -0.20283293  1.04982183],False,[ 0.09490545 -0.1574348   0.87      ],False,False
1,[-0.13429549 -0.0966335   0.3         1.        ],[ 0.00517622 -0.2073904   1.05334839],False,[ 0.09490545 -0.1574348   0.87      ],False,False
2,[-0.05207895 -0.15976365  0.3         1.        ],[ 0.00390321 -0.21120454  1.05729032],False,[ 0.09490545 -0.1574348   0.87      ],False,False
3,[-0.06692141 -0.15552312  0.3         1.        ],[ 0.00288405 -0.21448775  1.06121534],False,[ 0.09490545 -0.1574348   0.87      ],False,False
4,[-0.12935605 -0.1101042   0.3         1.        ],[ 0.00158209 -0.21704856  1.06519098],False,[ 0.09490545 -0.1574348   0.87      ],False,False
5,[-0.16786053  0.02812551  0.3         1.        ],[-9.58255804e-05 -2.18394790e-01  1.06931152e+00],False,[ 0.09490545 -0.1574348   0.87      ],False,False
6,[-0.16950976  0.01152858  0.3         1.        ],[-0.00192374 -0.21902629  1.07353935],False,[ 0.09490545 -0.1574348   0.87      ],False,False
7,[-0.16800344  0.01960735  0.3         1.        ],[-0.00380571 -0.2193576   1.07775466],False,[ 0.09490545 -0.1574348   0.87      ],False,False
8,[-0.1489034  -0.07836366  0.3         1.        ],[-0.00566557 -0.21997256  1.08188056],False,[ 0.09490545 -0.1574348   0.87      ],False,False
9,[-0.15689581 -0.05917207  0.3         1.        ],[-0.00761384 -0.22072946  1.08587532],False,[ 0.09490545 -0.1574348   0.87      ],False,False
10,[-0.04482301 -0.16132453  0.3         1.        ],[-0.0090953  -0.22192844  1.08970492],False,[ 0.09490545 -0.1574348   0.87      ],False,False
11,[-0.16700476 -0.00560621  0.3         1.        ],[-0.01088284 -0.22265436  1.09339462],False,[ 0.09490545 -0.1574348   0.87      ],False,False
12,[-0.04542737 -0.16059186  0.3         1.        ],[-0.01244034 -0.22371333  1.09712396],False,[ 0.09490545 -0.1574348   0.87      ],False,False
13,[-0.09374837 -0.13776632  0.3         1.        ],[-0.01389938 -0.22515747  1.10070399],False,[ 0.09490545 -0.1574348   0.87      ],False,False
14,[-0.08059079 -0.14587263  0.3         1.        ],[-0.01541455 -0.22667694  1.10429521],False,[ 0.09490545 -0.1574348   0.87      ],False,False
15,[-0.11986817 -0.11595679  0.3         1.        ],[-0.01707306 -0.22812128  1.10793258],False,[ 0.09490545 -0.1574348   0.87      ],False,False
16,[-0.11291242 -0.12299857  0.3         1.        ],[-0.01879492 -0.22955629  1.11166072],False,[ 0.09490545 -0.1574348   0.87      ],False,False
17,[-0.1443062  -0.08434888  0.3         1.        ],[-0.02063721 -0.23083871  1.11545734],False,[ 0.09490545 -0.1574348   0.87      ],False,False
18,[-0.16401028  0.03304064  0.3         1.        ],[-0.02263782 -0.23138033  1.11938609],False,[ 0.09490545 -0.1574348   0.87      ],False,False
19,[-0.15800364 -0.054233    0.3         1.        ],[-0.024642   -0.23191281  1.12341646],False,[ 0.09490545 -0.1574348   0.87      ],False,False
20,[-0.14260993 -0.08639945  0.3         1.        ],[-0.0265844  -0.2328601   1.12740568],False,[ 0.09490545 -0.1574348   0.87      ],False,False
21,[-0.10136111 -0.1322957   0.3         1.        ],[-0.02829705 -0.23417263  1.1312882 ],False,[ 0.09490545 -0.1574348   0.87      ],False,False
22,[-0.14562419 -0.08103225  0.3         1.        ],[-0.03011446 -0.23539497  1.13509519],False,[ 0.09490545 -0.1574348   0.87      ],False,False
23,[-0.14706317 -0.07856851  0.3         1.        ],[-0.03207832 -0.23646626  1.13895886],False,[ 0.09490545 -0.1574348   0.87      ],False,False
24,[-0.16681803  0.00207682  0.3         1.        ],[-0.03415518 -0.2370931   1.1428827 ],False,[ 0.09490545 -0.1574348   0.87      ],False,False
25,[-0.16288586  0.03562347  0.3         1.        ],[-0.03624484 -0.2372041   1.14689395],False,[ 0.09490545 -0.1574348   0.87      ],False,False
26,[-0.09645077 -0.13548985  0.3         1.        ],[-0.03798644 -0.23798634  1.15084457],False,[ 0.09490545 -0.1574348   0.87      ],False,False
27,[-0.1603286  -0.04301279  0.3         1.        ],[-0.03988436 -0.23886486  1.15465431],False,[ 0.09490545 -0.1574348   0.87      ],False,False
28,[-0.04370542 -0.16010902  0.3         1.        ],[-0.04139961 -0.24009544  1.15841429],False,[ 0.09490545 -0.1574348   0.87      ],False,False
