step,action,eef_pos,good,drop_pos,success,failure
0,[ 0.17243742 -0.12844457 -0.20920643  1.        ],[-0.15112709  0.16057829  1.18547523],True,[ 0.10431014 -0.02297047  0.87      ],False,False
1,[ 0.17201477 -0.12360413 -0.21244514  1.        ],[-0.14918181  0.15867785  1.18794519],True,[ 0.10431014 -0.02297047  0.87      ],False,False
2,[ 0.17075622 -0.12236121 -0.21417294  1.        ],[-0.14490278  0.1575536   1.18816159],True,[ 0.10431014 -0.02297047  0.87      ],False,False
3,[ 0.16890764 -0.12235278 -0.2156386   1.        ],[-0.14056627  0.15652079  1.18724257],True,[ 0.10431014 -0.02297047  0.87      ],False,False
4,[ 0.16729663 -0.12262628 -0.21673632  1.        ],[-0.13655368  0.15547703  1.18584233],True,[ 0.10431014 -0.02297047  0.87      ],False,False
5,[ 0.16594194 -0.12294053 -0.21759802  1.        ],[-0.13288283  0.15438005  1.18413224],True,[ 0.10431014 -0.02297047  0.87      ],False,False
6,[ 0.16481947 -0.12323645 -0.21828266  1.        ],[-0.12954416  0.15320144  1.18215545],True,[ 0.10431014 -0.02297047  0.87      ],False,False
7,[ 0.16392489 -0.12349125 -0.21881166  1.        ],[-0.12651592  0.15192844  1.17993421],True,[ 0.10431014 -0.02297047  0.87      ],False,False
8,[ 0.16325064 -0.12369643 -0.2191995   1.        ],[-0.12376573  0.150561    1.17749372],True,[ 0.10431014 -0.02297047  0.87      ],False,False
9,[ 0.16278028 -0.12385134 -0.21946168  1.        ],[-0.12123505  0.14911851  1.17488688],True,[ 0.10431014 -0.02297047  0.87      ],False,False
10,[ 0.16247203 -0.12396472 -0.21962601  1.        ],[-0.11888714  0.14760916  1.17213818],True,[ 0.10431014 -0.02297047  0.87      ],False,False
11,[ 0.16230352 -0.12404127 -0.21970738  1.        ],[-0.11668747  0.14604317  1.16927077],True,[ 0.10431014 -0.02297047  0.87      ],False,False
12,[ 0.16225253 -0.12408683 -0.21971931  1.        ],[-0.11460067  0.14443368  1.16631204],True,[ 0.10431014 -0.02297047  0.87      ],False,False
13,[ 0.16229378 -0.12410833 -0.2196767   1.        ],[-0.11259524  0.14279285  1.16328705],True,[ 0.10431014 -0.02297047  0.87      ],False,False
14,[ 0.16240383 -0.12411217 -0.21959318  1.        ],[-0.11064422  0.14113109  1.16021745],True,[ 0.10431014 -0.02297047  0.87      ],False,False
15,[ 0.16256204 -0.12410395 -0.21948074  1.        ],[-0.10872531  0.13945692  1.15712118],True,[ 0.10431014 -0.02297047  0.87      ],False,False
16,[ 0.16275091 -0.1240883  -0.21934957  1.        ],[-0.10682071  0.137777    1.15401253],True,[ 0.10431014 -0.02297047  0.87      ],False,False
17,[ 0.16295615 -0.12406898 -0.21920808  1.        ],[-0.10491724  0.13609609  1.15090196],True,[ 0.10431014 -0.02297047  0.87      ],False,False
18,[ 0.16316693 -0.12404878 -0.21906267  1.        ],[-0.10302325  0.13440927  1.14777954],True,[ 0.10431014 -0.02297047  0.87      ],False,False
19,[ 0.16339203 -0.12402534 -0.21890811  1.        ],[-0.10113521  0.13271895  1.14464904],True,[ 0.10431014 -0.02297047  0.87      ],False,False
20,[ 0.16362829 -0.12399986 -0.21874601  1.        ],[-0.09924135  0.13103088  1.14152268],True,[ 0.10431014 -0.02297047  0.87      ],False,False
21,[ 0.16386446 -0.12397526 -0.21858311  1.        ],[-0.09733797  0.12934629  1.13840392],True,[ 0.10431014 -0.02297047  0.87      ],False,False
22,[ 0.16409708 -0.12395224 -0.21842158  1.        ],[-0.0954232   0.12766562  1.13529428],True,[ 0.10431014 -0.02297047  0.87      ],False,False
23,[ 0.16432439 -0.12393115 -0.21826261  1.        ],[-0.09349619  0.12598902  1.1321944 ],True,[ 0.10431014 -0.02297047  0.87      ],False,False
24,[ 0.16454547 -0.12391216 -0.21810678  1.        ],[-0.09155683  0.12431641  1.12910432],True,[ 0.10431014 -0.02297047  0.87      ],False,False
25,[ 0.16476007 -0.1238953  -0.21795429  1.        ],[-0.08960557  0.12264759  1.12602367],True,[ 0.10431014 -0.02297047  0.87      ],False,False
26,[ 0.16496841 -0.12388053 -0.21780504  1.        ],[-0.08764321  0.12098226  1.12295181],True,[ 0.10431014 -0.02297047  0.87      ],False,False
27,[ 0.16517105 -0.12386772 -0.2176587   1.        ],[-0.08567075  0.11932007  1.11988796],True,[ 0.10431014 -0.02297047  0.87      ],False,False
28,[ 0.16536874 -0.12385671 -0.21751481  1.        ],[-0.08368927  0.11766066  1.1168313 ],True,[ 0.10431014 -0.02297047  0.87      ],False,False
29,[ 0.16556234 -0.1238473  -0.21737285  1.        ],[-0.08169982  0.11600368  1.113781  ],True,[ 0.10431014 -0.02297047  0.87      ],False,False
30,[ 0.16575273 -0.12383931 -0.21723227  1.        ],[-0.07970341  0.11434882  1.11073633],True,[ 0.10431014 -0.02297047  0.87      ],False,False
31,[ 0.16594075 -0.12383255 -0.21709253  1.        ],[-0.07770092  0.11269581  1.10769662],True,[ 0.10431014 -0.02297047  0.87      ],False,False
32,[ 0.16612719 -0.12382686 -0.21695314  1.        ],[-0.07569309  0.11104443  1.1046613 ],True,[ 0.10431014 -0.02297047  0.87      ],False,False
33,[ 0.16631272 -0.12382212 -0.21681365  1.        ],[-0.07368055  0.10939448  1.10162991],True,[ 0.10431014 -0.02297047  0.87      ],False,False
