step,action,eef_pos,good,drop_pos,success,failure
0,[ 0  0  0 -1],[-0.17544702  0.23232998  1.10633127],False,[-0.00406778 -0.13029448  0.87      ],False,True
1,[ 0  0  0 -1],[-0.17432869  0.23562145  1.10704241],False,[-0.00406778 -0.13029448  0.87      ],False,True
2,[ 0  0  0 -1],[-0.17274196  0.23792535  1.10837583],False,[-0.00406778 -0.13029448  0.87      ],False,True
3,[ 0  0  0 -1],[-0.17108585  0.23972797  1.10977216],False,[-0.00406778 -0.13029448  0.87      ],False,True
4,[ 0  0  0 -1],[-0.16952258  0.24115188  1.11106237],False,[-0.00406778 -0.13029448  0.87      ],False,True
5,[ 0  0  0 -1],[-0.16814046  0.24226854  1.11218033],False,[-0.00406778 -0.13029448  0.87      ],False,True
6,[ 0  0  0 -1],[-0.166973    0.24316006  1.11312733],False,[-0.00406778 -0.13029448  0.87      ],False,True
7,[ 0  0  0 -1],[-0.1660409   0.24385804  1.11389157],False,[-0.00406778 -0.13029448  0.87      ],False,True
8,[ 0  0  0 -1],[-0.16534328  0.24436869  1.11447234],False,[-0.00406778 -0.13029448  0.87      ],False,True
9,[ 0  0  0 -1],[-0.16484152  0.24473899  1.1148978 ],False,[-0.00406778 -0.13029448  0.87      ],False,True
10,[ 0  0  0 -1],[-0.16449064  0.24500955  1.11519201],False,[-0.00406778 -0.13029448  0.87      ],False,True
11,[ 0  0  0 -1],[-0.16424418  0.24521535  1.1154047 ],False,[-0.00406778 -0.13029448  0.87      ],False,True
12,[ 0  0  0 -1],[-0.16408405  0.24536272  1.11554773],False,[-0.00406778 -0.13029448  0.87      ],False,True
13,[ 0  0  0 -1],[-0.16398362  0.24546018  1.1156389 ],False,[-0.00406778 -0.13029448  0.87      ],False,True
14,[ 0  0  0 -1],[-0.16392411  0.24552317  1.11569429],False,[-0.00406778 -0.13029448  0.87      ],False,True
15,[ 0  0  0 -1],[-0.16389139  0.24556638  1.11572705],False,[-0.00406778 -0.13029448  0.87      ],False,True
16,[ 0  0  0 -1],[-0.16387343  0.24560033  1.11574776],False,[-0.00406778 -0.13029448  0.87      ],False,True
17,[ 0  0  0 -1],[-0.16386074  0.24563257  1.11576453],False,[-0.00406778 -0.13029448  0.87      ],False,True
18,[ 0  0  0 -1],[-0.1638463   0.24566833  1.11578329],False,[-0.00406778 -0.13029448  0.87      ],False,True
19,[ 0  0  0 -1],[-0.16382682  0.24570902  1.11580622],False,[-0.00406778 -0.13029448  0.87      ],False,True
20,[ 0  0  0 -1],[-0.16381462  0.2457382   1.11581928],False,[-0.00406778 -0.13029448  0.87      ],False,True
21,[ 0  0  0 -1],[-0.16380735  0.24575893  1.11582807],False,[-0.00406778 -0.13029448  0.87      ],False,True
22,[ 0  0  0 -1],[-0.1638013   0.24577598  1.1158362 ],False,[-0.00406778 -0.13029448  0.87      ],False,True
23,[ 0  0  0 -1],[-0.16379564  0.24579089  1.1158446 ],False,[-0.00406778 -0.13029448  0.87      ],False,True
24,[ 0  0  0 -1],[-0.16379022  0.24580422  1.11585334],False,[-0.00406778 -0.13029448  0.87      ],False,True
25,[ 0  0  0 -1],[-0.16378495  0.24581631  1.11586239],False,[-0.00406778 -0.13029448  0.87      ],False,True
26,[ 0  0  0 -1],[-0.16377944  0.24582746  1.11587152],False,[-0.00406778 -0.13029448  0.87      ],False,True
27,[ 0  0  0 -1],[-0.16377399  0.24583759  1.1158801 ],False,[-0.00406778 -0.13029448  0.87      ],False,True
28,[ 0  0  0 -1],[-0.16376889  0.24584674  1.11588794],False,[-0.00406778 -0.13029448  0.87      ],False,True
29,[ 0  0  0 -1],[-0.1637642   0.24585501  1.11589506],False,[-0.00406778 -0.13029448  0.87      ],False,True
30,[ 0  0  0 -1],[-0.16375994  0.24586249  1.11590149],False,[-0.00406778 -0.13029448  0.87      ],False,True
31,[ 0  0  0 -1],[-0.16375607  0.24586927  1.1159073 ],False,[-0.00406778 -0.13029448  0.87      ],False,True
32,[ 0  0  0 -1],[-0.16375256  0.2458754   1.11591253],False,[-0.00406778 -0.13029448  0.87      ],False,True
33,[ 0  0  0 -1],[-0.1637494   0.24588094  1.11591723],False,[-0.00406778 -0.13029448  0.87      ],False,True
34,[ 0  0  0 -1],[-0.16374656  0.24588595  1.11592144],False,[-0.00406778 -0.13029448  0.87      ],False,True
35,[ 0  0  0 -1],[-0.163744    0.24589046  1.11592521],False,[-0.00406778 -0.13029448  0.87      ],False,True
