step,action,eef_pos,good,drop_pos,success,failure
0,[-0.02260804  0.29761783 -0.03020763  1.        ],[ 0.16248017 -0.056903    0.89630874],True,[0.13535814 0.20270102 0.87      ],False,False
1,[-0.03101558  0.29687185 -0.03008553  1.        ],[ 0.16676717 -0.05364207  0.8979927 ],True,[0.13535814 0.20270102 0.87      ],False,False
2,[-0.03627289  0.2960392  -0.03232753  1.        ],[ 0.17047439 -0.05018401  0.90005042],True,[0.13535814 0.20270102 0.87      ],False,False
3,[-0.04097994  0.29511161 -0.03506822  1.        ],[ 0.17364459 -0.04665708  0.9018762 ],True,[0.13535814 0.20270102 0.87      ],False,False
4,[-0.04516935  0.29418611 -0.03760671  1.        ],[ 0.176262   -0.04308302  0.90335136],True,[0.13535814 0.20270102 0.87      ],False,False
5,[-0.0488139   0.29331398 -0.03980088  1.        ],[ 0.1783295  -0.03947286  0.90447262],True,[0.13535814 0.20270102 0.87      ],False,False
6,[-0.05190598  0.29252669 -0.04164017  1.        ],[ 0.17985979 -0.03583366  0.90525901],True,[0.13535814 0.20270102 0.87      ],False,False
7,[-0.05444767  0.29184662 -0.04313931  1.        ],[ 0.18088239 -0.0321709   0.90574004],True,[0.13535814 0.20270102 0.87      ],False,False
8,[-0.05645884  0.29128635 -0.04432452  1.        ],[ 0.18149378 -0.02849171  0.90595544],True,[0.13535814 0.20270102 0.87      ],False,False
9,[-0.0580378   0.29083628 -0.04523129  1.        ],[ 0.18173786 -0.02479941  0.90594352],True,[0.13535814 0.20270102 0.87      ],False,False
10,[-0.05922186  0.29049326 -0.04589596  1.        ],[ 0.18166445 -0.02109694  0.90573776],True,[0.13535814 0.20270102 0.87      ],False,False
11,[-0.06005598  0.29024993 -0.04634932  1.        ],[ 0.18132644 -0.01738698  0.90537027],True,[0.13535814 0.20270102 0.87      ],False,False
12,[-0.06059026  0.29009531 -0.04662113  1.        ],[ 0.18077483 -0.01367182  0.90487151],True,[0.13535814 0.20270102 0.87      ],False,False
13,[-0.06087453  0.29001662 -0.04674023  1.        ],[ 0.18005691 -0.00995328  0.90426985],True,[0.13535814 0.20270102 0.87      ],False,False
14,[-0.0609565   0.29000035 -0.04673439  1.        ],[ 0.17921522 -0.00623273  0.90359107],True,[0.13535814 0.20270102 0.87      ],False,False
15,[-0.06088058  0.29003314 -0.04662973  1.        ],[ 0.17828682 -0.00251106  0.9028579 ],True,[0.13535814 0.20270102 0.87      ],False,False
16,[-0.06068706  0.29010249 -0.04645028  1.        ],[0.17730309 0.00121121 0.90208977],True,[0.13535814 0.20270102 0.87      ],False,False
17,[-0.06041152  0.29019716 -0.04621752  1.        ],[0.1762897  0.0049339  0.90130274],True,[0.13535814 0.20270102 0.87      ],False,False
