step,action,eef_pos,good,target_pos,in_target
0,[ 0.3         0.07033643  0.         -1.        ],[-0.15710962 -0.00793178],True,[0.05400574 0.0419799 ],False
1,[ 0.3         0.07033643  0.         -1.        ],[-0.15527052 -0.00737246],True,[0.05400574 0.0419799 ],False
2,[ 0.3         0.07033643  0.         -1.        ],[-0.15289946 -0.00657055],True,[0.05400574 0.0419799 ],False
3,[ 0.3         0.07033643  0.         -1.        ],[-0.1502273  -0.00569553],True,[0.05400574 0.0419799 ],False
4,[ 0.3         0.07033643  0.         -1.        ],[-0.14729665 -0.00479272],True,[0.05400574 0.0419799 ],False
5,[ 0.3         0.07033643  0.         -1.        ],[-0.14414307 -0.00387928],True,[0.05400574 0.0419799 ],False
6,[ 0.3         0.07033643  0.         -1.        ],[-0.14081289 -0.00296316],True,[0.05400574 0.0419799 ],False
7,[ 0.3         0.07033643  0.         -1.        ],[-0.13733338 -0.00204811],True,[0.05400574 0.0419799 ],False
8,[ 0.3         0.07033643  0.         -1.        ],[-0.13373087 -0.00113564],True,[0.05400574 0.0419799 ],False
9,[ 0.3         0.07033643  0.         -1.        ],[-0.13003099 -0.00022608],True,[0.05400574 0.0419799 ],False
10,[ 0.3         0.07033643  0.         -1.        ],[-0.12625737  0.00068074],True,[0.05400574 0.0419799 ],False
11,[ 0.3         0.07033643  0.         -1.        ],[-0.12243075  0.00158614],True,[0.05400574 0.0419799 ],False
12,[ 0.3         0.07033643  0.         -1.        ],[-0.11856859  0.00249113],True,[0.05400574 0.0419799 ],False
13,[ 0.3         0.07033643  0.         -1.        ],[-0.11468497  0.00339323],True,[0.05400574 0.0419799 ],False
14,[ 0.3         0.07033643  0.         -1.        ],[-0.11079071  0.00429048],True,[0.05400574 0.0419799 ],False
15,[ 0.3         0.07033643  0.         -1.        ],[-0.10689377  0.00518372],True,[0.05400574 0.0419799 ],False
16,[ 0.3         0.07033643  0.         -1.        ],[-0.10299966  0.00607394],True,[0.05400574 0.0419799 ],True
17,[ 0.3         0.07033643  0.         -1.        ],[-0.09911185  0.00696178],True,[0.05400574 0.0419799 ],True
18,[ 0.3         0.07033643  0.         -1.        ],[-0.09523226  0.00784758],True,[0.05400574 0.0419799 ],True
19,[ 0.3         0.07033643  0.         -1.        ],[-0.09136161  0.00873151],True,[0.05400574 0.0419799 ],True
20,[ 0.3         0.07033643  0.         -1.        ],[-0.08749974  0.00961361],True,[0.05400574 0.0419799 ],True
21,[ 0.3         0.07033643  0.         -1.        ],[-0.08364597  0.01049391],True,[0.05400574 0.0419799 ],True
22,[ 0.3         0.07033643  0.         -1.        ],[-0.07979928  0.01137241],True,[0.05400574 0.0419799 ],True
23,[ 0.3         0.07033643  0.         -1.        ],[-0.07595849  0.01224913],True,[0.05400574 0.0419799 ],True
24,[ 0.3         0.07033643  0.         -1.        ],[-0.07212242  0.01312408],True,[0.05400574 0.0419799 ],True
25,[ 0.3         0.07033643  0.         -1.        ],[-0.06828996  0.01399729],True,[0.05400574 0.0419799 ],True
26,[ 0.3         0.07033643  0.         -1.        ],[-0.06446012  0.01486879],True,[0.05400574 0.0419799 ],True
27,[ 0.3         0.07033643  0.         -1.        ],[-0.06063207  0.01573863],True,[0.05400574 0.0419799 ],True
28,[ 0.3         0.07033643  0.         -1.        ],[-0.05680512  0.01660685],True,[0.05400574 0.0419799 ],True
29,[ 0.3         0.07033643  0.         -1.        ],[-0.05297877  0.01747348],True,[0.05400574 0.0419799 ],True
30,[ 0.3         0.07033643  0.         -1.        ],[-0.04915263  0.01833856],True,[0.05400574 0.0419799 ],True
31,[ 0.3         0.07033643  0.         -1.        ],[-0.04532644  0.01920213],True,[0.05400574 0.0419799 ],True
32,[ 0.3         0.07033643  0.         -1.        ],[-0.04150006  0.02006422],True,[0.05400574 0.0419799 ],True
33,[ 0.3         0.07033643  0.         -1.        ],[-0.03767339  0.02092487],True,[0.05400574 0.0419799 ],True
34,[ 0.3         0.07033643  0.         -1.        ],[-0.03384644  0.0217841 ],True,[0.05400574 0.0419799 ],True
35,[ 0.3         0.07033643  0.         -1.        ],[-0.03001922  0.02264193],True,[0.05400574 0.0419799 ],True
36,[ 0.3         0.07033643  0.         -1.        ],[-0.02619179  0.0234984 ],True,[0.05400574 0.0419799 ],True
37,[ 0.3         0.07033643  0.         -1.        ],[-0.02236424  0.02435352],True,[0.05400574 0.0419799 ],True
38,[ 0.3         0.07033643  0.         -1.        ],[-0.01853663  0.02520732],True,[0.05400574 0.0419799 ],True
39,[ 0.3         0.07033643  0.         -1.        ],[-0.01470906  0.02605981],True,[0.05400574 0.0419799 ],True
40,[ 0.3         0.07033643  0.         -1.        ],[-0.01088161  0.02691102],True,[0.05400574 0.0419799 ],True
41,[ 0.3         0.07033643  0.         -1.        ],[-0.00705437  0.02776097],True,[0.05400574 0.0419799 ],True
42,[ 0.3         0.07033643  0.         -1.        ],[-0.0032274   0.02860967],True,[0.05400574 0.0419799 ],False
43,[ 0.3         0.07033643  0.         -1.        ],[0.00059923 0.02945715],True,[0.05400574 0.0419799 ],False
44,[ 0.3         0.07033643  0.         -1.        ],[0.00442545 0.03030342],True,[0.05400574 0.0419799 ],True
45,[ 0.3         0.07033643  0.         -1.        ],[0.00825123 0.0311485 ],True,[0.05400574 0.0419799 ],True
46,[ 0.3         0.07033643  0.         -1.        ],[0.01207649 0.03199242],True,[0.05400574 0.0419799 ],True
47,[ 0.3         0.07033643  0.         -1.        ],[0.01590121 0.03283518],True,[0.05400574 0.0419799 ],True
48,[ 0.3         0.07033643  0.         -1.        ],[0.01972534 0.0336768 ],True,[0.05400574 0.0419799 ],True
49,[ 0.3         0.07033643  0.         -1.        ],[0.02354885 0.03451731],True,[0.05400574 0.0419799 ],True
50,[ 0.3         0.07033643  0.         -1.        ],[0.02737168 0.03535673],True,[0.05400574 0.0419799 ],True
51,[ 0.3         0.07033643  0.         -1.        ],[0.03119382 0.03619506],True,[0.05400574 0.0419799 ],True
