step,action,eef_pos,good,target_pos,in_target
0,[ 0.3         0.02125337  0.         -1.        ],[-0.15842288  0.07099098],True,[-0.03567555  0.07967247],False
1,[ 0.3         0.02125337  0.         -1.        ],[-0.15643723  0.07083379],True,[-0.03567555  0.07967247],False
2,[ 0.3         0.02125337  0.         -1.        ],[-0.1538583   0.07066552],True,[-0.03567555  0.07967247],False
3,[ 0.3         0.02125337  0.         -1.        ],[-0.15095917  0.07057905],True,[-0.03567555  0.07967247],False
4,[ 0.3         0.02125337  0.         -1.        ],[-0.14783866  0.07058943],True,[-0.03567555  0.07967247],False
5,[ 0.3         0.02125337  0.         -1.        ],[-0.14455409  0.07068367],True,[-0.03567555  0.07967247],False
6,[ 0.3         0.02125337  0.         -1.        ],[-0.14113442  0.07084352],True,[-0.03567555  0.07967247],False
7,[ 0.3         0.02125337  0.         -1.        ],[-0.13760189  0.07104951],True,[-0.03567555  0.07967247],False
8,[ 0.3         0.02125337  0.         -1.        ],[-0.13397537  0.07128454],True,[-0.03567555  0.07967247],False
9,[ 0.3         0.02125337  0.         -1.        ],[-0.13027155  0.07153544],True,[-0.03567555  0.07967247],False
10,[ 0.3         0.02125337  0.         -1.        ],[-0.12650547  0.07179303],True,[-0.03567555  0.07967247],False
11,[ 0.3         0.02125337  0.         -1.        ],[-0.12269054  0.07205036],True,[-0.03567555  0.07967247],False
12,[ 0.3         0.02125337  0.         -1.        ],[-0.11883975  0.0723066 ],True,[-0.03567555  0.07967247],False
13,[ 0.3         0.02125337  0.         -1.        ],[-0.11496615  0.07256917],True,[-0.03567555  0.07967247],False
14,[ 0.3         0.02125337  0.         -1.        ],[-0.11107959  0.07283924],True,[-0.03567555  0.07967247],False
15,[ 0.3         0.02125337  0.         -1.        ],[-0.1071878   0.07311704],True,[-0.03567555  0.07967247],False
16,[ 0.3         0.02125337  0.         -1.        ],[-0.10329658  0.07340202],True,[-0.03567555  0.07967247],False
17,[ 0.3         0.02125337  0.         -1.        ],[-0.09940988  0.07369295],True,[-0.03567555  0.07967247],False
18,[ 0.3         0.02125337  0.         -1.        ],[-0.09552988  0.07398735],True,[-0.03567555  0.07967247],False
19,[ 0.3         0.02125337  0.         -1.        ],[-0.09165761  0.07428325],True,[-0.03567555  0.07967247],False
20,[ 0.3         0.02125337  0.         -1.        ],[-0.08779328  0.07457937],True,[-0.03567555  0.07967247],False
21,[ 0.3         0.02125337  0.         -1.        ],[-0.08393651  0.07487498],True,[-0.03567555  0.07967247],True
22,[ 0.3         0.02125337  0.         -1.        ],[-0.08008656  0.07516975],True,[-0.03567555  0.07967247],True
23,[ 0.3         0.02125337  0.         -1.        ],[-0.07624247  0.07546355],True,[-0.03567555  0.07967247],True
24,[ 0.3         0.02125337  0.         -1.        ],[-0.07240322  0.07575642],True,[-0.03567555  0.07967247],True
25,[ 0.3         0.02125337  0.         -1.        ],[-0.06856781  0.07604849],True,[-0.03567555  0.07967247],True
26,[ 0.3         0.02125337  0.         -1.        ],[-0.06473533  0.07633989],True,[-0.03567555  0.07967247],True
27,[ 0.3         0.02125337  0.         -1.        ],[-0.06090498  0.07663077],True,[-0.03567555  0.07967247],True
28,[ 0.3         0.02125337  0.         -1.        ],[-0.05707611  0.07692128],True,[-0.03567555  0.07967247],True
29,[ 0.3         0.02125337  0.         -1.        ],[-0.05324822  0.07721151],True,[-0.03567555  0.07967247],True
30,[ 0.3         0.02125337  0.         -1.        ],[-0.04942091  0.07750156],True,[-0.03567555  0.07967247],True
31,[ 0  0  0 -1],[-0.04720006  0.07772577],True,[-0.03567555  0.07967247],True
32,[ 0  0  0 -1],[-0.04615153  0.07794432],True,[-0.03567555  0.07967247],True
33,[ 0  0  0 -1],[-0.04535584  0.07814563],True,[-0.03567555  0.07967247],True
