step,action,eef_pos,good,target_pos,in_target
0,[-0.21321696  0.3         0.         -1.        ],[ 0.12430033 -0.13346416],True,[-0.07439008  0.14642784],False
1,[-0.21321696  0.3         0.         -1.        ],[ 0.12343593 -0.131833  ],True,[-0.07439008  0.14642784],False
2,[-0.21321696  0.3         0.         -1.        ],[ 0.122438   -0.12960464],True,[-0.07439008  0.14642784],False
3,[-0.21321696  0.3         0.         -1.        ],[ 0.12128514 -0.12695835],True,[-0.07439008  0.14642784],False
4,[-0.21321696  0.3         0.         -1.        ],[ 0.11992513 -0.12396415],True,[-0.07439008  0.14642784],False
5,[-0.21321696  0.3         0.         -1.        ],[ 0.11834543 -0.12069602],True,[-0.07439008  0.14642784],False
6,[-0.21321696  0.3         0.         -1.        ],[ 0.11654847 -0.11722202],True,[-0.07439008  0.14642784],False
7,[-0.21321696  0.3         0.         -1.        ],[ 0.11453635 -0.11359687],True,[-0.07439008  0.14642784],False
8,[-0.21321696  0.3         0.         -1.        ],[ 0.11232266 -0.10986486],True,[-0.07439008  0.14642784],False
9,[-0.21321696  0.3         0.         -1.        ],[ 0.10992939 -0.10606042],True,[-0.07439008  0.14642784],False
10,[-0.21321696  0.3         0.         -1.        ],[ 0.10738319 -0.10220936],True,[-0.07439008  0.14642784],False
11,[-0.21321696  0.3         0.         -1.        ],[ 0.10471229 -0.09833041],True,[-0.07439008  0.14642784],False
12,[-0.21321696  0.3         0.         -1.        ],[ 0.10194436 -0.09443677],True,[-0.07439008  0.14642784],False
13,[-0.21321696  0.3         0.         -1.        ],[ 0.09910495 -0.09053737],True,[-0.07439008  0.14642784],False
14,[-0.21321696  0.3         0.         -1.        ],[ 0.09621657 -0.08663794],True,[-0.07439008  0.14642784],False
15,[-0.21321696  0.3         0.         -1.        ],[ 0.09329819 -0.08274192],True,[-0.07439008  0.14642784],False
16,[-0.21321696  0.3         0.         -1.        ],[ 0.09036516 -0.07885113],True,[-0.07439008  0.14642784],False
17,[-0.21321696  0.3         0.         -1.        ],[ 0.08742932 -0.07496624],True,[-0.07439008  0.14642784],False
18,[-0.21321696  0.3         0.         -1.        ],[ 0.08449929 -0.0710872 ],True,[-0.07439008  0.14642784],False
19,[-0.21321696  0.3         0.         -1.        ],[ 0.08158091 -0.06721354],True,[-0.07439008  0.14642784],False
20,[-0.21321696  0.3         0.         -1.        ],[ 0.07867769 -0.06334453],True,[-0.07439008  0.14642784],False
21,[-0.21321696  0.3         0.         -1.        ],[ 0.07579126 -0.05947934],True,[-0.07439008  0.14642784],False
22,[-0.21321696  0.3         0.         -1.        ],[ 0.07292187 -0.05561715],True,[-0.07439008  0.14642784],False
23,[-0.21321696  0.3         0.         -1.        ],[ 0.07006869 -0.05175719],True,[-0.07439008  0.14642784],False
24,[-0.21321696  0.3         0.         -1.        ],[ 0.06723027 -0.04789877],True,[-0.07439008  0.14642784],False
25,[-0.21321696  0.3         0.         -1.        ],[ 0.06440475 -0.04404129],True,[-0.07439008  0.14642784],False
26,[-0.21321696  0.3         0.         -1.        ],[ 0.0615901  -0.04018429],True,[-0.07439008  0.14642784],False
27,[-0.21321696  0.3         0.         -1.        ],[ 0.05878434 -0.03632735],True,[-0.07439008  0.14642784],False
28,[-0.21321696  0.3         0.         -1.        ],[ 0.05598558 -0.03247017],True,[-0.07439008  0.14642784],False
29,[-0.21321696  0.3         0.         -1.        ],[ 0.05319216 -0.02861251],True,[-0.07439008  0.14642784],False
30,[-0.21321696  0.3         0.         -1.        ],[ 0.05040266 -0.02475421],True,[-0.07439008  0.14642784],False
31,[-0.21321696  0.3         0.         -1.        ],[ 0.04761591 -0.02089514],True,[-0.07439008  0.14642784],False
32,[-0.21321696  0.3         0.         -1.        ],[ 0.04483098 -0.01703519],True,[-0.07439008  0.14642784],False
33,[-0.21321696  0.3         0.         -1.        ],[ 0.04204718 -0.01317432],True,[-0.07439008  0.14642784],False
34,[-0.21321696  0.3         0.         -1.        ],[ 0.03926401 -0.00931248],True,[-0.07439008  0.14642784],False
35,[-0.21321696  0.3         0.         -1.        ],[ 0.03648116 -0.00544964],True,[-0.07439008  0.14642784],False
36,[-0.21321696  0.3         0.         -1.        ],[ 0.03369841 -0.00158578],True,[-0.07439008  0.14642784],False
37,[-0.21321696  0.3         0.         -1.        ],[0.03091568 0.00227912],True,[-0.07439008  0.14642784],False
38,[-0.21321696  0.3         0.         -1.        ],[0.02813295 0.00614506],True,[-0.07439008  0.14642784],False
39,[-0.21321696  0.3         0.         -1.        ],[0.02535025 0.01001206],True,[-0.07439008  0.14642784],False
40,[-0.21321696  0.3         0.         -1.        ],[0.02256764 0.01388014],True,[-0.07439008  0.14642784],False
41,[-0.21321696  0.3         0.         -1.        ],[0.01978521 0.01774931],True,[-0.07439008  0.14642784],False
42,[-0.21321696  0.3         0.         -1.        ],[0.01700302 0.02161957],True,[-0.07439008  0.14642784],False
43,[-0.21321696  0.3         0.         -1.        ],[0.01422117 0.02549095],True,[-0.07439008  0.14642784],False
44,[-0.21321696  0.3         0.         -1.        ],[0.01143971 0.02936346],True,[-0.07439008  0.14642784],False
45,[-0.21321696  0.3         0.         -1.        ],[0.00865869 0.03323711],True,[-0.07439008  0.14642784],False
46,[-0.21321696  0.3         0.         -1.        ],[0.00587816 0.03711191],True,[-0.07439008  0.14642784],False
47,[-0.21321696  0.3         0.         -1.        ],[0.00309813 0.04098788],True,[-0.07439008  0.14642784],False
48,[-0.21321696  0.3         0.         -1.        ],[0.00031863 0.04486502],True,[-0.07439008  0.14642784],False
49,[-0.21321696  0.3         0.         -1.        ],[-0.00246036  0.04874335],True,[-0.07439008  0.14642784],False
50,[-0.21321696  0.3         0.         -1.        ],[-0.00523884  0.05262286],True,[-0.07439008  0.14642784],False
51,[-0.21321696  0.3         0.         -1.        ],[-0.00801683  0.05650357],True,[-0.07439008  0.14642784],False
52,[-0.21321696  0.3         0.         -1.        ],[-0.01079435  0.06038548],True,[-0.07439008  0.14642784],False
53,[-0.21321696  0.3         0.         -1.        ],[-0.01357144  0.06426859],True,[-0.07439008  0.14642784],False
54,[-0.21321696  0.3         0.         -1.        ],[-0.01634813  0.0681529 ],True,[-0.07439008  0.14642784],False
55,[-0.21321696  0.3         0.         -1.        ],[-0.01912444  0.0720384 ],True,[-0.07439008  0.14642784],False
56,[-0.21321696  0.3         0.         -1.        ],[-0.02190041  0.0759251 ],True,[-0.07439008  0.14642784],False
57,[-0.21321696  0.3         0.         -1.        ],[-0.02467607  0.07981299],True,[-0.07439008  0.14642784],False
58,[-0.21321696  0.3         0.         -1.        ],[-0.02745146  0.08370206],True,[-0.07439008  0.14642784],False
59,[-0.21321696  0.3         0.         -1.        ],[-0.0302266  0.0875923],True,[-0.07439008  0.14642784],False
60,[-0.21321696  0.3         0.         -1.        ],[-0.03300152  0.09148372],True,[-0.07439008  0.14642784],False
61,[-0.21321696  0.3         0.         -1.        ],[-0.03577626  0.09537629],True,[-0.07439008  0.14642784],False
62,[-0.21321696  0.3         0.         -1.        ],[-0.03855083  0.09927001],True,[-0.07439008  0.14642784],True
63,[-0.21321696  0.3         0.         -1.        ],[-0.04132526  0.10316487],True,[-0.07439008  0.14642784],True
64,[-0.21321696  0.3         0.         -1.        ],[-0.04409957  0.10706085],True,[-0.07439008  0.14642784],True
65,[-0.21321696  0.3         0.         -1.        ],[-0.04687378  0.11095795],True,[-0.07439008  0.14642784],True
66,[-0.21321696  0.3         0.         -1.        ],[-0.04964791  0.11485614],True,[-0.07439008  0.14642784],True
67,[ 0.  0.  0. -1.],[-0.05124085  0.11702957],True,[-0.07439008  0.14642784],True
68,[ 0.  0.  0. -1.],[-0.05190489  0.11773906],True,[-0.07439008  0.14642784],True
69,[ 0.  0.  0. -1.],[-0.05234577  0.11807386],True,[-0.07439008  0.14642784],True
70,[ 0.  0.  0. -1.],[-0.05266068  0.11823307],True,[-0.07439008  0.14642784],True
71,[ 0.  0.  0. -1.],[-0.05287938  0.11830229],True,[-0.07439008  0.14642784],True
72,[ 0.  0.  0. -1.],[-0.05301731  0.11833986],True,[-0.07439008  0.14642784],True
73,[ 0.  0.  0. -1.],[-0.05309761  0.11836421],True,[-0.07439008  0.14642784],True
74,[ 0.  0.  0. -1.],[-0.05315272  0.1183784 ],True,[-0.07439008  0.14642784],True
75,[ 0.  0.  0. -1.],[-0.05320054  0.11838652],True,[-0.07439008  0.14642784],True
76,[ 0.  0.  0. -1.],[-0.05324114  0.11839384],True,[-0.07439008  0.14642784],True
77,[ 0.  0.  0. -1.],[-0.05327493  0.11840327],True,[-0.07439008  0.14642784],True
78,[ 0.  0.  0. -1.],[-0.05330331  0.11841604],True,[-0.07439008  0.14642784],True
79,[ 0.  0.  0. -1.],[-0.05332754  0.11843228],True,[-0.07439008  0.14642784],True
80,[ 0.  0.  0. -1.],[-0.05334807  0.11844981],True,[-0.07439008  0.14642784],True
81,[ 0.  0.  0. -1.],[-0.05336525  0.1184666 ],True,[-0.07439008  0.14642784],True
82,[ 0.  0.  0. -1.],[-0.05337967  0.11848187],True,[-0.07439008  0.14642784],True
83,[ 0.  0.  0. -1.],[-0.05339262  0.1184954 ],True,[-0.07439008  0.14642784],True
84,[ 0.  0.  0. -1.],[-0.05340453  0.11850746],True,[-0.07439008  0.14642784],True
85,[ 0.  0.  0. -1.],[-0.0534155   0.11851821],True,[-0.07439008  0.14642784],True
