step,action,eef_pos,good,target_pos,in_target
0,[ 0.3        -0.01968721  0.         -1.        ],[-0.09007241 -0.01083204],True,[ 0.11247077 -0.02408188],True
1,[ 0.3        -0.01968721  0.         -1.        ],[-0.08838671 -0.01095332],True,[ 0.11247077 -0.02408188],True
2,[ 0.3        -0.01968721  0.         -1.        ],[-0.08618824 -0.01108333],True,[ 0.11247077 -0.02408188],True
3,[ 0.3        -0.01968721  0.         -1.        ],[-0.08366687 -0.01121794],True,[ 0.11247077 -0.02408188],True
4,[ 0.3        -0.01968721  0.         -1.        ],[-0.08085825 -0.01136142],True,[ 0.11247077 -0.02408188],True
5,[ 0.3        -0.01968721  0.         -1.        ],[-0.07781446 -0.01151402],True,[ 0.11247077 -0.02408188],True
6,[ 0.3        -0.01968721  0.         -1.        ],[-0.07456602 -0.01167512],True,[ 0.11247077 -0.02408188],True
7,[ 0.3        -0.01968721  0.         -1.        ],[-0.07114179 -0.0118434 ],True,[ 0.11247077 -0.02408188],True
8,[ 0.3        -0.01968721  0.         -1.        ],[-0.06757253 -0.01201718],True,[ 0.11247077 -0.02408188],True
9,[ 0.3        -0.01968721  0.         -1.        ],[-0.06388854 -0.01219483],True,[ 0.11247077 -0.02408188],True
10,[ 0.3        -0.01968721  0.         -1.        ],[-0.06011781 -0.0123749 ],True,[ 0.11247077 -0.02408188],False
11,[ 0.3        -0.01968721  0.         -1.        ],[-0.05628485 -0.01255625],True,[ 0.11247077 -0.02408188],False
12,[ 0.3        -0.01968721  0.         -1.        ],[-0.05241026 -0.01273797],True,[ 0.11247077 -0.02408188],False
13,[ 0.3        -0.01968721  0.         -1.        ],[-0.04851065 -0.01291945],True,[ 0.11247077 -0.02408188],False
14,[ 0.3        -0.01968721  0.         -1.        ],[-0.04459884 -0.01310083],True,[ 0.11247077 -0.02408188],False
15,[ 0.3        -0.01968721  0.         -1.        ],[-0.04068429 -0.01328244],True,[ 0.11247077 -0.02408188],False
16,[ 0.3        -0.01968721  0.         -1.        ],[-0.03677353 -0.01346392],True,[ 0.11247077 -0.02408188],False
17,[ 0.3        -0.01968721  0.         -1.        ],[-0.03287073 -0.013645  ],True,[ 0.11247077 -0.02408188],False
18,[ 0.3        -0.01968721  0.         -1.        ],[-0.02897819 -0.01382558],True,[ 0.11247077 -0.02408188],False
19,[ 0.3        -0.01968721  0.         -1.        ],[-0.0250968  -0.01400559],True,[ 0.11247077 -0.02408188],False
20,[ 0.3        -0.01968721  0.         -1.        ],[-0.02122647 -0.01418504],True,[ 0.11247077 -0.02408188],False
21,[ 0.3        -0.01968721  0.         -1.        ],[-0.01736642 -0.01436395],True,[ 0.11247077 -0.02408188],False
22,[ 0.3        -0.01968721  0.         -1.        ],[-0.01351548 -0.01454237],True,[ 0.11247077 -0.02408188],False
23,[ 0.3        -0.01968721  0.         -1.        ],[-0.00967232 -0.01472034],True,[ 0.11247077 -0.02408188],False
24,[ 0.3        -0.01968721  0.         -1.        ],[-0.00583555 -0.0148979 ],True,[ 0.11247077 -0.02408188],False
25,[ 0.3        -0.01968721  0.         -1.        ],[-0.00200387 -0.0150751 ],True,[ 0.11247077 -0.02408188],False
26,[ 0.3        -0.01968721  0.         -1.        ],[ 0.00182387 -0.01525198],True,[ 0.11247077 -0.02408188],False
27,[ 0.3        -0.01968721  0.         -1.        ],[ 0.00564867 -0.01542857],True,[ 0.11247077 -0.02408188],False
28,[ 0.3        -0.01968721  0.         -1.        ],[ 0.00947134 -0.01560493],True,[ 0.11247077 -0.02408188],False
29,[ 0.3        -0.01968721  0.         -1.        ],[ 0.0132925  -0.01578107],True,[ 0.11247077 -0.02408188],False
30,[ 0.3        -0.01968721  0.         -1.        ],[ 0.01711262 -0.01595702],True,[ 0.11247077 -0.02408188],False
