step,action,eef_pos,good,target_pos,in_target
0,[-0.06026915 -0.3         0.         -1.        ],[-0.07465821  0.26140346],True,[-0.11335378  0.06483571],False
1,[-0.06026915 -0.3         0.         -1.        ],[-0.07514562  0.26136884],True,[-0.11335378  0.06483571],False
2,[-0.06026915 -0.3         0.         -1.        ],[-0.0755456   0.26032366],True,[-0.11335378  0.06483571],False
3,[-0.06026915 -0.3         0.         -1.        ],[-0.07588224  0.25848773],True,[-0.11335378  0.06483571],False
4,[-0.06026915 -0.3         0.         -1.        ],[-0.07620178  0.25600917],True,[-0.11335378  0.06483571],False
5,[-0.06026915 -0.3         0.         -1.        ],[-0.07654595  0.25303311],True,[-0.11335378  0.06483571],False
6,[-0.06026915 -0.3         0.         -1.        ],[-0.07695076  0.24968363],True,[-0.11335378  0.06483571],False
7,[-0.06026915 -0.3         0.         -1.        ],[-0.07743534  0.24606715],True,[-0.11335378  0.06483571],False
8,[-0.06026915 -0.3         0.         -1.        ],[-0.07800455  0.24227017],True,[-0.11335378  0.06483571],False
9,[-0.06026915 -0.3         0.         -1.        ],[-0.07865338  0.23835975],True,[-0.11335378  0.06483571],False
10,[-0.06026915 -0.3         0.         -1.        ],[-0.07937102  0.23438562],True,[-0.11335378  0.06483571],False
11,[-0.06026915 -0.3         0.         -1.        ],[-0.08014401  0.23038297],True,[-0.11335378  0.06483571],False
12,[-0.06026915 -0.3         0.         -1.        ],[-0.08095841  0.22637528],True,[-0.11335378  0.06483571],False
13,[-0.06026915 -0.3         0.         -1.        ],[-0.08180127  0.22237702],True,[-0.11335378  0.06483571],False
14,[-0.06026915 -0.3         0.         -1.        ],[-0.08266137  0.21839603],True,[-0.11335378  0.06483571],False
15,[-0.06026915 -0.3         0.         -1.        ],[-0.08352961  0.21443546],True,[-0.11335378  0.06483571],False
16,[-0.06026915 -0.3         0.         -1.        ],[-0.08439901  0.21049537],True,[-0.11335378  0.06483571],False
17,[-0.06026915 -0.3         0.         -1.        ],[-0.08526459  0.20657398],True,[-0.11335378  0.06483571],False
18,[-0.06026915 -0.3         0.         -1.        ],[-0.0861231   0.20266852],True,[-0.11335378  0.06483571],False
19,[-0.06026915 -0.3         0.         -1.        ],[-0.08697271  0.19877589],True,[-0.11335378  0.06483571],False
20,[-0.06026915 -0.3         0.         -1.        ],[-0.08781269  0.19489307],True,[-0.11335378  0.06483571],False
21,[-0.06026915 -0.3         0.         -1.        ],[-0.08864312  0.19101733],True,[-0.11335378  0.06483571],False
22,[-0.06026915 -0.3         0.         -1.        ],[-0.0894646   0.18714637],True,[-0.11335378  0.06483571],False
23,[-0.06026915 -0.3         0.         -1.        ],[-0.09027808  0.18327831],True,[-0.11335378  0.06483571],False
24,[-0.06026915 -0.3         0.         -1.        ],[-0.09108466  0.17941172],True,[-0.11335378  0.06483571],False
25,[-0.06026915 -0.3         0.         -1.        ],[-0.09188545  0.17554553],True,[-0.11335378  0.06483571],False
26,[-0.06026915 -0.3         0.         -1.        ],[-0.09268151  0.17167899],True,[-0.11335378  0.06483571],False
27,[-0.06026915 -0.3         0.         -1.        ],[-0.09347378  0.16781158],True,[-0.11335378  0.06483571],False
28,[-0.06026915 -0.3         0.         -1.        ],[-0.09426305  0.16394296],True,[-0.11335378  0.06483571],False
29,[-0.06026915 -0.3         0.         -1.        ],[-0.09504996  0.16007294],True,[-0.11335378  0.06483571],False
30,[-0.06026915 -0.3         0.         -1.        ],[-0.09583502  0.1562014 ],True,[-0.11335378  0.06483571],False
31,[-0.06026915 -0.3         0.         -1.        ],[-0.09661857  0.1523283 ],True,[-0.11335378  0.06483571],False
32,[-0.06026915 -0.3         0.         -1.        ],[-0.09740086  0.14845362],True,[-0.11335378  0.06483571],False
33,[-0.06026915 -0.3         0.         -1.        ],[-0.09818205  0.14457737],True,[-0.11335378  0.06483571],False
34,[-0.06026915 -0.3         0.         -1.        ],[-0.09896222  0.14069957],True,[-0.11335378  0.06483571],False
35,[-0.06026915 -0.3         0.         -1.        ],[-0.0997414   0.13682023],True,[-0.11335378  0.06483571],False
36,[-0.06026915 -0.3         0.         -1.        ],[-0.10051957  0.13293938],True,[-0.11335378  0.06483571],False
37,[-0.06026915 -0.3         0.         -1.        ],[-0.10129672  0.12905704],True,[-0.11335378  0.06483571],False
38,[-0.06026915 -0.3         0.         -1.        ],[-0.1020728   0.12517321],True,[-0.11335378  0.06483571],False
39,[-0.06026915 -0.3         0.         -1.        ],[-0.10284777  0.12128792],True,[-0.11335378  0.06483571],False
40,[-0.06026915 -0.3         0.         -1.        ],[-0.1036216   0.11740117],True,[-0.11335378  0.06483571],False
41,[-0.06026915 -0.3         0.         -1.        ],[-0.10439426  0.11351296],True,[-0.11335378  0.06483571],True
42,[-0.06026915 -0.3         0.         -1.        ],[-0.10516574  0.10962331],True,[-0.11335378  0.06483571],True
43,[ 0.  0.  0. -1.],[-0.1056322   0.10740187],True,[-0.11335378  0.06483571],True
44,[ 0.  0.  0. -1.],[-0.10590311  0.10653012],True,[-0.11335378  0.06483571],True
45,[ 0.  0.  0. -1.],[-0.10612536  0.10602597],True,[-0.11335378  0.06483571],True
46,[ 0.  0.  0. -1.],[-0.10629807  0.10573889],True,[-0.11335378  0.06483571],True
47,[ 0.  0.  0. -1.],[-0.10640892  0.10558324],True,[-0.11335378  0.06483571],True
48,[ 0.  0.  0. -1.],[-0.10646891  0.10550244],True,[-0.11335378  0.06483571],True
49,[ 0.  0.  0. -1.],[-0.10651019  0.10545634],True,[-0.11335378  0.06483571],True
50,[ 0.  0.  0. -1.],[-0.10655226  0.1054276 ],True,[-0.11335378  0.06483571],True
51,[ 0.  0.  0. -1.],[-0.10658926  0.10541014],True,[-0.11335378  0.06483571],True
52,[ 0.  0.  0. -1.],[-0.10661953  0.10539888],True,[-0.11335378  0.06483571],True
53,[ 0.  0.  0. -1.],[-0.10664362  0.10539024],True,[-0.11335378  0.06483571],True
54,[ 0.  0.  0. -1.],[-0.10666245  0.10538217],True,[-0.11335378  0.06483571],True
55,[ 0.  0.  0. -1.],[-0.10667694  0.10537366],True,[-0.11335378  0.06483571],True
56,[ 0.  0.  0. -1.],[-0.10668788  0.10536437],True,[-0.11335378  0.06483571],True
57,[ 0.  0.  0. -1.],[-0.106696   0.1053546],True,[-0.11335378  0.06483571],True
58,[ 0.  0.  0. -1.],[-0.10670197  0.10534527],True,[-0.11335378  0.06483571],True
59,[ 0.  0.  0. -1.],[-0.10670627  0.1053366 ],True,[-0.11335378  0.06483571],True
60,[ 0.  0.  0. -1.],[-0.10670933  0.10532863],True,[-0.11335378  0.06483571],True
61,[ 0.  0.  0. -1.],[-0.10671148  0.10532136],True,[-0.11335378  0.06483571],True
62,[ 0.  0.  0. -1.],[-0.10671296  0.10531472],True,[-0.11335378  0.06483571],True
63,[ 0.  0.  0. -1.],[-0.10671394  0.10530867],True,[-0.11335378  0.06483571],True
64,[ 0.  0.  0. -1.],[-0.10671458  0.10530314],True,[-0.11335378  0.06483571],True
65,[ 0.  0.  0. -1.],[-0.10671505  0.10529804],True,[-0.11335378  0.06483571],True
66,[ 0.  0.  0. -1.],[-0.1067156  0.1052933],True,[-0.11335378  0.06483571],True
67,[ 0.  0.  0. -1.],[-0.10671621  0.10528887],True,[-0.11335378  0.06483571],True
68,[ 0.  0.  0. -1.],[-0.10671689  0.10528476],True,[-0.11335378  0.06483571],True
69,[ 0.  0.  0. -1.],[-0.10671763  0.10528093],True,[-0.11335378  0.06483571],True
70,[ 0.  0.  0. -1.],[-0.10671843  0.10527736],True,[-0.11335378  0.06483571],True
71,[ 0.  0.  0. -1.],[-0.10671927  0.10527405],True,[-0.11335378  0.06483571],True
72,[ 0.  0.  0. -1.],[-0.10672016  0.10527096],True,[-0.11335378  0.06483571],True
73,[ 0.  0.  0. -1.],[-0.10672109  0.10526809],True,[-0.11335378  0.06483571],True
74,[ 0.  0.  0. -1.],[-0.10672206  0.10526542],True,[-0.11335378  0.06483571],True
75,[ 0.  0.  0. -1.],[-0.10672305  0.10526293],True,[-0.11335378  0.06483571],True
76,[ 0.  0.  0. -1.],[-0.10672408  0.10526062],True,[-0.11335378  0.06483571],True
77,[ 0.  0.  0. -1.],[-0.10672514  0.10525846],True,[-0.11335378  0.06483571],True
78,[ 0.  0.  0. -1.],[-0.10672622  0.10525646],True,[-0.11335378  0.06483571],True
79,[ 0.  0.  0. -1.],[-0.10672732  0.10525459],True,[-0.11335378  0.06483571],True
80,[ 0.  0.  0. -1.],[-0.10672843  0.10525286],True,[-0.11335378  0.06483571],True
81,[ 0.  0.  0. -1.],[-0.10672957  0.10525124],True,[-0.11335378  0.06483571],True
82,[ 0.  0.  0. -1.],[-0.10673071  0.10524973],True,[-0.11335378  0.06483571],True
83,[ 0.  0.  0. -1.],[-0.10673186  0.10524827],True,[-0.11335378  0.06483571],True
84,[ 0.  0.  0. -1.],[-0.10673298  0.10524683],True,[-0.11335378  0.06483571],True
85,[ 0.  0.  0. -1.],[-0.1067341   0.10524539],True,[-0.11335378  0.06483571],True
86,[ 0.  0.  0. -1.],[-0.1067352   0.10524397],True,[-0.11335378  0.06483571],True
87,[ 0.  0.  0. -1.],[-0.10673629  0.10524256],True,[-0.11335378  0.06483571],True
88,[ 0.  0.  0. -1.],[-0.10673737  0.10524116],True,[-0.11335378  0.06483571],True
89,[ 0.  0.  0. -1.],[-0.10673843  0.10523977],True,[-0.11335378  0.06483571],True
90,[ 0.  0.  0. -1.],[-0.10673948  0.1052384 ],True,[-0.11335378  0.06483571],True
91,[ 0.  0.  0. -1.],[-0.10674052  0.10523703],True,[-0.11335378  0.06483571],True
92,[ 0.  0.  0. -1.],[-0.10674155  0.10523568],True,[-0.11335378  0.06483571],True
93,[ 0.  0.  0. -1.],[-0.10674257  0.10523435],True,[-0.11335378  0.06483571],True
94,[ 0.  0.  0. -1.],[-0.10674357  0.10523302],True,[-0.11335378  0.06483571],True
95,[ 0.  0.  0. -1.],[-0.10674456  0.1052317 ],True,[-0.11335378  0.06483571],True
96,[ 0.  0.  0. -1.],[-0.10674554  0.1052304 ],True,[-0.11335378  0.06483571],True
97,[ 0.  0.  0. -1.],[-0.10674651  0.1052291 ],True,[-0.11335378  0.06483571],True
98,[ 0.  0.  0. -1.],[-0.10674746  0.10522782],True,[-0.11335378  0.06483571],True
99,[ 0.  0.  0. -1.],[-0.10674841  0.10522655],True,[-0.11335378  0.06483571],True
100,[ 0.  0.  0. -1.],[-0.10674935  0.10522529],True,[-0.11335378  0.06483571],True
101,[ 0.  0.  0. -1.],[-0.10675027  0.10522404],True,[-0.11335378  0.06483571],True
102,[ 0.  0.  0. -1.],[-0.10675118  0.1052228 ],True,[-0.11335378  0.06483571],True
103,[ 0.  0.  0. -1.],[-0.10675208  0.10522158],True,[-0.11335378  0.06483571],True
104,[ 0.  0.  0. -1.],[-0.10675298  0.10522036],True,[-0.11335378  0.06483571],True
105,[ 0.  0.  0. -1.],[-0.10675386  0.10521915],True,[-0.11335378  0.06483571],True
106,[ 0.  0.  0. -1.],[-0.10675473  0.10521796],True,[-0.11335378  0.06483571],True
107,[ 0.  0.  0. -1.],[-0.10675559  0.10521677],True,[-0.11335378  0.06483571],True
108,[ 0.  0.  0. -1.],[-0.10675644  0.10521559],True,[-0.11335378  0.06483571],True
109,[ 0.  0.  0. -1.],[-0.10675728  0.10521443],True,[-0.11335378  0.06483571],True
110,[ 0.  0.  0. -1.],[-0.10675811  0.10521327],True,[-0.11335378  0.06483571],True
111,[ 0.  0.  0. -1.],[-0.10675893  0.10521212],True,[-0.11335378  0.06483571],True
112,[ 0.  0.  0. -1.],[-0.10675974  0.10521099],True,[-0.11335378  0.06483571],True
113,[ 0.  0.  0. -1.],[-0.10676054  0.10520986],True,[-0.11335378  0.06483571],True
114,[ 0.  0.  0. -1.],[-0.10676134  0.10520874],True,[-0.11335378  0.06483571],True
115,[ 0.  0.  0. -1.],[-0.10676212  0.10520764],True,[-0.11335378  0.06483571],True
116,[ 0.  0.  0. -1.],[-0.10676289  0.10520654],True,[-0.11335378  0.06483571],True
117,[ 0.  0.  0. -1.],[-0.10676366  0.10520545],True,[-0.11335378  0.06483571],True
118,[ 0.  0.  0. -1.],[-0.10676441  0.10520437],True,[-0.11335378  0.06483571],True
119,[ 0.  0.  0. -1.],[-0.10676516  0.1052033 ],True,[-0.11335378  0.06483571],True
120,[ 0.  0.  0. -1.],[-0.1067659   0.10520224],True,[-0.11335378  0.06483571],True
121,[ 0.  0.  0. -1.],[-0.10676663  0.10520119],True,[-0.11335378  0.06483571],True
122,[ 0.  0.  0. -1.],[-0.10676735  0.10520014],True,[-0.11335378  0.06483571],True
123,[ 0.  0.  0. -1.],[-0.10676806  0.10519911],True,[-0.11335378  0.06483571],True
124,[ 0.  0.  0. -1.],[-0.10676876  0.10519808],True,[-0.11335378  0.06483571],True
125,[ 0.  0.  0. -1.],[-0.10676946  0.10519706],True,[-0.11335378  0.06483571],True
126,[ 0.  0.  0. -1.],[-0.10677015  0.10519606],True,[-0.11335378  0.06483571],True
127,[ 0.  0.  0. -1.],[-0.10677083  0.10519506],True,[-0.11335378  0.06483571],True
128,[ 0.  0.  0. -1.],[-0.1067715   0.10519406],True,[-0.11335378  0.06483571],True
