step,action,eef_pos,good,target_pos,in_target
0,[ 0.0599085  0.3        0.        -1.       ],[-0.14279652 -0.16077713],False,[-0.13118533 -0.19335169],True
1,[ 0.0599085  0.3        0.        -1.       ],[-0.14207416 -0.15873059],False,[-0.13118533 -0.19335169],True
2,[ 0.0599085  0.3        0.        -1.       ],[-0.14137252 -0.1560116 ],False,[-0.13118533 -0.19335169],True
3,[ 0.0599085  0.3        0.        -1.       ],[-0.14071246 -0.1528938 ],False,[-0.13118533 -0.19335169],True
4,[ 0.0599085  0.3        0.        -1.       ],[-0.14008339 -0.14948928],False,[-0.13118533 -0.19335169],True
5,[ 0.0599085  0.3        0.        -1.       ],[-0.13947203 -0.14587323],False,[-0.13118533 -0.19335169],True
6,[ 0.0599085  0.3        0.        -1.       ],[-0.13886418 -0.14210755],False,[-0.13118533 -0.19335169],False
7,[ 0.0599085  0.3        0.        -1.       ],[-0.1382473  -0.13824211],False,[-0.13118533 -0.19335169],False
8,[ 0.0599085  0.3        0.        -1.       ],[-0.13761185 -0.134315  ],False,[-0.13118533 -0.19335169],False
9,[ 0.0599085  0.3        0.        -1.       ],[-0.13695162 -0.13035394],False,[-0.13118533 -0.19335169],False
10,[ 0.0599085  0.3        0.        -1.       ],[-0.13626358 -0.12637801],False,[-0.13118533 -0.19335169],False
11,[ 0.0599085  0.3        0.        -1.       ],[-0.13554737 -0.12239953],False,[-0.13118533 -0.19335169],False
12,[ 0.0599085  0.3        0.        -1.       ],[-0.13480466 -0.11842577],False,[-0.13118533 -0.19335169],False
13,[ 0.0599085  0.3        0.        -1.       ],[-0.13403852 -0.11446036],False,[-0.13118533 -0.19335169],False
14,[ 0.0599085  0.3        0.        -1.       ],[-0.13325278 -0.11050452],False,[-0.13118533 -0.19335169],False
15,[ 0.0599085  0.3        0.        -1.       ],[-0.13245154 -0.10655791],False,[-0.13118533 -0.19335169],False
16,[ 0.0599085  0.3        0.        -1.       ],[-0.13163876 -0.10261937],False,[-0.13118533 -0.19335169],False
17,[ 0.0599085  0.3        0.        -1.       ],[-0.13081802 -0.09868733],False,[-0.13118533 -0.19335169],False
18,[ 0.0599085  0.3        0.        -1.       ],[-0.12999234 -0.09476018],False,[-0.13118533 -0.19335169],False
