step,action,eef_pos,good,target_pos,in_target
0,[ 0.1004851  0.3        0.        -1.       ],[-0.07056875 -0.25570943],True,[0.03697414 0.06917766],False
1,[ 0.1004851  0.3        0.        -1.       ],[-0.06932798 -0.25403593],True,[0.03697414 0.06917766],False
2,[ 0.1004851  0.3        0.        -1.       ],[-0.06800747 -0.25175383],True,[0.03697414 0.06917766],False
3,[ 0.1004851  0.3        0.        -1.       ],[-0.06661919 -0.2490466 ],True,[0.03697414 0.06917766],False
4,[ 0.1004851  0.3        0.        -1.       ],[-0.0651963  -0.24598224],True,[0.03697414 0.06917766],False
5,[ 0.1004851  0.3        0.        -1.       ],[-0.06375266 -0.24264164],True,[0.03697414 0.06917766],False
6,[ 0.1004851  0.3        0.        -1.       ],[-0.06230649 -0.23908868],True,[0.03697414 0.06917766],False
7,[ 0.1004851  0.3        0.        -1.       ],[-0.06087184 -0.23537917],True,[0.03697414 0.06917766],False
8,[ 0.1004851  0.3        0.        -1.       ],[-0.0594567  -0.23156051],True,[0.03697414 0.06917766],False
9,[ 0.1004851  0.3        0.        -1.       ],[-0.05806411 -0.22767076],True,[0.03697414 0.06917766],False
10,[ 0.1004851  0.3        0.        -1.       ],[-0.05669358 -0.22373897],True,[0.03697414 0.06917766],False
11,[ 0.1004851  0.3        0.        -1.       ],[-0.05534243 -0.21978618],True,[0.03697414 0.06917766],False
12,[ 0.1004851  0.3        0.        -1.       ],[-0.05400687 -0.21582676],True,[0.03697414 0.06917766],False
13,[ 0.1004851  0.3        0.        -1.       ],[-0.05268269 -0.21186982],True,[0.03697414 0.06917766],False
14,[ 0.1004851  0.3        0.        -1.       ],[-0.0513659  -0.20792047],True,[0.03697414 0.06917766],False
15,[ 0.1004851  0.3        0.        -1.       ],[-0.05005295 -0.20398103],True,[0.03697414 0.06917766],False
16,[ 0.1004851  0.3        0.        -1.       ],[-0.04874099 -0.2000519 ],True,[0.03697414 0.06917766],False
17,[ 0.1004851  0.3        0.        -1.       ],[-0.04742781 -0.19613233],True,[0.03697414 0.06917766],False
18,[ 0.1004851  0.3        0.        -1.       ],[-0.04611189 -0.19222096],True,[0.03697414 0.06917766],False
19,[ 0.1004851  0.3        0.        -1.       ],[-0.0447923  -0.18831619],True,[0.03697414 0.06917766],False
20,[ 0.1004851  0.3        0.        -1.       ],[-0.04346857 -0.18441644],True,[0.03697414 0.06917766],False
21,[ 0.1004851  0.3        0.        -1.       ],[-0.04214058 -0.18052025],True,[0.03697414 0.06917766],False
22,[ 0.1004851  0.3        0.        -1.       ],[-0.0408085  -0.17662642],True,[0.03697414 0.06917766],False
23,[ 0.1004851  0.3        0.        -1.       ],[-0.03947265 -0.17273399],True,[0.03697414 0.06917766],False
24,[ 0.1004851  0.3        0.        -1.       ],[-0.03813345 -0.16884222],True,[0.03697414 0.06917766],False
25,[ 0.1004851  0.3        0.        -1.       ],[-0.03679134 -0.16495057],True,[0.03697414 0.06917766],False
26,[ 0.1004851  0.3        0.        -1.       ],[-0.03544676 -0.16105869],True,[0.03697414 0.06917766],False
27,[ 0.1004851  0.3        0.        -1.       ],[-0.03410011 -0.15716634],True,[0.03697414 0.06917766],False
28,[ 0.1004851  0.3        0.        -1.       ],[-0.03275207 -0.15327328],True,[0.03697414 0.06917766],False
29,[ 0.1004851  0.3        0.        -1.       ],[-0.03142584 -0.14937273],True,[0.03697414 0.06917766],False
30,[ 0.1004851  0.3        0.        -1.       ],[-0.03012255 -0.14546398],True,[0.03697414 0.06917766],False
31,[ 0.1004851  0.3        0.        -1.       ],[-0.02883558 -0.14154898],True,[0.03697414 0.06917766],False
32,[ 0.1004851  0.3        0.        -1.       ],[-0.02756093 -0.13762943],True,[0.03697414 0.06917766],False
33,[ 0.1004851  0.3        0.        -1.       ],[-0.02629674 -0.13370654],True,[0.03697414 0.06917766],False
34,[ 0.1004851  0.3        0.        -1.       ],[-0.02504285 -0.12978026],True,[0.03697414 0.06917766],False
35,[ 0.09351272  0.3         0.         -1.        ],[-0.02383595 -0.12585429],True,[0.03697414 0.06917766],False
36,[ 0.09351272  0.3         0.         -1.        ],[-0.02266216 -0.12193017],True,[0.03697414 0.06917766],False
37,[ 0.09351272  0.3         0.         -1.        ],[-0.02150105 -0.11800495],True,[0.03697414 0.06917766],False
38,[ 0.09351272  0.3         0.         -1.        ],[-0.02034844 -0.11407802],True,[0.03697414 0.06917766],False
39,[ 0.09351272  0.3         0.         -1.        ],[-0.0192022  -0.11014952],True,[0.03697414 0.06917766],False
40,[ 0.09351272  0.3         0.         -1.        ],[-0.01805999 -0.10622031],True,[0.03697414 0.06917766],False
41,[ 0.09351272  0.3         0.         -1.        ],[-0.01692301 -0.10229018],True,[0.03697414 0.06917766],False
42,[ 0.09351272  0.3         0.         -1.        ],[-0.01579342 -0.09835878],True,[0.03697414 0.06917766],False
43,[ 0.09351272  0.3         0.         -1.        ],[-0.01467228 -0.0944262 ],True,[0.03697414 0.06917766],False
44,[ 0.09351272  0.3         0.         -1.        ],[-0.01356028 -0.09049259],True,[0.03697414 0.06917766],False
45,[ 0.09351272  0.3         0.         -1.        ],[-0.01245799 -0.0865581 ],True,[0.03697414 0.06917766],False
46,[ 0.09351272  0.3         0.         -1.        ],[-0.01136594 -0.08262289],True,[0.03697414 0.06917766],False
47,[ 0.09351272  0.3         0.         -1.        ],[-0.01028464 -0.0786871 ],True,[0.03697414 0.06917766],False
48,[ 0.09351272  0.3         0.         -1.        ],[-0.00921461 -0.07475083],True,[0.03697414 0.06917766],False
49,[ 0.09351272  0.3         0.         -1.        ],[-0.00815597 -0.07081429],True,[0.03697414 0.06917766],False
50,[ 0.09351272  0.3         0.         -1.        ],[-0.00710742 -0.06687791],True,[0.03697414 0.06917766],False
51,[ 0.09351272  0.3         0.         -1.        ],[-0.0060661 -0.0629423],True,[0.03697414 0.06917766],False
52,[ 0.09351272  0.3         0.         -1.        ],[-0.00502938 -0.05900789],True,[0.03697414 0.06917766],False
53,[ 0.09351272  0.3         0.         -1.        ],[-0.00399512 -0.05507496],True,[0.03697414 0.06917766],False
54,[ 0.09351272  0.3         0.         -1.        ],[-0.00296163 -0.05114367],True,[0.03697414 0.06917766],False
55,[ 0.09351272  0.3         0.         -1.        ],[-0.00192769 -0.04721412],True,[0.03697414 0.06917766],False
56,[ 0.09351272  0.3         0.         -1.        ],[-0.00089243 -0.04328632],True,[0.03697414 0.06917766],False
57,[ 0.09351272  0.3         0.         -1.        ],[ 0.00014471 -0.0393603 ],True,[0.03697414 0.06917766],False
58,[ 0.09351272  0.3         0.         -1.        ],[ 0.00118403 -0.03543604],True,[0.03697414 0.06917766],False
59,[ 0.09351272  0.3         0.         -1.        ],[ 0.00222565 -0.03151352],True,[0.03697414 0.06917766],False
60,[ 0.09351272  0.3         0.         -1.        ],[ 0.00326957 -0.02759271],True,[0.03697414 0.06917766],False
61,[ 0.09351272  0.3         0.         -1.        ],[ 0.00431568 -0.02367358],True,[0.03697414 0.06917766],False
62,[ 0.09351272  0.3         0.         -1.        ],[ 0.00536383 -0.01975611],True,[0.03697414 0.06917766],False
63,[ 0.09351272  0.3         0.         -1.        ],[ 0.00641386 -0.01584028],True,[0.03697414 0.06917766],False
64,[ 0.09351272  0.3         0.         -1.        ],[ 0.00746557 -0.01192607],True,[0.03697414 0.06917766],False
65,[ 0.09351272  0.3         0.         -1.        ],[ 0.00851881 -0.00801345],True,[0.03697414 0.06917766],False
66,[ 0.09351272  0.3         0.         -1.        ],[ 0.00957342 -0.00410242],True,[0.03697414 0.06917766],False
67,[ 0.09351272  0.3         0.         -1.        ],[ 0.01062927 -0.00019296],True,[0.03697414 0.06917766],False
