step,action,eef_pos,good,target_pos,in_target
0,[ 0.2308914  0.3        0.        -1.       ],[-0.17371834 -0.25553327],True,[0.07467851 0.06910936],False
1,[ 0.2308914  0.3        0.        -1.       ],[-0.17146899 -0.25349301],True,[0.07467851 0.06910936],False
2,[ 0.2308914  0.3        0.        -1.       ],[-0.1690052  -0.25081299],True,[0.07467851 0.06910936],False
3,[ 0.2308914  0.3        0.        -1.       ],[-0.16647818 -0.24773695],True,[0.07467851 0.06910936],False
4,[ 0.2308914  0.3        0.        -1.       ],[-0.16386939 -0.24438017],True,[0.07467851 0.06910936],False
5,[ 0.2308914  0.3        0.        -1.       ],[-0.16119511 -0.24080436],True,[0.07467851 0.06910936],False
6,[ 0.2308914  0.3        0.        -1.       ],[-0.15846632 -0.2370587 ],True,[0.07467851 0.06910936],False
7,[ 0.2308914  0.3        0.        -1.       ],[-0.15568576 -0.23318956],True,[0.07467851 0.06910936],False
8,[ 0.2308914  0.3        0.        -1.       ],[-0.15285509 -0.22923698],True,[0.07467851 0.06910936],False
9,[ 0.2308914  0.3        0.        -1.       ],[-0.14999483 -0.22522088],True,[0.07467851 0.06910936],False
10,[ 0.2308914  0.3        0.        -1.       ],[-0.14711838 -0.22115886],True,[0.07467851 0.06910936],False
11,[ 0.2308914  0.3        0.        -1.       ],[-0.14421735 -0.21707616],True,[0.07467851 0.06910936],False
12,[ 0.2308914  0.3        0.        -1.       ],[-0.14129451 -0.21298756],True,[0.07467851 0.06910936],False
13,[ 0.2308914  0.3        0.        -1.       ],[-0.13835386 -0.20890439],True,[0.07467851 0.06910936],False
14,[ 0.2308914  0.3        0.        -1.       ],[-0.13541669 -0.20481819],True,[0.07467851 0.06910936],False
15,[ 0.2308914  0.3        0.        -1.       ],[-0.13249252 -0.20072951],True,[0.07467851 0.06910936],False
16,[ 0.2308914  0.3        0.        -1.       ],[-0.12958429 -0.19664175],True,[0.07467851 0.06910936],False
17,[ 0.2308914  0.3        0.        -1.       ],[-0.12669195 -0.19255812],True,[0.07467851 0.06910936],False
18,[ 0.2308914  0.3        0.        -1.       ],[-0.12381444 -0.18848045],True,[0.07467851 0.06910936],False
19,[ 0.2308914  0.3        0.        -1.       ],[-0.12095028 -0.18440948],True,[0.07467851 0.06910936],False
20,[ 0.2308914  0.3        0.        -1.       ],[-0.11809771 -0.18034517],True,[0.07467851 0.06910936],False
21,[ 0.2308914  0.3        0.        -1.       ],[-0.11525487 -0.17628708],True,[0.07467851 0.06910936],False
22,[ 0.2308914  0.3        0.        -1.       ],[-0.11241993 -0.17223455],True,[0.07467851 0.06910936],False
23,[ 0.2308914  0.3        0.        -1.       ],[-0.10959115 -0.1681869 ],True,[0.07467851 0.06910936],False
24,[ 0.2308914  0.3        0.        -1.       ],[-0.10676695 -0.16414349],True,[0.07467851 0.06910936],False
25,[ 0.2308914  0.3        0.        -1.       ],[-0.10394596 -0.1601038 ],True,[0.07467851 0.06910936],False
26,[ 0.2308914  0.3        0.        -1.       ],[-0.10112702 -0.15606742],True,[0.07467851 0.06910936],False
27,[ 0.2308914  0.3        0.        -1.       ],[-0.09830917 -0.15203409],True,[0.07467851 0.06910936],False
28,[ 0.2308914  0.3        0.        -1.       ],[-0.09549167 -0.14800361],True,[0.07467851 0.06910936],False
29,[ 0.2308914  0.3        0.        -1.       ],[-0.09267395 -0.1439759 ],True,[0.07467851 0.06910936],False
