step,action,eef_pos,good,target_pos,in_target
0,[ 0.3        -0.07620138  0.         -1.        ],[-0.17288085  0.11664392],True,[0.12266933 0.04007735],False
1,[ 0.3        -0.07620138  0.         -1.        ],[-0.17044233  0.11603445],True,[0.12266933 0.04007735],False
2,[ 0.3        -0.07620138  0.         -1.        ],[-0.16742284  0.11496215],True,[0.12266933 0.04007735],False
3,[ 0.3        -0.07620138  0.         -1.        ],[-0.16415424  0.11380188],True,[0.12266933 0.04007735],False
4,[ 0.3        -0.07620138  0.         -1.        ],[-0.16074619  0.11264686],True,[0.12266933 0.04007735],False
5,[ 0.3        -0.07620138  0.         -1.        ],[-0.15724379  0.11152169],True,[0.12266933 0.04007735],False
6,[ 0.3        -0.07620138  0.         -1.        ],[-0.1536732   0.11042885],True,[0.12266933 0.04007735],False
7,[ 0.3        -0.07620138  0.         -1.        ],[-0.15005076  0.10936274],True,[0.12266933 0.04007735],False
8,[ 0.3        -0.07620138  0.         -1.        ],[-0.14638704  0.1083157 ],True,[0.12266933 0.04007735],False
9,[ 0.3        -0.07620138  0.         -1.        ],[-0.14268922  0.10728073],True,[0.12266933 0.04007735],False
10,[ 0.3        -0.07620138  0.         -1.        ],[-0.13896276  0.10625245],True,[0.12266933 0.04007735],False
11,[ 0.3        -0.07620138  0.         -1.        ],[-0.13521219  0.10522725],True,[0.12266933 0.04007735],False
12,[ 0.3        -0.07620138  0.         -1.        ],[-0.1314416   0.10420299],True,[0.12266933 0.04007735],False
13,[ 0.3        -0.07620138  0.         -1.        ],[-0.12765477  0.10317863],True,[0.12266933 0.04007735],False
14,[ 0.3        -0.07620138  0.         -1.        ],[-0.12385517  0.10215382],True,[0.12266933 0.04007735],False
15,[ 0.3        -0.07620138  0.         -1.        ],[-0.12004592  0.10112866],True,[0.12266933 0.04007735],False
16,[ 0.3        -0.07620138  0.         -1.        ],[-0.11622973  0.10010343],True,[0.12266933 0.04007735],False
17,[ 0.3        -0.07620138  0.         -1.        ],[-0.11240888  0.09907845],True,[0.12266933 0.04007735],False
18,[ 0.3        -0.07620138  0.         -1.        ],[-0.1085852   0.09805405],True,[0.12266933 0.04007735],False
19,[ 0.3        -0.07620138  0.         -1.        ],[-0.10476007  0.09703046],True,[0.12266933 0.04007735],False
20,[ 0.3        -0.07620138  0.         -1.        ],[-0.10093451  0.09600785],True,[0.12266933 0.04007735],False
21,[ 0.3        -0.07620138  0.         -1.        ],[-0.09710919  0.09498632],True,[0.12266933 0.04007735],False
22,[ 0.3        -0.07620138  0.         -1.        ],[-0.09328451  0.0939654 ],True,[0.12266933 0.04007735],False
23,[ 0.3        -0.07620138  0.         -1.        ],[-0.08946194  0.09294586],True,[0.12266933 0.04007735],False
24,[ 0.3        -0.07620138  0.         -1.        ],[-0.08564412  0.09193197],True,[0.12266933 0.04007735],False
25,[ 0.3        -0.07620138  0.         -1.        ],[-0.08183266  0.09092617],True,[0.12266933 0.04007735],False
26,[ 0.3        -0.07620138  0.         -1.        ],[-0.07802771  0.08992816],True,[0.12266933 0.04007735],True
27,[ 0.3        -0.07620138  0.         -1.        ],[-0.07422835  0.08893588],True,[0.12266933 0.04007735],True
28,[ 0.3        -0.07620138  0.         -1.        ],[-0.07043331  0.08794749],True,[0.12266933 0.04007735],False
29,[ 0.3        -0.07620138  0.         -1.        ],[-0.06664134  0.08696162],True,[0.12266933 0.04007735],False
30,[ 0.3        -0.07620138  0.         -1.        ],[-0.06285129  0.08597738],True,[0.12266933 0.04007735],False
31,[ 0.3        -0.07620138  0.         -1.        ],[-0.05906217  0.08499424],True,[0.12266933 0.04007735],False
32,[ 0.3        -0.07620138  0.         -1.        ],[-0.05527323  0.08401196],True,[0.12266933 0.04007735],False
33,[ 0.3        -0.07620138  0.         -1.        ],[-0.05148391  0.08303044],True,[0.12266933 0.04007735],False
34,[ 0.3        -0.07620138  0.         -1.        ],[-0.0476938   0.08204974],True,[0.12266933 0.04007735],False
35,[ 0.3        -0.07620138  0.         -1.        ],[-0.04390268  0.08106992],True,[0.12266933 0.04007735],False
36,[ 0.3        -0.07620138  0.         -1.        ],[-0.04011043  0.08009111],True,[0.12266933 0.04007735],False
37,[ 0.3        -0.07620138  0.         -1.        ],[-0.03631703  0.07911339],True,[0.12266933 0.04007735],False
