step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.19529559 -0.11173465  0.          0.          0.          0.
 -1.        ]",[-0.10908617 -0.00883559  1.00431875 -1.        ],[ 0.16666683 -0.16666663  0.91774315],2,7,[0.25 0.25 0.05]
1,"[ 0.19527595 -0.11176898  0.          0.          0.          0.
 -1.        ]",[-0.10716564 -0.00972671  1.00407371 -1.        ],[ 0.16666673 -0.16666665  0.92138454],2,7,[0.25 0.25 0.05]
2,"[ 0.19521195 -0.11188072  0.          0.          0.          0.
 -1.        ]",[-0.1050551  -0.01068284  1.00380129 -1.        ],[ 0.16666668 -0.16666666  0.92317683],2,7,[0.25 0.25 0.05]
3,"[ 0.19513337 -0.11201771  0.          0.          0.          0.
 -1.        ]",[-0.10286528 -0.01170089  1.00354988 -1.        ],[ 0.16666665 -0.16666667  0.92403935],2,7,[0.25 0.25 0.05]
4,"[ 0.19505864 -0.11214779  0.          0.          0.          0.
 -1.        ]",[-0.10061451 -0.01278722  1.00333343 -1.        ],[ 0.16666664 -0.16666667  0.9244291 ],2,7,[0.25 0.25 0.05]
5,"[ 0.19499312 -0.11226168  0.          0.          0.          0.
 -1.        ]",[-0.09830957 -0.01394264  1.00315298 -1.        ],[ 0.16666663 -0.16666667  0.92461059],2,7,[0.25 0.25 0.05]
6,"[ 0.19493851 -0.11235647  0.          0.          0.          0.
 -1.        ]",[-0.09595723 -0.01516252  1.00300514 -1.        ],[ 0.16666662 -0.16666668  0.92469846],2,7,[0.25 0.25 0.05]
7,"[ 0.19489485 -0.11243218  0.          0.          0.          0.
 -1.        ]",[-0.09356523 -0.01643881  1.00288481 -1.        ],[ 0.16666661 -0.16666668  0.92474172],2,7,[0.25 0.25 0.05]
8,"[ 0.19486126 -0.1124904   0.          0.          0.          0.
 -1.        ]",[-0.09114158 -0.01776182  1.00278649 -1.        ],[ 0.1666666  -0.16666668  0.92476317],2,7,[0.25 0.25 0.05]
9,"[ 0.19483634 -0.11253355  0.          0.          0.          0.
 -1.        ]",[-0.08869385 -0.01912153  1.00270489 -1.        ],[ 0.16666659 -0.16666668  0.92477385],2,7,[0.25 0.25 0.05]
10,"[ 0.19481848 -0.11256446  0.          0.          0.          0.
 -1.        ]",[-0.08622877 -0.02050841  1.00263529 -1.        ],[ 0.16666658 -0.16666668  0.92477918],2,7,[0.25 0.25 0.05]
11,"[ 0.19480599 -0.11258608  0.          0.          0.          0.
 -1.        ]",[-0.08375194 -0.02191393  1.00257375 -1.        ],[ 0.16666657 -0.16666669  0.92478184],2,7,[0.25 0.25 0.05]
12,"[ 0.19479725 -0.1126012   0.          0.          0.          0.
 -1.        ]",[-0.0812678  -0.02333091  1.00251713 -1.        ],[ 0.16666656 -0.16666669  0.92478317],5,7,[0.25 0.25 0.05]
13,"[ 0.1947908  -0.11261236  0.          0.          0.          0.
 -1.        ]",[-0.07877974 -0.02475362  1.00246306 -1.        ],[ 0.16666655 -0.16666669  0.92478383],5,7,[0.25 0.25 0.05]
14,"[ 0.19478541 -0.11262169  0.          0.          0.          0.
 -1.        ]",[-0.07629015 -0.02617773  1.00240983 -1.        ],[ 0.16666654 -0.16666669  0.92478416],5,7,[0.25 0.25 0.05]
15,"[ 0.19478008 -0.1126309   0.          0.          0.          0.
 -1.        ]",[-0.07380064 -0.02760022  1.00235631 -1.        ],[ 0.16666653 -0.16666669  0.92478432],5,7,[0.25 0.25 0.05]
16,"[ 0.19477409 -0.11264126  0.          0.          0.          0.
 -1.        ]",[-0.07131219 -0.02901912  1.00230179 -1.        ],[ 0.16666652 -0.1666667   0.92478441],5,7,[0.25 0.25 0.05]
17,"[ 0.19476692 -0.11265366  0.          0.          0.          0.
 -1.        ]",[-0.0688253  -0.03043338  1.00224593 -1.        ],[ 0.16666651 -0.1666667   0.92478445],5,7,[0.25 0.25 0.05]
18,"[ 0.19475826 -0.11266863  0.          0.          0.          0.
 -1.        ]",[-0.06634015 -0.03184259  1.00218859 -1.        ],[ 0.1666665  -0.1666667   0.92478447],5,7,[0.25 0.25 0.05]
19,"[ 0.19474795 -0.11268645  0.          0.          0.          0.
 -1.        ]",[-0.06385667 -0.03324682  1.00212982 -1.        ],[ 0.16666649 -0.1666667   0.92478448],5,7,[0.25 0.25 0.05]
20,"[ 0.19473594 -0.1127072   0.          0.          0.          0.
 -1.        ]",[-0.06137468 -0.03464643  1.00206976 -1.        ],[ 0.16666648 -0.1666667   0.92478448],5,7,[0.25 0.25 0.05]
21,"[ 0.19472228 -0.11273079  0.          0.          0.          0.
 -1.        ]",[-0.05889395 -0.03604199  1.00200859 -1.        ],[ 0.16666647 -0.16666671  0.92478449],5,7,[0.25 0.25 0.05]
22,"[ 0.19470708 -0.11275705  0.          0.          0.          0.
 -1.        ]",[-0.05641421 -0.03743413  1.00194651 -1.        ],[ 0.16666646 -0.16666671  0.92478449],5,7,[0.25 0.25 0.05]
23,"[ 0.19469046 -0.11278575  0.          0.          0.          0.
 -1.        ]",[-0.05393521 -0.03882348  1.0018837  -1.        ],[ 0.16666645 -0.16666671  0.92478449],5,7,[0.25 0.25 0.05]
24,"[ 0.19467256 -0.11281663  0.          0.          0.          0.
 -1.        ]",[-0.05145674 -0.04021064  1.00182033 -1.        ],[ 0.16666644 -0.16666671  0.92478449],5,7,[0.25 0.25 0.05]
25,"[ 0.19465353 -0.11284947  0.          0.          0.          0.
 -1.        ]",[-0.04897863 -0.04159613  1.00175653 -1.        ],[ 0.16666643 -0.16666671  0.92478449],5,7,[0.25 0.25 0.05]
26,"[ 0.19463348 -0.11288405  0.          0.          0.          0.
 -1.        ]",[-0.04650076 -0.04298039  1.0016924  -1.        ],[ 0.16666642 -0.16666672  0.92478449],5,7,[0.25 0.25 0.05]
27,"[ 0.19461253 -0.11292016  0.          0.          0.          0.
 -1.        ]",[-0.04402302 -0.04436377  1.00162801 -1.        ],[ 0.16666641 -0.16666672  0.92478449],5,7,[0.25 0.25 0.05]
28,"[ 0.19459077 -0.11295766  0.          0.          0.          0.
 -1.        ]",[-0.04154537 -0.04574654  1.00156341 -1.        ],[ 0.1666664  -0.16666672  0.92478449],5,7,[0.25 0.25 0.05]
29,"[ 0.19456826 -0.11299643  0.          0.          0.          0.
 -1.        ]",[-0.03906779 -0.0471289   1.00149863 -1.        ],[ 0.16666639 -0.16666672  0.92478449],5,7,[0.25 0.25 0.05]
30,"[ 0.19454505 -0.11303639  0.          0.          0.          0.
 -1.        ]",[-0.03659027 -0.04851099  1.00143367 -1.        ],[ 0.16666638 -0.16666672  0.92478449],5,7,[0.25 0.25 0.05]
31,"[ 0.19452117 -0.11307747  0.          0.          0.          0.
 -1.        ]",[-0.03411282 -0.0498929   1.00136852 -1.        ],[ 0.16666637 -0.16666673  0.92478449],5,7,[0.25 0.25 0.05]
32,"[ 0.19449664 -0.11311965  0.          0.          0.          0.
 -1.        ]",[-0.03163548 -0.05127468  1.00130318 -1.        ],[ 0.16666636 -0.16666673  0.92478449],5,7,[0.25 0.25 0.05]
33,"[ 0.19447147 -0.11316292  0.          0.          0.          0.
 -1.        ]",[-0.02915826 -0.05265637  1.00123761 -1.        ],[ 0.16666635 -0.16666673  0.92478449],5,7,[0.25 0.25 0.05]
34,"[ 0.19444565 -0.11320728  0.          0.          0.          0.
 -1.        ]",[-0.02668122 -0.05403798  1.00117181 -1.        ],[ 0.16666634 -0.16666673  0.92478449],5,7,[0.25 0.25 0.05]
35,"[ 0.19441918 -0.11325274  0.          0.          0.          0.
 -1.        ]",[-0.02420439 -0.05541951  1.00110573 -1.        ],[ 0.16666633 -0.16666673  0.92478449],5,7,[0.25 0.25 0.05]
36,"[ 0.19439204 -0.11329932  0.          0.          0.          0.
 -1.        ]",[-0.0217278  -0.05680096  1.00103936 -1.        ],[ 0.16666632 -0.16666674  0.92478449],5,7,[0.25 0.25 0.05]
37,"[ 0.1943642  -0.11334706  0.          0.          0.          0.
 -1.        ]",[-0.0192515  -0.05818235  1.00097267 -1.        ],[ 0.16666631 -0.16666674  0.92478449],5,7,[0.25 0.25 0.05]
38,"[ 0.19433567 -0.11339598  0.          0.          0.          0.
 -1.        ]",[-0.01677553 -0.05956366  1.00090563 -1.        ],[ 0.1666663  -0.16666674  0.92478449],5,7,[0.25 0.25 0.05]
39,"[ 0.19430641 -0.1134461   0.          0.          0.          0.
 -1.        ]",[-0.0142999  -0.0609449   1.00083823 -1.        ],[ 0.16666629 -0.16666674  0.92478449],5,7,[0.25 0.25 0.05]
