step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.19350334 -0.11481053  0.          0.          0.          0.
 -1.        ]",[-0.10760854 -0.00390194  1.0039118  -1.        ],[ 0.16666683 -0.16666663  0.91774315],2,7,[0.25 0.25 0.05]
1,"[ 0.193494   -0.11482627  0.          0.          0.          0.
 -1.        ]",[-0.10579034 -0.00488793  1.00363278 -1.        ],[ 0.16666673 -0.16666665  0.92138454],2,7,[0.25 0.25 0.05]
2,"[ 0.19346501 -0.1148751   0.          0.          0.          0.
 -1.        ]",[-0.10379308 -0.0059664   1.00332053 -1.        ],[ 0.16666668 -0.16666666  0.92317683],2,7,[0.25 0.25 0.05]
3,"[ 0.19343127 -0.11493192  0.          0.          0.          0.
 -1.        ]",[-0.10171265 -0.00712091  1.00302736 -1.        ],[ 0.16666665 -0.16666667  0.92403935],2,7,[0.25 0.25 0.05]
4,"[ 0.19340543 -0.11497539  0.          0.          0.          0.
 -1.        ]",[-0.09956655 -0.0083474   1.00276849 -1.        ],[ 0.16666664 -0.16666667  0.9244291 ],2,7,[0.25 0.25 0.05]
5,"[ 0.19338969 -0.11500186  0.          0.          0.          0.
 -1.        ]",[-0.0973592  -0.0096386   1.00254703 -1.        ],[ 0.16666663 -0.16666667  0.92461059],2,7,[0.25 0.25 0.05]
6,"[ 0.19338279 -0.11501346  0.          0.          0.          0.
 -1.        ]",[-0.09509597 -0.01098392  1.002361   -1.        ],[ 0.16666662 -0.16666668  0.92469846],2,7,[0.25 0.25 0.05]
7,"[ 0.19338256 -0.11501385  0.          0.          0.          0.
 -1.        ]",[-0.0927839  -0.01237154  1.00220634 -1.        ],[ 0.16666661 -0.16666668  0.92474172],2,7,[0.25 0.25 0.05]
8,"[ 0.19338666 -0.11500695  0.          0.          0.          0.
 -1.        ]",[-0.09043095 -0.01379008  1.00207808 -1.        ],[ 0.1666666  -0.16666668  0.92476317],2,7,[0.25 0.25 0.05]
9,"[ 0.19339302 -0.11499626  0.          0.          0.          0.
 -1.        ]",[-0.08804509 -0.01522963  1.00197115 -1.        ],[ 0.16666659 -0.16666668  0.92477385],2,7,[0.25 0.25 0.05]
10,"[ 0.19339998 -0.11498456  0.          0.          0.          0.
 -1.        ]",[-0.08563382 -0.01668196  1.00188073 -1.        ],[ 0.16666658 -0.16666668  0.92477918],2,7,[0.25 0.25 0.05]
11,"[ 0.19340628 -0.11497395  0.          0.          0.          0.
 -1.        ]",[-0.08320376 -0.01814071  1.00180251 -1.        ],[ 0.16666657 -0.16666669  0.92478184],5,7,[0.25 0.25 0.05]
12,"[ 0.19341109 -0.11496586  0.          0.          0.          0.
 -1.        ]",[-0.08076051 -0.01960119  1.00173284 -1.        ],[ 0.16666656 -0.16666669  0.92478317],5,7,[0.25 0.25 0.05]
13,"[ 0.19341391 -0.11496113  0.          0.          0.          0.
 -1.        ]",[-0.07830865 -0.02106024  1.00166871 -1.        ],[ 0.16666655 -0.16666669  0.92478383],5,7,[0.25 0.25 0.05]
