step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.22485717  0.00801584  0.          0.          0.          0.
 -1.        ]",[-0.12492598 -0.0044607   1.00045342 -1.        ],[1.37666250e-07 1.37666250e-07 9.17743151e-01],2,5,[0.25 0.25 0.05]
1,"[ 0.2248567  0.0080289  0.         0.         0.         0.
 -1.       ]",[-0.12281046 -0.00439511  1.00012917 -1.        ],[5.47734617e-08 5.47734617e-08 9.21384545e-01],2,5,[0.25 0.25 0.05]
2,"[ 0.22485605  0.00804709  0.          0.          0.          0.
 -1.        ]",[-0.12048917 -0.00433146  0.99976541 -1.        ],[9.67339441e-09 9.67339441e-09 9.23176832e-01],2,5,[0.25 0.25 0.05]
3,"[ 0.22485475  0.0080833   0.          0.          0.          0.
 -1.        ]",[-0.11806837 -0.00427479  0.9994259  -1.        ],[-1.45391982e-08 -1.45391982e-08  9.24039352e-01],2,5,[0.25 0.25 0.05]
4,"[ 0.22485267  0.00814103  0.          0.          0.          0.
 -1.        ]",[-0.11556902 -0.00422435  0.99912792 -1.        ],[-2.61218553e-08 -2.61218553e-08  9.24429096e-01],2,5,[0.25 0.25 0.05]
5,"[ 0.22484984  0.00821884  0.          0.          0.          0.
 -1.        ]",[-0.11299612 -0.00417898  0.99887487 -1.        ],[-3.38018314e-08 -3.38018314e-08  9.24610590e-01],2,5,[0.25 0.25 0.05]
6,"[ 0.22484628  0.00831557  0.          0.          0.          0.
 -1.        ]",[-0.11035586 -0.00413764  0.99866438 -1.        ],[-4.12550130e-08 -4.12550130e-08  9.24698458e-01],2,5,[0.25 0.25 0.05]
7,"[ 0.22484202  0.00843014  0.          0.          0.          0.
 -1.        ]",[-0.10765651 -0.00409942  0.99849156 -1.        ],[-4.86289715e-08 -4.86289715e-08  9.24741717e-01],2,5,[0.25 0.25 0.05]
8,"[ 0.22483705  0.00856151  0.          0.          0.          0.
 -1.        ]",[-0.10490755 -0.00406351  0.99835047 -1.        ],[-5.59660604e-08 -5.59660604e-08  9.24763174e-01],2,5,[0.25 0.25 0.05]
9,"[ 0.2248314   0.00870867  0.          0.          0.          0.
 -1.        ]",[-0.10211873 -0.00402917  0.9982349  -1.        ],[-6.32853751e-08 -6.32853751e-08  9.24773855e-01],2,5,[0.25 0.25 0.05]
10,"[ 0.22482507  0.00887064  0.          0.          0.          0.
 -1.        ]",[-0.09929924 -0.00399573  0.99813895 -1.        ],[-7.05959708e-08 -7.05959708e-08  9.24779181e-01],2,5,[0.25 0.25 0.05]
11,"[ 0.22481806  0.00904653  0.          0.          0.          0.
 -1.        ]",[-0.09645736 -0.00396263  0.9980573  -1.        ],[-7.79022508e-08 -7.79022508e-08  9.24781838e-01],2,5,[0.25 0.25 0.05]
12,"[ 0.22481037  0.00923558  0.          0.          0.          0.
 -1.        ]",[-0.09360016 -0.00392935  0.99798539 -1.        ],[-8.52063851e-08 -8.52063851e-08  9.24783165e-01],2,5,[0.25 0.25 0.05]
13,"[ 0.224802    0.00943723  0.          0.          0.          0.
 -1.        ]",[-0.09073345 -0.00389549  0.99791948 -1.        ],[-9.25094502e-08 -9.25094502e-08  9.24783828e-01],2,5,[0.25 0.25 0.05]
14,"[ 0.22479292  0.0096511   0.          0.          0.          0.
 -1.        ]",[-0.08786179 -0.00386069  0.99785662 -1.        ],[-9.98119817e-08 -9.98119817e-08  9.24784159e-01],2,5,[0.25 0.25 0.05]
15,"[ 0.2247831   0.00987708  0.          0.          0.          0.
 -1.        ]",[-0.0849886  -0.00382469  0.99779459 -1.        ],[-1.07114247e-07 -1.07114247e-07  9.24784324e-01],2,5,[0.25 0.25 0.05]
16,"[ 0.22477251  0.01011529  0.          0.          0.          0.
 -1.        ]",[-0.08211634 -0.00378725  0.99773182 -1.        ],[-1.14416379e-07 -1.14416379e-07  9.24784407e-01],5,5,[0.25 0.25 0.05]
17,"[ 0.22476108  0.0103661   0.          0.          0.          0.
 -1.        ]",[-0.07924659 -0.0037482   0.99766725 -1.        ],[-1.21718445e-07 -1.21718445e-07  9.24784448e-01],5,5,[0.25 0.25 0.05]
18,"[ 0.22474875  0.01063014  0.          0.          0.          0.
 -1.        ]",[-0.07638033 -0.00370738  0.99760028 -1.        ],[-1.29020478e-07 -1.29020478e-07  9.24784469e-01],5,5,[0.25 0.25 0.05]
19,"[ 0.22473542  0.01090829  0.          0.          0.          0.
 -1.        ]",[-0.07351799 -0.00366465  0.99753061 -1.        ],[-1.36322494e-07 -1.36322494e-07  9.24784479e-01],5,5,[0.25 0.25 0.05]
20,"[ 0.22472099  0.01120167  0.          0.          0.          0.
 -1.        ]",[-0.07065965 -0.0036199   0.9974582  -1.        ],[-1.43624502e-07 -1.43624502e-07  9.24784484e-01],5,5,[0.25 0.25 0.05]
21,"[ 0.22470532  0.01151167  0.          0.          0.          0.
 -1.        ]",[-0.06780513 -0.00357299  0.99738318 -1.        ],[-1.50926506e-07 -1.50926506e-07  9.24784487e-01],5,5,[0.25 0.25 0.05]
22,"[ 0.22468826  0.01183996  0.          0.          0.          0.
 -1.        ]",[-0.0649541  -0.0035238   0.99730575 -1.        ],[-1.58228508e-07 -1.58228508e-07  9.24784488e-01],5,5,[0.25 0.25 0.05]
23,"[ 0.22466963  0.01218847  0.          0.          0.          0.
 -1.        ]",[-0.06210615 -0.00347194  0.99722624 -1.        ],[-1.65530508e-07 -1.65530508e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
