step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.14006701  0.17608587  0.          0.          0.          0.
 -1.        ]",[-0.11482194  0.02229444  0.9998177  -1.        ],[7.37396969e-08 1.66666790e-01 9.17743142e-01],2,6,[0.25 0.25 0.05]
1,"[ 0.14005315  0.17609689  0.          0.          0.          0.
 -1.        ]",[-0.11351483  0.02385262  0.99959906 -1.        ],[2.93389284e-08 1.66666716e-01 9.21384541e-01],2,6,[0.25 0.25 0.05]
2,"[ 0.14000188  0.17613765  0.          0.          0.          0.
 -1.        ]",[-0.11208231  0.0255567   0.99935284 -1.        ],[5.18148537e-09 1.66666675e-01 9.23176829e-01],2,6,[0.25 0.25 0.05]
3,"[ 0.13994216  0.17618511  0.          0.          0.          0.
 -1.        ]",[-0.11059896  0.02737175  0.99911663 -1.        ],[-7.78776985e-09  1.66666654e-01  9.24039351e-01],2,6,[0.25 0.25 0.05]
4,"[ 0.13990983  0.17621078  0.          0.          0.          0.
 -1.        ]",[-0.10907957  0.02929012  0.99890155 -1.        ],[-1.44111596e-08  1.66666643e-01  9.24429096e-01],2,6,[0.25 0.25 0.05]
5,"[ 0.13991281  0.17620842  0.          0.          0.          0.
 -1.        ]",[-0.10752425  0.03130206  0.99871149 -1.        ],[-1.98369674e-08  1.66666634e-01  9.24610589e-01],2,6,[0.25 0.25 0.05]
6,"[ 0.13994649  0.17618167  0.          0.          0.          0.
 -1.        ]",[-0.10593385  0.03339336  0.99854621 -1.        ],[-2.51303878e-08  1.66666625e-01  9.24698458e-01],2,6,[0.25 0.25 0.05]
7,"[ 0.14000384  0.17613609  0.          0.          0.          0.
 -1.        ]",[-0.10431094  0.03554788  0.99840354 -1.        ],[-3.03676443e-08  1.66666616e-01  9.24741717e-01],2,6,[0.25 0.25 0.05]
8,"[ 0.1400776   0.17607745  0.          0.          0.          0.
 -1.        ]",[-0.10265928  0.0377501   0.99828044 -1.        ],[-3.55787149e-08  1.66666607e-01  9.24763174e-01],2,6,[0.25 0.25 0.05]
9,"[ 0.14016144  0.17601071  0.          0.          0.          0.
 -1.        ]",[-0.10098317  0.03998612  0.99817356 -1.        ],[-4.07771618e-08  1.66666599e-01  9.24773855e-01],2,6,[0.25 0.25 0.05]
10,"[ 0.14025023  0.17593997  0.          0.          0.          0.
 -1.        ]",[-0.099287    0.04224412  0.99807961 -1.        ],[-4.59694159e-08  1.66666590e-01  9.24779181e-01],2,6,[0.25 0.25 0.05]
11,"[ 0.14033992  0.17586844  0.          0.          0.          0.
 -1.        ]",[-0.09757485  0.04451458  0.99799557 -1.        ],[-5.11586050e-08  1.66666581e-01  9.24781838e-01],2,6,[0.25 0.25 0.05]
12,"[ 0.14042751  0.1757985   0.          0.          0.          0.
 -1.        ]",[-0.09585036  0.04679022  0.99791885 -1.        ],[-5.63462700e-08  1.66666573e-01  9.24783165e-01],2,6,[0.25 0.25 0.05]
13,"[ 0.14051097  0.1757318   0.          0.          0.          0.
 -1.        ]",[-0.09411658  0.04906581  0.99784726 -1.        ],[-6.15331757e-08  1.66666564e-01  9.24783828e-01],2,6,[0.25 0.25 0.05]
14,"[ 0.14058908  0.17566932  0.          0.          0.          0.
 -1.        ]",[-0.09237601  0.0513379   0.99777909 -1.        ],[-6.67197025e-08  1.66666555e-01  9.24784159e-01],2,6,[0.25 0.25 0.05]
15,"[ 0.14066128  0.17561151  0.          0.          0.          0.
 -1.        ]",[-0.09063064  0.05360445  0.99771299 -1.        ],[-7.19060401e-08  1.66666547e-01  9.24784324e-01],2,6,[0.25 0.25 0.05]
16,"[ 0.14072757  0.1755584   0.          0.          0.          0.
 -1.        ]",[-0.08888195  0.05586451  0.99764799 -1.        ],[-7.70922833e-08  1.66666538e-01  9.24784407e-01],2,6,[0.25 0.25 0.05]
