step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.22480562  0.00935063  0.          0.          0.          0.
 -1.        ]",[-0.10660168 -0.00445537  1.00891938 -1.        ],[1.37666250e-07 1.37666250e-07 9.17743151e-01],2,5,[0.25 0.25 0.05]
1,"[ 0.22480374  0.00939558  0.          0.          0.          0.
 -1.        ]",[-0.10445996 -0.00442439  1.00858365 -1.        ],[5.47734617e-08 5.47734617e-08 9.21384545e-01],2,5,[0.25 0.25 0.05]
2,"[ 0.22479845  0.00952131  0.          0.          0.          0.
 -1.        ]",[-0.10211287 -0.0043931   1.00820552 -1.        ],[9.67339441e-09 9.67339441e-09 9.23176832e-01],2,5,[0.25 0.25 0.05]
3,"[ 0.22479206  0.009671    0.          0.          0.          0.
 -1.        ]",[-0.09967428 -0.00436763  1.00784982 -1.        ],[-1.45391982e-08 -1.45391982e-08  9.24039352e-01],2,5,[0.25 0.25 0.05]
4,"[ 0.2247843   0.00984984  0.          0.          0.          0.
 -1.        ]",[-0.09716404 -0.00434617  1.00753512 -1.        ],[-2.61218553e-08 -2.61218553e-08  9.24429096e-01],2,5,[0.25 0.25 0.05]
5,"[ 0.22477525  0.01005426  0.          0.          0.          0.
 -1.        ]",[-0.09458629 -0.00432411  1.00726548 -1.        ],[-3.38018314e-08 -3.38018314e-08  9.24610590e-01],2,5,[0.25 0.25 0.05]
6,"[ 0.22476525  0.01027537  0.          0.          0.          0.
 -1.        ]",[-0.09194602 -0.00429797  1.00703897 -1.        ],[-4.12550130e-08 -4.12550130e-08  9.24698458e-01],2,5,[0.25 0.25 0.05]
7,"[ 0.22475458  0.01050605  0.          0.          0.          0.
 -1.        ]",[-0.0892503  -0.00426555  1.00685108 -1.        ],[-4.86289715e-08 -4.86289715e-08  9.24741717e-01],2,5,[0.25 0.25 0.05]
8,"[ 0.22474347  0.0107412   0.          0.          0.          0.
 -1.        ]",[-0.08650748 -0.00422563  1.00669607 -1.        ],[-5.59660604e-08 -5.59660604e-08  9.24763174e-01],2,5,[0.25 0.25 0.05]
9,"[ 0.22473205  0.01097749  0.          0.          0.          0.
 -1.        ]",[-0.0837263  -0.00417779  1.00656786 -1.        ],[-6.32853751e-08 -6.32853751e-08  9.24773855e-01],2,5,[0.25 0.25 0.05]
10,"[ 0.22472042  0.01121314  0.          0.          0.          0.
 -1.        ]",[-0.08091519 -0.00412219  1.00646057 -1.        ],[-7.05959708e-08 -7.05959708e-08  9.24779181e-01],5,5,[0.25 0.25 0.05]
11,"[ 0.22470859  0.01144768  0.          0.          0.          0.
 -1.        ]",[-0.0780818  -0.00405935  1.00636882 -1.        ],[-7.79022508e-08 -7.79022508e-08  9.24781838e-01],5,5,[0.25 0.25 0.05]
12,"[ 0.22469655  0.01168162  0.          0.          0.          0.
 -1.        ]",[-0.07523277 -0.00399001  1.00628795 -1.        ],[-8.52063851e-08 -8.52063851e-08  9.24783165e-01],5,5,[0.25 0.25 0.05]
13,"[ 0.22468423  0.01191625  0.          0.          0.          0.
 -1.        ]",[-0.07237361 -0.00391495  1.00621411 -1.        ],[-9.25094502e-08 -9.25094502e-08  9.24783828e-01],5,5,[0.25 0.25 0.05]
14,"[ 0.22467153  0.01215329  0.          0.          0.          0.
 -1.        ]",[-0.06950872 -0.00383491  1.0061442  -1.        ],[-9.98119817e-08 -9.98119817e-08  9.24784159e-01],5,5,[0.25 0.25 0.05]
15,"[ 0.22465834  0.01239477  0.          0.          0.          0.
 -1.        ]",[-0.06664145 -0.00375055  1.00607587 -1.        ],[-1.07114247e-07 -1.07114247e-07  9.24784324e-01],5,5,[0.25 0.25 0.05]
16,"[ 0.22464451  0.01264288  0.          0.          0.          0.
 -1.        ]",[-0.06377421 -0.00366237  1.00600741 -1.        ],[-1.14416379e-07 -1.14416379e-07  9.24784407e-01],5,5,[0.25 0.25 0.05]
17,"[ 0.2246299   0.01289984  0.          0.          0.          0.
 -1.        ]",[-0.06090867 -0.00357073  1.00593766 -1.        ],[-1.21718445e-07 -1.21718445e-07  9.24784448e-01],5,5,[0.25 0.25 0.05]
18,"[ 0.22461435  0.01316788  0.          0.          0.          0.
 -1.        ]",[-0.05804582 -0.00347586  1.00586593 -1.        ],[-1.29020478e-07 -1.29020478e-07  9.24784469e-01],5,5,[0.25 0.25 0.05]
19,"[ 0.22459768  0.01344922  0.          0.          0.          0.
 -1.        ]",[-0.0551862  -0.00337785  1.00579184 -1.        ],[-1.36322494e-07 -1.36322494e-07  9.24784479e-01],5,5,[0.25 0.25 0.05]
20,"[ 0.22457971  0.01374611  0.          0.          0.          0.
 -1.        ]",[-0.05232996 -0.00327665  1.00571529 -1.        ],[-1.43624502e-07 -1.43624502e-07  9.24784484e-01],5,5,[0.25 0.25 0.05]
21,"[ 0.22456022  0.01406087  0.          0.          0.          0.
 -1.        ]",[-0.04947702 -0.00317214  1.00563635 -1.        ],[-1.50926506e-07 -1.50926506e-07  9.24784487e-01],5,5,[0.25 0.25 0.05]
22,"[ 0.22453899  0.01439597  0.          0.          0.          0.
 -1.        ]",[-0.04662711 -0.00306437  1.00555523 -1.        ],[-1.58228508e-07 -1.58228508e-07  9.24784488e-01],5,5,[0.25 0.25 0.05]
23,"[ 0.22451566  0.01475534  0.          0.          0.          0.
 -1.        ]",[-0.04377991 -0.00295353  1.00547217 -1.        ],[-1.65530508e-07 -1.65530508e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
24,"[ 0.22448972  0.01514479  0.          0.          0.          0.
 -1.        ]",[-0.04093502 -0.00283929  1.00538747 -1.        ],[-1.72832508e-07 -1.72832508e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
25,"[ 0.22446072  0.01556879  0.          0.          0.          0.
 -1.        ]",[-0.03809209 -0.00272126  1.00530141 -1.        ],[-1.80134508e-07 -1.80134508e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
26,"[ 0.22442804  0.01603291  0.          0.          0.          0.
 -1.        ]",[-0.03525079 -0.00259907  1.00521425 -1.        ],[-1.87436508e-07 -1.87436508e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
27,"[ 0.22439091  0.0165445   0.          0.          0.          0.
 -1.        ]",[-0.03241084 -0.0024723   1.00512624 -1.        ],[-1.94738508e-07 -1.94738508e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
28,"[ 0.22434825  0.01711326  0.          0.          0.          0.
 -1.        ]",[-0.02957204 -0.00234048  1.00503756 -1.        ],[-2.02040508e-07 -2.02040508e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
29,"[ 0.2242986   0.01775215  0.          0.          0.          0.
 -1.        ]",[-0.02673422 -0.00220308  1.00494838 -1.        ],[-2.09342507e-07 -2.09342507e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
30,"[ 0.22423989  0.0184789   0.          0.          0.          0.
 -1.        ]",[-0.02389734 -0.0020594   1.00485883 -1.        ],[-2.16644507e-07 -2.16644507e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
31,"[ 0.22416915  0.01931821  0.          0.          0.          0.
 -1.        ]",[-0.02106137 -0.00190858  1.00476899 -1.        ],[-2.23946507e-07 -2.23946507e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
32,"[ 0.2240818   0.02030631  0.          0.          0.          0.
 -1.        ]",[-0.01822641 -0.00174955  1.00467893 -1.        ],[-2.31248506e-07 -2.31248506e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
33,"[ 0.22397053  0.02149891  0.          0.          0.          0.
 -1.        ]",[-0.01539263 -0.00158087  1.00458872 -1.        ],[-2.38550506e-07 -2.38550506e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
34,"[ 0.22382266  0.02298727  0.          0.          0.          0.
 -1.        ]",[-0.01256033 -0.00140052  1.0044984  -1.        ],[-2.45852506e-07 -2.45852506e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
35,"[ 0.22361419  0.0249338   0.          0.          0.          0.
 -1.        ]",[-0.00973001 -0.00120476  1.00440804 -1.        ],[-2.53154505e-07 -2.53154505e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
36,"[ 0.22329483  0.0276481   0.          0.          0.          0.
 -1.        ]",[-6.90258104e-03 -9.86141396e-04  1.00431780e+00 -1.00000000e+00],[-2.60456505e-07 -2.60456505e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
37,"[ 0.22273837  0.03182165  0.          0.          0.          0.
 -1.        ]",[-4.07983977e-03 -7.32337440e-04  1.00422796e+00 -1.00000000e+00],[-2.67758505e-07 -2.67758505e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
38,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[-2.39633124e-03 -6.03450324e-04  1.00338698e+00 -1.00000000e+00],[-2.75060504e-07 -2.75060504e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
39,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[-1.46760303e-03 -5.74794554e-04  1.00206620e+00 -1.00000000e+00],[-2.82362504e-07 -2.82362504e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
40,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[-7.05677789e-04 -5.70898715e-04  1.00063592e+00 -1.00000000e+00],[-2.89664504e-07 -2.89664504e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
41,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[-8.87539453e-05 -5.86669981e-04  9.99110417e-01 -1.00000000e+00],[-2.96966503e-07 -2.96966503e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
42,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 4.09918300e-04 -6.15231729e-04  9.97503918e-01 -1.00000000e+00],[-3.04268503e-07 -3.04268503e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
43,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 7.99843664e-04 -6.47369744e-04  9.95819736e-01 -1.00000000e+00],[-3.11570503e-07 -3.11570503e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
44,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.08922869e-03 -6.78249484e-04  9.94063405e-01 -1.00000000e+00],[-3.18872502e-07 -3.18872502e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
45,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.28967629e-03 -7.07584996e-04  9.92243374e-01 -1.00000000e+00],[-3.26174502e-07 -3.26174502e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
46,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.41486986e-03 -7.35305655e-04  9.90369552e-01 -1.00000000e+00],[-3.33476502e-07 -3.33476502e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
47,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.47902436e-03 -7.61527238e-04  9.88452157e-01 -1.00000000e+00],[-3.40778501e-07 -3.40778501e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
48,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.49576999e-03 -7.86502486e-04  9.86500943e-01 -1.00000000e+00],[-3.48080501e-07 -3.48080501e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
49,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.47744753e-03 -8.10438743e-04  9.84524718e-01 -1.00000000e+00],[-3.55382500e-07 -3.55382500e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
50,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.43472476e-03 -8.33303274e-04  9.82531082e-01 -1.00000000e+00],[-3.62684500e-07 -3.62684500e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
51,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.37644581e-03 -8.54981867e-04  9.80526331e-01 -1.00000000e+00],[-3.69986500e-07 -3.69986500e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
52,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.30964571e-03 -8.75429733e-04  9.78515464e-01 -1.00000000e+00],[-3.77288499e-07 -3.77288499e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
53,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.23967741e-03 -8.94604794e-04  9.76502282e-01 -1.00000000e+00],[-3.84590499e-07 -3.84590499e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
54,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.17040534e-03 -9.12461461e-04  9.74489520e-01 -1.00000000e+00],[-3.91892499e-07 -3.91892499e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
55,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.10443213e-03 -9.28951981e-04  9.72479015e-01 -1.00000000e+00],[-3.99194498e-07 -3.99194498e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
56,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 1.04333368e-03 -9.44029393e-04  9.70471874e-01 -1.00000000e+00],[-4.06496498e-07 -4.06496498e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
57,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 9.87885228e-04 -9.57650590e-04  9.68468638e-01 -1.00000000e+00],[-4.13798498e-07 -4.13798498e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
58,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 9.38267100e-04 -9.69778817e-04  9.66469426e-01 -1.00000000e+00],[-4.21100497e-07 -4.21100497e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
59,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 8.94243152e-04 -9.80385374e-04  9.64474067e-01 -1.00000000e+00],[-4.28402497e-07 -4.28402497e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
60,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 8.55308754e-04 -9.89450502e-04  9.62482204e-01 -1.00000000e+00],[-4.35704497e-07 -4.35704497e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
61,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 8.20809479e-04 -9.96963597e-04  9.60493374e-01 -1.00000000e+00],[-4.43006496e-07 -4.43006496e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
62,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 7.90031922e-04 -1.00292289e-03  9.58507080e-01 -1.00000000e+00],[-4.50308496e-07 -4.50308496e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
63,[ 0.    0.   -0.15  0.    0.    0.   -1.  ],[ 7.62269304e-04 -1.00733472e-03  9.56522827e-01 -1.00000000e+00],[-4.57610496e-07 -4.57610496e-07  9.24784489e-01],5,5,[0.25 0.25 0.05]
