step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.11606041 -0.19275628  0.          0.          0.          0.
 -1.        ]",[-0.10166426  0.00223252  1.01198515 -1.        ],[ 2.43077453e-07 -1.66666586e-01  9.17743166e-01],2,4,[0.25 0.25 0.05]
1,"[ 0.11603396 -0.1927722   0.          0.          0.          0.
 -1.        ]",[-1.00557948e-01  5.95676591e-04  1.01182068e+00 -1.00000000e+00],[ 9.69669257e-08 -1.66666634e-01  9.21384552e-01],2,4,[0.25 0.25 0.05]
2,"[ 0.1159315  -0.19283383  0.          0.          0.          0.
 -1.        ]",[-0.09934202 -0.00117575  1.01163678 -1.        ],[ 1.74717658e-08 -1.66666661e-01  9.23176835e-01],2,4,[0.25 0.25 0.05]
3,"[ 0.11580223 -0.19291149  0.          0.          0.          0.
 -1.        ]",[-0.09809006 -0.00305941  1.01145784 -1.        ],[-2.52063102e-08 -1.66666675e-01  9.24039353e-01],2,4,[0.25 0.25 0.05]
4,"[ 0.11569711 -0.19297456  0.          0.          0.          0.
 -1.        ]",[-0.09681294 -0.00505705  1.01129341 -1.        ],[-4.54815808e-08 -1.66666682e-01  9.24429097e-01],2,4,[0.25 0.25 0.05]
5,"[ 0.1156273  -0.19301639  0.          0.          0.          0.
 -1.        ]",[-0.09551137 -0.00716534  1.0111464  -1.        ],[-5.64033836e-08 -1.66666685e-01  9.24610590e-01],2,4,[0.25 0.25 0.05]
6,"[ 0.11559293 -0.19303698  0.          0.          0.          0.
 -1.        ]",[-0.09418659 -0.00937378  1.01101636 -1.        ],[-6.67018600e-08 -1.66666689e-01  9.24698458e-01],2,4,[0.25 0.25 0.05]
7,"[ 0.11559082 -0.19303824  0.          0.          0.          0.
 -1.        ]",[-0.09284108 -0.01166765  1.01090137 -1.        ],[-7.68897654e-08 -1.66666692e-01  9.24741717e-01],2,4,[0.25 0.25 0.05]
8,"[ 0.11561653 -0.19302284  0.          0.          0.          0.
 -1.        ]",[-0.09147798 -0.01403108  1.01079887 -1.        ],[-8.70267276e-08 -1.66666696e-01  9.24763174e-01],2,4,[0.25 0.25 0.05]
9,"[ 0.11566542 -0.19299355  0.          0.          0.          0.
 -1.        ]",[-0.09010063 -0.01644844  1.01070619 -1.        ],[-9.71391330e-08 -1.66666699e-01  9.24773855e-01],2,4,[0.25 0.25 0.05]
10,"[ 0.11573292 -0.19295308  0.          0.          0.          0.
 -1.        ]",[-0.08871215 -0.01890525  1.01062085 -1.        ],[-1.07239492e-07 -1.66666702e-01  9.24779181e-01],2,4,[0.25 0.25 0.05]
11,"[ 0.11581463 -0.19290405  0.          0.          0.          0.
 -1.        ]",[-0.08731519 -0.02138885  1.01054074 -1.        ],[-1.17333889e-07 -1.66666706e-01  9.24781838e-01],2,4,[0.25 0.25 0.05]
12,"[ 0.11590646 -0.19284889  0.          0.          0.          0.
 -1.        ]",[-0.08591186 -0.02388865  1.01046417 -1.        ],[-1.27425321e-07 -1.66666709e-01  9.24783165e-01],2,4,[0.25 0.25 0.05]
13,"[ 0.11600475 -0.19278977  0.          0.          0.          0.
 -1.        ]",[-0.08450373 -0.02639629  1.01038992 -1.        ],[-1.37515275e-07 -1.66666713e-01  9.24783828e-01],2,4,[0.25 0.25 0.05]
14,"[ 0.11610638 -0.19272859  0.          0.          0.          0.
 -1.        ]",[-0.08309185 -0.02890554  1.01031714 -1.        ],[-1.47604493e-07 -1.66666716e-01  9.24784159e-01],5,4,[0.25 0.25 0.05]
15,"[ 0.11620874 -0.19266688  0.          0.          0.          0.
 -1.        ]",[-0.08167688 -0.03141201  1.01024531 -1.        ],[-1.57693343e-07 -1.66666719e-01  9.24784324e-01],5,4,[0.25 0.25 0.05]
16,"[ 0.11630984 -0.19260587  0.          0.          0.          0.
 -1.        ]",[-0.0802592  -0.03391292  1.01017413 -1.        ],[-1.67782009e-07 -1.66666723e-01  9.24784407e-01],5,4,[0.25 0.25 0.05]
17,"[ 0.11640819 -0.19254645  0.          0.          0.          0.
 -1.        ]",[-0.07883894 -0.03640674  1.01010349 -1.        ],[-1.77870583e-07 -1.66666726e-01  9.24784448e-01],5,4,[0.25 0.25 0.05]
18,"[ 0.11650279 -0.19248922  0.          0.          0.          0.
 -1.        ]",[-0.07741614 -0.03889288  1.01003339 -1.        ],[-1.87959112e-07 -1.66666729e-01  9.24784469e-01],5,4,[0.25 0.25 0.05]
19,"[ 0.11659308 -0.19243454  0.          0.          0.          0.
 -1.        ]",[-0.07599076 -0.04137145  1.00996388 -1.        ],[-1.98047618e-07 -1.66666733e-01  9.24784479e-01],5,4,[0.25 0.25 0.05]
20,"[ 0.11667882 -0.19238257  0.          0.          0.          0.
 -1.        ]",[-0.07456275 -0.04384297  1.00989503 -1.        ],[-2.08136112e-07 -1.66666736e-01  9.24784484e-01],5,4,[0.25 0.25 0.05]
21,"[ 0.11676004 -0.19233329  0.          0.          0.          0.
 -1.        ]",[-0.07313208 -0.04630821  1.0098269  -1.        ],[-2.18224600e-07 -1.66666739e-01  9.24784487e-01],5,4,[0.25 0.25 0.05]
22,"[ 0.11683696 -0.19228657  0.          0.          0.          0.
 -1.        ]",[-0.07169874 -0.04876805  1.00975954 -1.        ],[-2.28313086e-07 -1.66666743e-01  9.24784488e-01],5,4,[0.25 0.25 0.05]
23,"[ 0.11690996 -0.1922422   0.          0.          0.          0.
 -1.        ]",[-0.07026274 -0.05122336  1.00969297 -1.        ],[-2.38401570e-07 -1.66666746e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
24,"[ 0.11697944 -0.19219992  0.          0.          0.          0.
 -1.        ]",[-0.06882415 -0.05367497  1.00962718 -1.        ],[-2.48490054e-07 -1.66666749e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
25,"[ 0.11704588 -0.19215947  0.          0.          0.          0.
 -1.        ]",[-0.06738306 -0.05612356  1.00956214 -1.        ],[-2.58578537e-07 -1.66666753e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
26,"[ 0.11710971 -0.19212057  0.          0.          0.          0.
 -1.        ]",[-0.06593956 -0.05856972  1.00949781 -1.        ],[-2.68667020e-07 -1.66666756e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
27,"[ 0.11717137 -0.19208298  0.          0.          0.          0.
 -1.        ]",[-0.06449378 -0.06101391  1.00943413 -1.        ],[-2.78755503e-07 -1.66666760e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
28,"[ 0.11723122 -0.19204645  0.          0.          0.          0.
 -1.        ]",[-0.06304583 -0.06345647  1.00937104 -1.        ],[-2.88843986e-07 -1.66666763e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
29,"[ 0.11728959 -0.19201081  0.          0.          0.          0.
 -1.        ]",[-0.06159582 -0.06589765  1.00930846 -1.        ],[-2.98932468e-07 -1.66666766e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
30,"[ 0.11734671 -0.19197591  0.          0.          0.          0.
 -1.        ]",[-0.06014385 -0.06833761  1.00924633 -1.        ],[-3.09020951e-07 -1.66666770e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
31,"[ 0.1174028  -0.19194161  0.          0.          0.          0.
 -1.        ]",[-0.05869002 -0.07077643  1.00918459 -1.        ],[-3.19109434e-07 -1.66666773e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
32,"[ 0.117458   -0.19190784  0.          0.          0.          0.
 -1.        ]",[-0.05723441 -0.07321417  1.0091232  -1.        ],[-3.29197917e-07 -1.66666776e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
33,"[ 0.11751238 -0.19187454  0.          0.          0.          0.
 -1.        ]",[-0.05577708 -0.07565084  1.0090621  -1.        ],[-3.39286400e-07 -1.66666780e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
34,"[ 0.11756601 -0.19184169  0.          0.          0.          0.
 -1.        ]",[-0.05431808 -0.07808641  1.00900126 -1.        ],[-3.49374882e-07 -1.66666783e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
35,"[ 0.1176189  -0.19180927  0.          0.          0.          0.
 -1.        ]",[-0.05285747 -0.08052088  1.00894065 -1.        ],[-3.59463365e-07 -1.66666786e-01  9.24784489e-01],5,4,[0.25 0.25 0.05]
