step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.10162924 -0.20073988  0.          0.          0.          0.
 -1.        ]",[-0.07906913 -0.01038732  1.01996823 -1.        ],[ 2.43077453e-07 -1.66666586e-01  9.17743166e-01],5,4,[0.25 0.25 0.05]
1,"[ 0.10157715 -0.20076624  0.          0.          0.          0.
 -1.        ]",[-0.07806873 -0.01198384  1.01982994 -1.        ],[ 9.69669257e-08 -1.66666634e-01  9.21384552e-01],5,4,[0.25 0.25 0.05]
2,"[ 0.10137793 -0.20086691  0.          0.          0.          0.
 -1.        ]",[-0.07696781 -0.01367325  1.01967596 -1.        ],[ 1.74717658e-08 -1.66666661e-01  9.23176835e-01],5,4,[0.25 0.25 0.05]
3,"[ 0.10111789 -0.20099794  0.          0.          0.          0.
 -1.        ]",[-0.07583627 -0.01545124  1.01952793 -1.        ],[-2.52063102e-08 -1.66666675e-01  9.24039353e-01],5,4,[0.25 0.25 0.05]
4,"[ 0.10086618 -0.20112437  0.          0.          0.          0.
 -1.        ]",[-0.0746839  -0.01733438  1.01939495 -1.        ],[-4.54815808e-08 -1.66666682e-01  9.24429097e-01],5,4,[0.25 0.25 0.05]
5,"[ 0.1006422  -0.20123655  0.          0.          0.          0.
 -1.        ]",[-0.07351271 -0.01933197  1.019279   -1.        ],[-5.64033836e-08 -1.66666685e-01  9.24610590e-01],5,4,[0.25 0.25 0.05]
6,"[ 0.10045397 -0.20133057  0.          0.          0.          0.
 -1.        ]",[-0.07232498 -0.02144379  1.01917895 -1.        ],[-6.67018600e-08 -1.66666689e-01  9.24698458e-01],5,4,[0.25 0.25 0.05]
7,"[ 0.10030511 -0.20140478  0.          0.          0.          0.
 -1.        ]",[-0.07112383 -0.02366284  1.01909221 -1.        ],[-7.68897654e-08 -1.66666692e-01  9.24741717e-01],5,4,[0.25 0.25 0.05]
8,"[ 0.10019673 -0.20145872  0.          0.          0.          0.
 -1.        ]",[-0.0699129  -0.0259782   1.01901558 -1.        ],[-8.70267276e-08 -1.66666696e-01  9.24763174e-01],5,4,[0.25 0.25 0.05]
9,"[ 0.10012855 -0.20149261  0.          0.          0.          0.
 -1.        ]",[-0.06869577 -0.02837662  1.01894574 -1.        ],[-9.71391330e-08 -1.66666699e-01  9.24773855e-01],5,4,[0.25 0.25 0.05]
10,"[ 0.10009902 -0.20150729  0.          0.          0.          0.
 -1.        ]",[-0.06747562 -0.03084381  1.0188797  -1.        ],[-1.07239492e-07 -1.66666702e-01  9.24779181e-01],5,4,[0.25 0.25 0.05]
11,"[ 0.10010547 -0.20150408  0.          0.          0.          0.
 -1.        ]",[-0.06625493 -0.03336548  1.01881492 -1.        ],[-1.17333889e-07 -1.66666706e-01  9.24781838e-01],5,4,[0.25 0.25 0.05]
12,"[ 0.10014433 -0.20148477  0.          0.          0.          0.
 -1.        ]",[-0.06503541 -0.0359282   1.01874952 -1.        ],[-1.27425321e-07 -1.66666709e-01  9.24783165e-01],5,4,[0.25 0.25 0.05]
13,"[ 0.10021135 -0.20145145  0.          0.          0.          0.
 -1.        ]",[-0.06381801 -0.03851994  1.01868223 -1.        ],[-1.37515275e-07 -1.66666713e-01  9.24783828e-01],5,4,[0.25 0.25 0.05]
14,"[ 0.10030186 -0.2014064   0.          0.          0.          0.
 -1.        ]",[-0.06260297 -0.04113044  1.0186124  -1.        ],[-1.47604493e-07 -1.66666716e-01  9.24784159e-01],5,4,[0.25 0.25 0.05]
15,"[ 0.10041109 -0.20135196  0.          0.          0.          0.
 -1.        ]",[-0.06139    -0.04375129  1.01853983 -1.        ],[-1.57693343e-07 -1.66666719e-01  9.24784324e-01],5,4,[0.25 0.25 0.05]
16,"[ 0.10053437 -0.20129044  0.          0.          0.          0.
 -1.        ]",[-0.06017841 -0.04637595  1.01846473 -1.        ],[-1.67782009e-07 -1.66666723e-01  9.24784407e-01],5,4,[0.25 0.25 0.05]
17,"[ 0.10066729 -0.201224    0.          0.          0.          0.
 -1.        ]",[-0.05896729 -0.04899955  1.01838757 -1.        ],[-1.77870583e-07 -1.66666726e-01  9.24784448e-01],5,4,[0.25 0.25 0.05]
18,"[ 0.10080591 -0.20115459  0.          0.          0.          0.
 -1.        ]",[-0.05775559 -0.05161872  1.01830898 -1.        ],[-1.87959112e-07 -1.66666729e-01  9.24784469e-01],5,4,[0.25 0.25 0.05]
19,"[ 0.10094679 -0.20108393  0.          0.          0.          0.
 -1.        ]",[-0.0565423  -0.05423132  1.01822962 -1.        ],[-1.98047618e-07 -1.66666733e-01  9.24784479e-01],5,4,[0.25 0.25 0.05]
20,"[ 0.1010871  -0.20101343  0.          0.          0.          0.
 -1.        ]",[-0.0553265  -0.0568362   1.01815017 -1.        ],[-2.08136112e-07 -1.66666736e-01  9.24784484e-01],5,4,[0.25 0.25 0.05]
21,"[ 0.10122457 -0.20094424  0.          0.          0.          0.
 -1.        ]",[-0.0541074  -0.05943295  1.01807123 -1.        ],[-2.18224600e-07 -1.66666739e-01  9.24784487e-01],5,4,[0.25 0.25 0.05]
