step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[ 0.1933501   0.11506842  0.          0.          0.          0.
 -1.        ]",[-0.09664452  0.00990641  1.0197522  -1.        ],[0.16666675 0.16666675 0.91774314],2,9,[0.25 0.25 0.05]
1,"[ 0.19333205  0.11509873  0.          0.          0.          0.
 -1.        ]",[-0.09474708  0.01085421  1.01947916 -1.        ],[0.1666667  0.1666667  0.92138454],2,9,[0.25 0.25 0.05]
2,"[ 0.19327294  0.11519796  0.          0.          0.          0.
 -1.        ]",[-0.0926609  0.0118707  1.0191757 -1.       ],[0.16666667 0.16666667 0.92317683],2,9,[0.25 0.25 0.05]
3,"[ 0.19319854  0.1153227   0.          0.          0.          0.
 -1.        ]",[-0.09049906  0.01294537  1.01889265 -1.        ],[0.16666666 0.16666666 0.92403935],2,9,[0.25 0.25 0.05]
4,"[ 0.19312719  0.11544214  0.          0.          0.          0.
 -1.        ]",[-0.08828086  0.01408298  1.01864512 -1.        ],[0.16666665 0.16666665 0.9244291 ],2,9,[0.25 0.25 0.05]
5,"[ 0.19306436  0.11554719  0.          0.          0.          0.
 -1.        ]",[-0.08601168  0.01528471  1.01843534 -1.        ],[0.16666664 0.16666664 0.92461059],2,9,[0.25 0.25 0.05]
6,"[ 0.19301171  0.11563512  0.          0.          0.          0.
 -1.        ]",[-0.08369682  0.01654676  1.01826064 -1.        ],[0.16666664 0.16666664 0.92469846],2,9,[0.25 0.25 0.05]
7,"[ 0.19296929  0.1157059   0.          0.          0.          0.
 -1.        ]",[-0.08134272  0.01786207  1.01811634 -1.        ],[0.16666663 0.16666663 0.92474172],5,9,[0.25 0.25 0.05]
8,"[ 0.19293626  0.11576095  0.          0.          0.          0.
 -1.        ]",[-0.07895644  0.01922192  1.01799705 -1.        ],[0.16666662 0.16666662 0.92476317],5,9,[0.25 0.25 0.05]
9,"[ 0.19291134  0.11580248  0.          0.          0.          0.
 -1.        ]",[-0.0765449   0.02061719  1.01789736 -1.        ],[0.16666661 0.16666661 0.92477385],5,9,[0.25 0.25 0.05]
10,"[ 0.19289302  0.115833    0.          0.          0.          0.
 -1.        ]",[-0.07411444  0.02203906  1.01781232 -1.        ],[0.16666661 0.16666661 0.92477918],5,9,[0.25 0.25 0.05]
11,"[ 0.19287971  0.11585515  0.          0.          0.          0.
 -1.        ]",[-0.07167056  0.02347955  1.01773762 -1.        ],[0.1666666  0.1666666  0.92478184],5,9,[0.25 0.25 0.05]
12,"[ 0.19286991  0.11587147  0.          0.          0.          0.
 -1.        ]",[-0.06921775  0.02493185  1.01766972 -1.        ],[0.16666659 0.16666659 0.92478317],5,9,[0.25 0.25 0.05]
13,"[ 0.19286222  0.11588426  0.          0.          0.          0.
 -1.        ]",[-0.06675954  0.02639043  1.01760583 -1.        ],[0.16666659 0.16666659 0.92478383],5,9,[0.25 0.25 0.05]
14,"[ 0.19285549  0.11589548  0.          0.          0.          0.
 -1.        ]",[-0.0642986   0.02785107  1.01754387 -1.        ],[0.16666658 0.16666658 0.92478416],5,9,[0.25 0.25 0.05]
15,"[ 0.19284876  0.11590667  0.          0.          0.          0.
 -1.        ]",[-0.06183678  0.02931076  1.01748237 -1.        ],[0.16666657 0.16666657 0.92478432],5,9,[0.25 0.25 0.05]
16,"[ 0.19284133  0.11591902  0.          0.          0.          0.
 -1.        ]",[-0.05937532  0.03076751  1.01742033 -1.        ],[0.16666657 0.16666657 0.92478441],5,9,[0.25 0.25 0.05]
17,"[ 0.19283272  0.11593335  0.          0.          0.          0.
 -1.        ]",[-0.05691499  0.03222017  1.01735717 -1.        ],[0.16666656 0.16666656 0.92478445],5,9,[0.25 0.25 0.05]
18,"[ 0.19282262  0.11595015  0.          0.          0.          0.
 -1.        ]",[-0.05445614  0.03366826  1.0172926  -1.        ],[0.16666655 0.16666655 0.92478447],5,9,[0.25 0.25 0.05]
19,"[ 0.19281088  0.11596967  0.          0.          0.          0.
 -1.        ]",[-0.05199889  0.03511176  1.01722655 -1.        ],[0.16666655 0.16666655 0.92478448],5,9,[0.25 0.25 0.05]
20,"[ 0.19279746  0.11599198  0.          0.          0.          0.
 -1.        ]",[-0.04954318  0.03655096  1.01715906 -1.        ],[0.16666654 0.16666654 0.92478448],5,9,[0.25 0.25 0.05]
21,"[ 0.1927824  0.116017   0.         0.         0.         0.
 -1.       ]",[-0.04708884  0.03798636  1.01709028 -1.        ],[0.16666653 0.16666653 0.92478449],5,9,[0.25 0.25 0.05]
22,"[ 0.19276581  0.11604456  0.          0.          0.          0.
 -1.        ]",[-0.04463567  0.03941852  1.0170204  -1.        ],[0.16666652 0.16666652 0.92478449],5,9,[0.25 0.25 0.05]
23,"[ 0.19274782  0.11607445  0.          0.          0.          0.
 -1.        ]",[-0.04218342  0.04084806  1.01694961 -1.        ],[0.16666652 0.16666652 0.92478449],5,9,[0.25 0.25 0.05]
24,"[ 0.19272856  0.11610643  0.          0.          0.          0.
 -1.        ]",[-0.0397319   0.04227553  1.01687809 -1.        ],[0.16666651 0.16666651 0.92478449],5,9,[0.25 0.25 0.05]
25,"[ 0.19270816  0.11614028  0.          0.          0.          0.
 -1.        ]",[-0.03728091  0.04370143  1.016806   -1.        ],[0.1666665  0.1666665  0.92478449],5,9,[0.25 0.25 0.05]
26,"[ 0.19268675  0.11617579  0.          0.          0.          0.
 -1.        ]",[-0.0348303   0.04512619  1.01673349 -1.        ],[0.1666665  0.1666665  0.92478449],5,9,[0.25 0.25 0.05]
27,"[ 0.19266444  0.1162128   0.          0.          0.          0.
 -1.        ]",[-0.03237996  0.04655016  1.01666064 -1.        ],[0.16666649 0.16666649 0.92478449],5,9,[0.25 0.25 0.05]
28,"[ 0.1926413   0.11625115  0.          0.          0.          0.
 -1.        ]",[-0.02992979  0.04797359  1.01658755 -1.        ],[0.16666648 0.16666648 0.92478449],5,9,[0.25 0.25 0.05]
