step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[-0.07195811  0.21318309  0.          0.          0.          0.
 -1.        ]",[-0.10282808 -0.0225285   1.01694172 -1.        ],[-0.16666663  0.16666683  0.91774315],2,3,[0.25 0.25 0.05]
1,"[-0.07193524  0.21319081  0.          0.          0.          0.
 -1.        ]",[-0.10354555 -0.0206991   1.01702531 -1.        ],[-0.16666665  0.16666673  0.92138454],2,3,[0.25 0.25 0.05]
2,"[-0.07183287  0.21322532  0.          0.          0.          0.
 -1.        ]",[-0.10434125 -0.01870442  1.01711712 -1.        ],[-0.16666666  0.16666668  0.92317683],2,3,[0.25 0.25 0.05]
3,"[-0.07170503  0.21326835  0.          0.          0.          0.
 -1.        ]",[-0.10515677 -0.01657729  1.01720734 -1.        ],[-0.16666667  0.16666665  0.92403935],2,3,[0.25 0.25 0.05]
4,"[-0.07160009  0.2133036   0.          0.          0.          0.
 -1.        ]",[-0.10598353 -0.01432355  1.01729112 -1.        ],[-0.16666667  0.16666664  0.9244291 ],2,3,[0.25 0.25 0.05]
5,"[-0.07152567  0.21332857  0.          0.          0.          0.
 -1.        ]",[-0.10681998 -0.01195378  1.01736759 -1.        ],[-0.16666667  0.16666663  0.92461059],2,3,[0.25 0.25 0.05]
6,"[-0.07148068  0.21334365  0.          0.          0.          0.
 -1.        ]",[-0.1076653  -0.00948441  1.01743715 -1.        ],[-0.16666668  0.16666662  0.92469846],2,3,[0.25 0.25 0.05]
7,"[-0.07146112  0.2133502   0.          0.          0.          0.
 -1.        ]",[-0.10851858 -0.00693408  1.01750065 -1.        ],[-0.16666668  0.16666661  0.92474172],2,3,[0.25 0.25 0.05]
8,"[-0.07146217  0.21334985  0.          0.          0.          0.
 -1.        ]",[-0.1093787  -0.00432053  1.01755905 -1.        ],[-0.16666668  0.1666666   0.92476317],2,3,[0.25 0.25 0.05]
9,"[-0.07147933  0.2133441   0.          0.          0.          0.
 -1.        ]",[-0.11024441 -0.00165961  1.01761338 -1.        ],[-0.16666668  0.16666659  0.92477385],2,3,[0.25 0.25 0.05]
10,"[-0.07150874  0.21333424  0.          0.          0.          0.
 -1.        ]",[-0.11111444  0.00103515  1.01766469 -1.        ],[-0.16666668  0.16666658  0.92477918],2,3,[0.25 0.25 0.05]
11,"[-0.07154722  0.21332134  0.          0.          0.          0.
 -1.        ]",[-0.11198754  0.00375268  1.01771396 -1.        ],[-0.16666669  0.16666657  0.92478184],2,3,[0.25 0.25 0.05]
12,"[-0.07159236  0.2133062   0.          0.          0.          0.
 -1.        ]",[-0.1128625   0.00648432  1.01776214 -1.        ],[-0.16666669  0.16666656  0.92478317],2,3,[0.25 0.25 0.05]
13,"[-0.07164245  0.21328938  0.          0.          0.          0.
 -1.        ]",[-0.11373824  0.00922357  1.01781009 -1.        ],[-0.16666669  0.16666655  0.92478383],2,3,[0.25 0.25 0.05]
14,"[-0.07169645  0.21327123  0.          0.          0.          0.
 -1.        ]",[-0.11461376  0.01196586  1.01785858 -1.        ],[-0.16666669  0.16666654  0.92478416],2,3,[0.25 0.25 0.05]
15,"[-0.07175388  0.21325192  0.          0.          0.          0.
 -1.        ]",[-0.11548823  0.01470816  1.01790828 -1.        ],[-0.16666669  0.16666653  0.92478432],2,3,[0.25 0.25 0.05]
16,"[-0.07181468  0.21323145  0.          0.          0.          0.
 -1.        ]",[-0.11636098  0.01744866  1.01795972 -1.        ],[-0.1666667   0.16666652  0.92478441],2,3,[0.25 0.25 0.05]
17,"[-0.07187914  0.21320973  0.          0.          0.          0.
 -1.        ]",[-0.11723148  0.02018651  1.01801334 -1.        ],[-0.1666667   0.16666651  0.92478445],2,3,[0.25 0.25 0.05]
18,"[-0.07194776  0.21318659  0.          0.          0.          0.
 -1.        ]",[-0.11809938  0.0229215   1.01806943 -1.        ],[-0.1666667   0.1666665   0.92478447],2,3,[0.25 0.25 0.05]
19,"[-0.07202114  0.21316181  0.          0.          0.          0.
 -1.        ]",[-0.11896449  0.02565387  1.0181282  -1.        ],[-0.1666667   0.16666649  0.92478448],2,3,[0.25 0.25 0.05]
20,"[-0.07209992  0.21313517  0.          0.          0.          0.
 -1.        ]",[-0.11982674  0.02838411  1.01818974 -1.        ],[-0.1666667   0.16666648  0.92478448],2,3,[0.25 0.25 0.05]
21,"[-0.07218475  0.21310646  0.          0.          0.          0.
 -1.        ]",[-0.1206862   0.03111285  1.01825404 -1.        ],[-0.16666671  0.16666647  0.92478449],2,3,[0.25 0.25 0.05]
22,"[-0.07227616  0.21307547  0.          0.          0.          0.
 -1.        ]",[-0.12154304  0.03384072  1.01832107 -1.        ],[-0.16666671  0.16666646  0.92478449],2,3,[0.25 0.25 0.05]
23,"[-0.07237464  0.21304204  0.          0.          0.          0.
 -1.        ]",[-0.1223975   0.03656833  1.01839069 -1.        ],[-0.16666671  0.16666645  0.92478449],2,3,[0.25 0.25 0.05]
24,"[-0.07248056  0.21300603  0.          0.          0.          0.
 -1.        ]",[-0.12324988  0.03929622  1.01846277 -1.        ],[-0.16666671  0.16666644  0.92478449],2,3,[0.25 0.25 0.05]
25,"[-0.07259421  0.21296732  0.          0.          0.          0.
 -1.        ]",[-0.12410053  0.04202483  1.01853711 -1.        ],[-0.16666671  0.16666643  0.92478449],2,3,[0.25 0.25 0.05]
26,"[-0.07271579  0.21292584  0.          0.          0.          0.
 -1.        ]",[-0.12494981  0.04475448  1.01861355 -1.        ],[-0.16666672  0.16666642  0.92478449],2,3,[0.25 0.25 0.05]
27,"[-0.07284545  0.21288152  0.          0.          0.          0.
 -1.        ]",[-0.12579757  0.04748557  1.01869201 -1.        ],[-0.16666672  0.16666641  0.92478449],2,3,[0.25 0.25 0.05]
28,"[-0.07298417  0.212834    0.          0.          0.          0.
 -1.        ]",[-0.12664536  0.05021766  1.01877104 -1.        ],[-0.16666672  0.1666664   0.92478449],2,3,[0.25 0.25 0.05]
29,"[-0.07312981  0.212784    0.          0.          0.          0.
 -1.        ]",[-0.12749647  0.05294965  1.01884855 -1.        ],[-0.16666672  0.16666639  0.92478449],2,3,[0.25 0.25 0.05]
30,"[-0.07327673  0.21273345  0.          0.          0.          0.
 -1.        ]",[-0.12835241  0.05568113  1.01892362 -1.        ],[-0.16666672  0.16666638  0.92478449],2,3,[0.25 0.25 0.05]
31,"[-0.0734222   0.21268329  0.          0.          0.          0.
 -1.        ]",[-0.12921403  0.05841193  1.01899563 -1.        ],[-0.16666673  0.16666637  0.92478449],2,3,[0.25 0.25 0.05]
32,"[-0.07356452  0.2126341   0.          0.          0.          0.
 -1.        ]",[-0.13008198  0.0611419   1.01906406 -1.        ],[-0.16666673  0.16666636  0.92478449],2,3,[0.25 0.25 0.05]
33,"[-0.07370219  0.21258642  0.          0.          0.          0.
 -1.        ]",[-0.13095683  0.06387091  1.01912846 -1.        ],[-0.16666673  0.16666635  0.92478449],2,3,[0.25 0.25 0.05]
34,"[-0.07383375  0.21254076  0.          0.          0.          0.
 -1.        ]",[-0.13183903  0.06659883  1.0191884  -1.        ],[-0.16666673  0.16666634  0.92478449],2,3,[0.25 0.25 0.05]
35,"[-0.07395774  0.21249765  0.          0.          0.          0.
 -1.        ]",[-0.13272899  0.06932551  1.0192435  -1.        ],[-0.16666673  0.16666633  0.92478449],2,3,[0.25 0.25 0.05]
36,"[-0.07407266  0.21245762  0.          0.          0.          0.
 -1.        ]",[-0.13362704  0.0720508   1.01929343 -1.        ],[-0.16666674  0.16666632  0.92478449],2,3,[0.25 0.25 0.05]
37,"[-0.07417697  0.21242123  0.          0.          0.          0.
 -1.        ]",[-0.13453348  0.0747745   1.01933785 -1.        ],[-0.16666674  0.16666631  0.92478449],2,3,[0.25 0.25 0.05]
38,"[-0.07426898  0.21238907  0.          0.          0.          0.
 -1.        ]",[-0.13544873  0.07749637  1.01937643 -1.        ],[-0.16666674  0.1666663   0.92478449],2,3,[0.25 0.25 0.05]
39,"[-0.07434652  0.21236194  0.          0.          0.          0.
 -1.        ]",[-0.13637245  0.08021659  1.01940936 -1.        ],[-0.16666674  0.16666629  0.92478449],2,3,[0.25 0.25 0.05]
40,"[-0.07440912  0.21234002  0.          0.          0.          0.
 -1.        ]",[-0.13730406  0.08293548  1.01943706 -1.        ],[-0.16666674  0.16666628  0.92478449],2,3,[0.25 0.25 0.05]
