step,action,eef_pos,good,target_pos,in_target
0,[ 0.3         0.16545274  0.         -1.        ],[-0.16516294 -0.10053711],True,[0.13857137 0.07270376],False
1,[ 0.3         0.16545274  0.         -1.        ],[-0.16250229 -0.09936057],True,[0.13857137 0.07270376],False
2,[ 0.3         0.16545274  0.         -1.        ],[-0.15958496 -0.09748572],True,[0.13857137 0.07270376],False
3,[ 0.3         0.16545274  0.         -1.        ],[-0.15641312 -0.09542302],True,[0.13857137 0.07270376],False
4,[ 0.3         0.16545274  0.         -1.        ],[-0.15304541 -0.09328711],True,[0.13857137 0.07270376],False
5,[ 0.3         0.16545274  0.         -1.        ],[-0.14952327 -0.09111209],True,[0.13857137 0.07270376],False
6,[ 0.3         0.16545274  0.         -1.        ],[-0.1458803  -0.08891352],True,[0.13857137 0.07270376],False
7,[ 0.3         0.16545274  0.         -1.        ],[-0.14214506 -0.08670076],True,[0.13857137 0.07270376],False
8,[ 0.3         0.16545274  0.         -1.        ],[-0.1383422  -0.08448008],True,[0.13857137 0.07270376],False
9,[ 0.3         0.16545274  0.         -1.        ],[-0.1344929  -0.08225582],True,[0.13857137 0.07270376],False
10,[ 0.3         0.16545274  0.         -1.        ],[-0.13061483 -0.08003085],True,[0.13857137 0.07270376],False
11,[ 0.3         0.16545274  0.         -1.        ],[-0.12672215 -0.07780693],True,[0.13857137 0.07270376],False
12,[ 0.3         0.16545274  0.         -1.        ],[-0.12282565 -0.07558497],True,[0.13857137 0.07270376],False
13,[ 0.3         0.16545274  0.         -1.        ],[-0.11893301 -0.07336531],True,[0.13857137 0.07270376],False
14,[ 0.3         0.16545274  0.         -1.        ],[-0.11504923 -0.07114794],True,[0.13857137 0.07270376],False
15,[ 0.3         0.16545274  0.         -1.        ],[-0.11117709 -0.0689327 ],True,[0.13857137 0.07270376],False
16,[ 0.3         0.16545274  0.         -1.        ],[-0.10731767 -0.06671938],True,[0.13857137 0.07270376],False
17,[ 0.3         0.16545274  0.         -1.        ],[-0.10347081 -0.06450781],True,[0.13857137 0.07270376],False
18,[ 0.3         0.16545274  0.         -1.        ],[-0.09963552 -0.06229785],True,[0.13857137 0.07270376],False
19,[ 0.3         0.16545274  0.         -1.        ],[-0.09581029 -0.06008945],True,[0.13857137 0.07270376],False
20,[ 0.3         0.16545274  0.         -1.        ],[-0.09199331 -0.05788193],True,[0.13857137 0.07270376],False
21,[ 0.3         0.16545274  0.         -1.        ],[-0.08818315 -0.05567543],True,[0.13857137 0.07270376],False
22,[ 0.3         0.16545274  0.         -1.        ],[-0.08437956 -0.05347614],True,[0.13857137 0.07270376],False
23,[ 0.3         0.16545274  0.         -1.        ],[-0.08058178 -0.05128587],True,[0.13857137 0.07270376],False
24,[ 0.3         0.16545274  0.         -1.        ],[-0.07678838 -0.04910241],True,[0.13857137 0.07270376],False
25,[ 0.3         0.16545274  0.         -1.        ],[-0.07299789 -0.04692367],True,[0.13857137 0.07270376],False
26,[ 0.3         0.16545274  0.         -1.        ],[-0.06920901 -0.0447482 ],True,[0.13857137 0.07270376],False
27,[ 0.3         0.16545274  0.         -1.        ],[-0.06542068 -0.04257511],True,[0.13857137 0.07270376],False
28,[ 0.3         0.16545274  0.         -1.        ],[-0.0616321  -0.04040391],True,[0.13857137 0.07270376],False
29,[ 0.3         0.16545274  0.         -1.        ],[-0.05784271 -0.03823439],True,[0.13857137 0.07270376],False
30,[ 0.3         0.16545274  0.         -1.        ],[-0.05405216 -0.03606649],True,[0.13857137 0.07270376],False
31,[ 0.3         0.16545274  0.         -1.        ],[-0.05026025 -0.03390025],True,[0.13857137 0.07270376],False
32,[ 0.3         0.16545274  0.         -1.        ],[-0.0464669  -0.03173574],True,[0.13857137 0.07270376],False
33,[ 0.3         0.16545274  0.         -1.        ],[-0.04267213 -0.02957304],True,[0.13857137 0.07270376],False
34,[ 0.3         0.16545274  0.         -1.        ],[-0.03887602 -0.02741221],True,[0.13857137 0.07270376],False
35,[ 0.3         0.16545274  0.         -1.        ],[-0.03507869 -0.0252533 ],True,[0.13857137 0.07270376],False
36,[ 0.3         0.16545274  0.         -1.        ],[-0.03128028 -0.02309635],True,[0.13857137 0.07270376],False
37,[ 0.3         0.16545274  0.         -1.        ],[-0.02748093 -0.02094136],True,[0.13857137 0.07270376],False
38,[ 0.3         0.16545274  0.         -1.        ],[-0.02368081 -0.01878834],True,[0.13857137 0.07270376],False
39,[ 0.3         0.16545274  0.         -1.        ],[-0.01988003 -0.01663728],True,[0.13857137 0.07270376],False
40,[ 0.3         0.16545274  0.         -1.        ],[-0.01607874 -0.01448817],True,[0.13857137 0.07270376],False
41,[ 0.3         0.16545274  0.         -1.        ],[-0.01227704 -0.01234098],True,[0.13857137 0.07270376],False
42,[ 0.3         0.16545274  0.         -1.        ],[-0.00847503 -0.0101957 ],True,[0.13857137 0.07270376],False
43,[ 0.3         0.16545274  0.         -1.        ],[-0.00467282 -0.0080523 ],True,[0.13857137 0.07270376],False
44,[ 0.3         0.16545274  0.         -1.        ],[-0.00087046 -0.00591076],True,[0.13857137 0.07270376],False
45,[ 0.3         0.16545274  0.         -1.        ],[ 0.00293197 -0.00377107],True,[0.13857137 0.07270376],False
46,[ 0.3         0.16545274  0.         -1.        ],[ 0.0067344  -0.00163319],True,[0.13857137 0.07270376],False
47,[ 0.3         0.16545274  0.         -1.        ],[0.01053679 0.00050289],True,[0.13857137 0.07270376],False
48,[ 0.3         0.16545274  0.         -1.        ],[0.01433909 0.00263718],True,[0.13857137 0.07270376],False
49,[ 0.3         0.16545274  0.         -1.        ],[0.01814125 0.00476971],True,[0.13857137 0.07270376],False
50,[ 0.3         0.16545274  0.         -1.        ],[0.02194321 0.00690049],True,[0.13857137 0.07270376],False
51,[ 0.3         0.16545274  0.         -1.        ],[0.02574495 0.00902954],True,[0.13857137 0.07270376],False
52,[ 0.3         0.16545274  0.         -1.        ],[0.02954642 0.01115686],True,[0.13857137 0.07270376],False
53,[ 0.3         0.16545274  0.         -1.        ],[0.03334756 0.01328247],True,[0.13857137 0.07270376],False
54,[ 0.3         0.16545274  0.         -1.        ],[0.03714833 0.01540639],True,[0.13857137 0.07270376],False
55,[ 0.3         0.16545274  0.         -1.        ],[0.04094869 0.01752862],True,[0.13857137 0.07270376],False
56,[ 0.3         0.16545274  0.         -1.        ],[0.04474858 0.01964919],True,[0.13857137 0.07270376],False
57,[ 0.3         0.16545274  0.         -1.        ],[0.04854795 0.02176809],True,[0.13857137 0.07270376],False
