step,action,eef_pos,good,target_pos,in_target
0,[-0.08066891 -0.3         0.         -1.        ],[-0.15827958 -0.25645059],False,[-0.07206249  0.04061767],False
1,[ 0.08706796  0.3         0.         -1.        ],[-0.15864639 -0.25997528],True,[-0.07206249  0.04061767],False
2,[ 0.08706796  0.3         0.         -1.        ],[-0.15832093 -0.2602934 ],True,[-0.07206249  0.04061767],False
3,[ 0.08706796  0.3         0.         -1.        ],[-0.15782359 -0.25940034],True,[-0.07206249  0.04061767],False
4,[ 0.08706796  0.3         0.         -1.        ],[-0.15719097 -0.25762886],True,[-0.07206249  0.04061767],False
5,[ 0.08706796  0.3         0.         -1.        ],[-0.15644347 -0.255166  ],True,[-0.07206249  0.04061767],False
6,[ 0.08706796  0.3         0.         -1.        ],[-0.15560724 -0.25215874],True,[-0.07206249  0.04061767],False
7,[ 0.08706796  0.3         0.         -1.        ],[-0.15470425 -0.24874186],True,[-0.07206249  0.04061767],False
8,[ 0.08706796  0.3         0.         -1.        ],[-0.15374993 -0.24503366],True,[-0.07206249  0.04061767],False
9,[ 0.08706796  0.3         0.         -1.        ],[-0.15275424 -0.24113169],True,[-0.07206249  0.04061767],False
10,[ 0.08706796  0.3         0.         -1.        ],[-0.1517234 -0.2371122],True,[-0.07206249  0.04061767],False
11,[ 0.08706796  0.3         0.         -1.        ],[-0.15066154 -0.23303185],True,[-0.07206249  0.04061767],False
12,[ 0.08706796  0.3         0.         -1.        ],[-0.14957201 -0.22893054],True,[-0.07206249  0.04061767],False
13,[ 0.08706796  0.3         0.         -1.        ],[-0.14845803 -0.22483447],True,[-0.07206249  0.04061767],False
14,[ 0.08706796  0.3         0.         -1.        ],[-0.1473231  -0.22075925],True,[-0.07206249  0.04061767],False
15,[ 0.08706796  0.3         0.         -1.        ],[-0.14617094 -0.21671256],True,[-0.07206249  0.04061767],False
16,[ 0.08706796  0.3         0.         -1.        ],[-0.14500539 -0.21269652],True,[-0.07206249  0.04061767],False
