step,action,eef_pos,good,target_pos,in_target
0,[ 0.19565186  0.3         0.         -1.        ],[-0.15809837 -0.17251987],True,[0.02964627 0.12332874],False
1,[ 0.19565186  0.3         0.         -1.        ],[-0.15608025 -0.17171867],True,[0.02964627 0.12332874],False
2,[ 0.19565186  0.3         0.         -1.        ],[-0.15414598 -0.17000844],True,[0.02964627 0.12332874],False
3,[ 0.19565186  0.3         0.         -1.        ],[-0.15224181 -0.16770454],True,[0.02964627 0.12332874],False
4,[ 0.19565186  0.3         0.         -1.        ],[-0.15032252 -0.16490206],True,[0.02964627 0.12332874],False
5,[ 0.19565186  0.3         0.         -1.        ],[-0.1483529  -0.16168057],True,[0.02964627 0.12332874],False
6,[ 0.19565186  0.3         0.         -1.        ],[-0.14630421 -0.15813752],True,[0.02964627 0.12332874],False
7,[ 0.19565186  0.3         0.         -1.        ],[-0.1441523  -0.15437301],True,[0.02964627 0.12332874],False
8,[ 0.19565186  0.3         0.         -1.        ],[-0.14190994 -0.15045208],True,[0.02964627 0.12332874],False
9,[ 0.19565186  0.3         0.         -1.        ],[-0.13960415 -0.14642026],True,[0.02964627 0.12332874],False
10,[ 0.19565186  0.3         0.         -1.        ],[-0.13724656 -0.1423228 ],True,[0.02964627 0.12332874],False
11,[ 0.19565186  0.3         0.         -1.        ],[-0.13484787 -0.13819428],True,[0.02964627 0.12332874],False
12,[ 0.19565186  0.3         0.         -1.        ],[-0.13241916 -0.13405878],True,[0.02964627 0.12332874],False
13,[ 0.19565186  0.3         0.         -1.        ],[-0.12997121 -0.12993171],True,[0.02964627 0.12332874],False
14,[ 0.19565186  0.3         0.         -1.        ],[-0.12751368 -0.1258217 ],True,[0.02964627 0.12332874],False
15,[ 0.19565186  0.3         0.         -1.        ],[-0.12505462 -0.12173234],True,[0.02964627 0.12332874],False
16,[ 0.19565186  0.3         0.         -1.        ],[-0.12260019 -0.11766376],True,[0.02964627 0.12332874],False
17,[ 0.19565186  0.3         0.         -1.        ],[-0.12015469 -0.11361403],True,[0.02964627 0.12332874],False
18,[ 0.19565186  0.3         0.         -1.        ],[-0.11772062 -0.10958017],True,[0.02964627 0.12332874],False
19,[ 0.19565186  0.3         0.         -1.        ],[-0.11529904 -0.10555892],True,[0.02964627 0.12332874],False
20,[ 0.19565186  0.3         0.         -1.        ],[-0.11288983 -0.10154723],True,[0.02964627 0.12332874],False
21,[ 0.19565186  0.3         0.         -1.        ],[-0.11049202 -0.09754257],True,[0.02964627 0.12332874],False
22,[ 0.19565186  0.3         0.         -1.        ],[-0.10810414 -0.09354294],True,[0.02964627 0.12332874],False
23,[ 0.19565186  0.3         0.         -1.        ],[-0.10572442 -0.08954696],True,[0.02964627 0.12332874],False
24,[ 0.19565186  0.3         0.         -1.        ],[-0.10335101 -0.08555371],True,[0.02964627 0.12332874],False
25,[ 0.19565186  0.3         0.         -1.        ],[-0.10098214 -0.08156268],True,[0.02964627 0.12332874],False
26,[ 0.19565186  0.3         0.         -1.        ],[-0.09861621 -0.07757362],True,[0.02964627 0.12332874],False
27,[ 0.19565186  0.3         0.         -1.        ],[-0.09625181 -0.07358648],True,[0.02964627 0.12332874],False
28,[ 0.19565186  0.3         0.         -1.        ],[-0.09388781 -0.06960134],True,[0.02964627 0.12332874],False
29,[ 0.19565186  0.3         0.         -1.        ],[-0.09152329 -0.0656183 ],True,[0.02964627 0.12332874],False
30,[ 0.19565186  0.3         0.         -1.        ],[-0.08915756 -0.06163751],True,[0.02964627 0.12332874],False
31,[ 0.19565186  0.3         0.         -1.        ],[-0.08679013 -0.05765907],True,[0.02964627 0.12332874],False
32,[ 0.19565186  0.3         0.         -1.        ],[-0.08442067 -0.05368311],True,[0.02964627 0.12332874],False
33,[ 0.19565186  0.3         0.         -1.        ],[-0.08204898 -0.04970968],True,[0.02964627 0.12332874],False
34,[ 0.19565186  0.3         0.         -1.        ],[-0.07967496 -0.04573884],True,[0.02964627 0.12332874],False
35,[ 0.19565186  0.3         0.         -1.        ],[-0.07729861 -0.04177061],True,[0.02964627 0.12332874],False
36,[ 0.19565186  0.3         0.         -1.        ],[-0.07491993 -0.037805  ],True,[0.02964627 0.12332874],False
37,[ 0.19565186  0.3         0.         -1.        ],[-0.07253901 -0.03384199],True,[0.02964627 0.12332874],False
38,[ 0.19565186  0.3         0.         -1.        ],[-0.07015591 -0.02988156],True,[0.02964627 0.12332874],False
39,[ 0.19565186  0.3         0.         -1.        ],[-0.06777074 -0.02592368],True,[0.02964627 0.12332874],False
