step,action,eef_pos,good,target_pos,in_target
0,[-0.20945757 -0.3         0.         -1.        ],[-0.13825778 -0.17694214],False,[0.07467851 0.06910936],False
1,[-0.20945757 -0.3         0.         -1.        ],[-0.139537   -0.17976644],False,[0.07467851 0.06910936],False
2,[-0.20945757 -0.3         0.         -1.        ],[-0.14172348 -0.18342182],False,[0.07467851 0.06910936],False
3,[-0.20945757 -0.3         0.         -1.        ],[-0.14407575 -0.18719811],False,[0.07467851 0.06910936],False
4,[-0.20945757 -0.3         0.         -1.        ],[-0.1464724  -0.19098069],False,[0.07467851 0.06910936],False
5,[-0.20945757 -0.3         0.         -1.        ],[-0.14889581 -0.19476493],False,[0.07467851 0.06910936],False
6,[-0.20945757 -0.3         0.         -1.        ],[-0.15135059 -0.1985601 ],False,[0.07467851 0.06910936],False
7,[-0.20945757 -0.3         0.         -1.        ],[-0.15384423 -0.2023728 ],False,[0.07467851 0.06910936],False
8,[-0.20945757 -0.3         0.         -1.        ],[-0.156383   -0.20620806],False,[0.07467851 0.06910936],False
9,[-0.20945757 -0.3         0.         -1.        ],[-0.15896432 -0.21005939],False,[0.07467851 0.06910936],False
10,[-0.20945757 -0.3         0.         -1.        ],[-0.16158422 -0.21392135],False,[0.07467851 0.06910936],False
11,[-0.20945757 -0.3         0.         -1.        ],[-0.16423897 -0.21779081],False,[0.07467851 0.06910936],False
12,[-0.20945757 -0.3         0.         -1.        ],[-0.16692415 -0.22166386],False,[0.07467851 0.06910936],False
13,[-0.20945757 -0.3         0.         -1.        ],[-0.1696359  -0.22553704],False,[0.07467851 0.06910936],False
14,[-0.01908584 -0.3         0.         -1.        ],[-0.1713031  -0.22930761],False,[0.07467851 0.06910936],False
15,[-0.01908584 -0.3         0.         -1.        ],[-0.17206498 -0.23291115],False,[0.07467851 0.06910936],False
16,[-0.01908584 -0.3         0.         -1.        ],[-0.17262189 -0.23649653],False,[0.07467851 0.06910936],False
17,[-0.01908584 -0.3         0.         -1.        ],[-0.17310988 -0.24011291],False,[0.07467851 0.06910936],False
18,[-0.01908584 -0.3         0.         -1.        ],[-0.17356051 -0.24377547],False,[0.07467851 0.06910936],False
19,[-0.01908584 -0.3         0.         -1.        ],[-0.17398542 -0.24748435],False,[0.07467851 0.06910936],False
20,[-0.01908584 -0.3         0.         -1.        ],[-0.17439074 -0.25123368],False,[0.07467851 0.06910936],False
21,[-0.01908584 -0.3         0.         -1.        ],[-0.17478032 -0.25501553],False,[0.07467851 0.06910936],False
22,[ 0.2308914  0.3        0.        -1.       ],[-0.17371834 -0.25553327],True,[0.07467851 0.06910936],False
23,[ 0.2308914  0.3        0.        -1.       ],[-0.17146899 -0.25349301],True,[0.07467851 0.06910936],False
24,[ 0.2308914  0.3        0.        -1.       ],[-0.1690052  -0.25081299],True,[0.07467851 0.06910936],False
25,[ 0.2308914  0.3        0.        -1.       ],[-0.16647818 -0.24773695],True,[0.07467851 0.06910936],False
26,[ 0.2308914  0.3        0.        -1.       ],[-0.16386939 -0.24438017],True,[0.07467851 0.06910936],False
27,[ 0.2308914  0.3        0.        -1.       ],[-0.16119511 -0.24080436],True,[0.07467851 0.06910936],False
28,[ 0.2308914  0.3        0.        -1.       ],[-0.15846632 -0.2370587 ],True,[0.07467851 0.06910936],False
29,[ 0.2308914  0.3        0.        -1.       ],[-0.15568576 -0.23318956],True,[0.07467851 0.06910936],False
30,[ 0.2308914  0.3        0.        -1.       ],[-0.15285509 -0.22923698],True,[0.07467851 0.06910936],False
31,[ 0.2308914  0.3        0.        -1.       ],[-0.14999483 -0.22522088],True,[0.07467851 0.06910936],False
32,[ 0.2308914  0.3        0.        -1.       ],[-0.14711838 -0.22115886],True,[0.07467851 0.06910936],False
33,[ 0.2308914  0.3        0.        -1.       ],[-0.14421735 -0.21707616],True,[0.07467851 0.06910936],False
34,[ 0.2308914  0.3        0.        -1.       ],[-0.14129451 -0.21298756],True,[0.07467851 0.06910936],False
35,[ 0.2308914  0.3        0.        -1.       ],[-0.13835386 -0.20890439],True,[0.07467851 0.06910936],False
36,[ 0.2308914  0.3        0.        -1.       ],[-0.13541669 -0.20481819],True,[0.07467851 0.06910936],False
37,[ 0.2308914  0.3        0.        -1.       ],[-0.13249252 -0.20072951],True,[0.07467851 0.06910936],False
38,[ 0.2308914  0.3        0.        -1.       ],[-0.12958429 -0.19664175],True,[0.07467851 0.06910936],False
39,[ 0.2308914  0.3        0.        -1.       ],[-0.12669195 -0.19255812],True,[0.07467851 0.06910936],False
