step,action,eef_pos,good,target_pos,in_target
0,[ 0.0049521 -0.3        0.        -1.       ],[ 0.1413029  -0.17885835],False,[0.06691724 0.04814369],False
1,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14278591 -0.18308965],False,[0.06691724 0.04814369],False
2,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14385634 -0.18698158],False,[0.06691724 0.04814369],False
3,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14441858 -0.19076833],False,[0.06691724 0.04814369],False
4,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14458063 -0.19449794],False,[0.06691724 0.04814369],False
5,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14444878 -0.19818945],False,[0.06691724 0.04814369],False
6,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14411659 -0.20185691],False,[0.06691724 0.04814369],False
7,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14366217 -0.20551229],False,[0.06691724 0.04814369],False
8,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14314241 -0.2091647 ],False,[0.06691724 0.04814369],False
9,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14258164 -0.21281704],False,[0.06691724 0.04814369],False
10,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14202722 -0.21647764],False,[0.06691724 0.04814369],False
11,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14150651 -0.22015169],False,[0.06691724 0.04814369],False
12,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14104324 -0.22384653],False,[0.06691724 0.04814369],False
13,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14063177 -0.22755714],False,[0.06691724 0.04814369],False
14,[ 0.0049521 -0.3        0.        -1.       ],[ 0.14026396 -0.23127875],False,[0.06691724 0.04814369],False
15,[ 0.0049521 -0.3        0.        -1.       ],[ 0.13994076 -0.23501211],False,[0.06691724 0.04814369],False
16,[ 0.0049521 -0.3        0.        -1.       ],[ 0.13966127 -0.23875756],False,[0.06691724 0.04814369],False
17,[ 0.0049521 -0.3        0.        -1.       ],[ 0.13942261 -0.24251482],False,[0.06691724 0.04814369],False
18,[ 0.0049521 -0.3        0.        -1.       ],[ 0.13922068 -0.24628311],False,[0.06691724 0.04814369],False
19,[ 0.0049521 -0.3        0.        -1.       ],[ 0.13905064 -0.25006132],False,[0.06691724 0.04814369],False
20,[ 0.0049521 -0.3        0.        -1.       ],[ 0.13890745 -0.25384811],False,[0.06691724 0.04814369],False
21,[ 0.0049521 -0.3        0.        -1.       ],[ 0.13878617 -0.25764206],False,[0.06691724 0.04814369],False
22,[-0.07050909  0.3         0.         -1.        ],[ 0.13841529 -0.25829452],True,[0.06691724 0.04814369],False
23,[-0.07050909  0.3         0.         -1.        ],[ 0.13811867 -0.25667473],True,[0.06691724 0.04814369],False
24,[-0.07050909  0.3         0.         -1.        ],[ 0.13798372 -0.25450539],True,[0.06691724 0.04814369],False
25,[-0.07050909  0.3         0.         -1.        ],[ 0.13791181 -0.2519567 ],True,[0.06691724 0.04814369],False
26,[-0.07050909  0.3         0.         -1.        ],[ 0.13783149 -0.24908274],True,[0.06691724 0.04814369],False
27,[-0.07050909  0.3         0.         -1.        ],[ 0.13769588 -0.24594001],True,[0.06691724 0.04814369],False
28,[-0.07050909  0.3         0.         -1.        ],[ 0.13748885 -0.24259162],True,[0.06691724 0.04814369],False
29,[-0.07050909  0.3         0.         -1.        ],[ 0.13718915 -0.23908457],True,[0.06691724 0.04814369],False
30,[-0.07050909  0.3         0.         -1.        ],[ 0.13678499 -0.23545772],True,[0.06691724 0.04814369],False
31,[-0.07050909  0.3         0.         -1.        ],[ 0.13627406 -0.23174243],True,[0.06691724 0.04814369],False
32,[-0.07050909  0.3         0.         -1.        ],[ 0.13566119 -0.22796331],True,[0.06691724 0.04814369],False
33,[-0.07050909  0.3         0.         -1.        ],[ 0.13495602 -0.22413922],True,[0.06691724 0.04814369],False
34,[-0.07050909  0.3         0.         -1.        ],[ 0.13417101 -0.2202844 ],True,[0.06691724 0.04814369],False
35,[-0.07050909  0.3         0.         -1.        ],[ 0.1333199  -0.21640946],True,[0.06691724 0.04814369],False
36,[-0.07050909  0.3         0.         -1.        ],[ 0.13241648 -0.21252223],True,[0.06691724 0.04814369],False
37,[-0.07050909  0.3         0.         -1.        ],[ 0.13147379 -0.20862841],True,[0.06691724 0.04814369],False
38,[-0.07050909  0.3         0.         -1.        ],[ 0.13050356 -0.20473209],True,[0.06691724 0.04814369],False
39,[-0.07050909  0.3         0.         -1.        ],[ 0.12951591 -0.20083612],True,[0.06691724 0.04814369],False
40,[-0.07050909  0.3         0.         -1.        ],[ 0.1285192  -0.19694245],True,[0.06691724 0.04814369],False
41,[-0.07050909  0.3         0.         -1.        ],[ 0.12752007 -0.19305229],True,[0.06691724 0.04814369],False
42,[-0.07050909  0.3         0.         -1.        ],[ 0.12652355 -0.18916634],True,[0.06691724 0.04814369],False
43,[-0.07050909  0.3         0.         -1.        ],[ 0.1255332  -0.18528488],True,[0.06691724 0.04814369],False
44,[-0.07050909  0.3         0.         -1.        ],[ 0.12455133 -0.1814079 ],True,[0.06691724 0.04814369],False
45,[-0.07050909  0.3         0.         -1.        ],[ 0.12357922 -0.17753519],True,[0.06691724 0.04814369],False
46,[-0.07050909  0.3         0.         -1.        ],[ 0.12261733 -0.17366637],True,[0.06691724 0.04814369],False
47,[-0.07050909  0.3         0.         -1.        ],[ 0.1216655  -0.16980099],True,[0.06691724 0.04814369],False
48,[-0.07050909  0.3         0.         -1.        ],[ 0.12072312 -0.16593856],True,[0.06691724 0.04814369],False
49,[-0.07050909  0.3         0.         -1.        ],[ 0.11978932 -0.16207856],True,[0.06691724 0.04814369],False
50,[-0.07050909  0.3         0.         -1.        ],[ 0.11886305 -0.1582205 ],True,[0.06691724 0.04814369],False
51,[-0.07050909  0.3         0.         -1.        ],[ 0.1179432  -0.15436391],True,[0.06691724 0.04814369],False
52,[-0.07050909  0.3         0.         -1.        ],[ 0.11702869 -0.15050838],True,[0.06691724 0.04814369],False
53,[-0.07050909  0.3         0.         -1.        ],[ 0.11611851 -0.14665353],True,[0.06691724 0.04814369],False
54,[-0.07050909  0.3         0.         -1.        ],[ 0.11521175 -0.14279907],True,[0.06691724 0.04814369],False
55,[-0.07050909  0.3         0.         -1.        ],[ 0.11430762 -0.13894473],True,[0.06691724 0.04814369],False
56,[-0.07050909  0.3         0.         -1.        ],[ 0.11340549 -0.1350903 ],True,[0.06691724 0.04814369],False
57,[-0.07050909  0.3         0.         -1.        ],[ 0.11250482 -0.13123563],True,[0.06691724 0.04814369],False
58,[-0.07050909  0.3         0.         -1.        ],[ 0.11160522 -0.12738059],True,[0.06691724 0.04814369],False
59,[-0.07050909  0.3         0.         -1.        ],[ 0.11070639 -0.1235251 ],True,[0.06691724 0.04814369],False
60,[-0.07050909  0.3         0.         -1.        ],[ 0.10980814 -0.11966909],True,[0.06691724 0.04814369],False
61,[-0.07050909  0.3         0.         -1.        ],[ 0.10891034 -0.11581254],True,[0.06691724 0.04814369],False
62,[-0.07050909  0.3         0.         -1.        ],[ 0.10801292 -0.11195541],True,[0.06691724 0.04814369],False
63,[-0.07050909  0.3         0.         -1.        ],[ 0.10711587 -0.10809769],True,[0.06691724 0.04814369],False
64,[-0.07050909  0.3         0.         -1.        ],[ 0.10621921 -0.10423938],True,[0.06691724 0.04814369],False
65,[-0.07050909  0.3         0.         -1.        ],[ 0.10532298 -0.10038048],True,[0.06691724 0.04814369],False
66,[-0.07050909  0.3         0.         -1.        ],[ 0.10442723 -0.096521  ],True,[0.06691724 0.04814369],False
67,[-0.07050909  0.3         0.         -1.        ],[ 0.10353201 -0.09266093],True,[0.06691724 0.04814369],False
68,[-0.07050909  0.3         0.         -1.        ],[ 0.10263739 -0.08880027],True,[0.06691724 0.04814369],False
69,[-0.07050909  0.3         0.         -1.        ],[ 0.10174342 -0.08493904],True,[0.06691724 0.04814369],False
70,[-0.07050909  0.3         0.         -1.        ],[ 0.10085014 -0.08107722],True,[0.06691724 0.04814369],False
71,[-0.07050909  0.3         0.         -1.        ],[ 0.09995761 -0.07721481],True,[0.06691724 0.04814369],False
72,[-0.07050909  0.3         0.         -1.        ],[ 0.09906585 -0.07335181],True,[0.06691724 0.04814369],False
73,[-0.07050909  0.3         0.         -1.        ],[ 0.09817488 -0.06948821],True,[0.06691724 0.04814369],False
74,[-0.07050909  0.3         0.         -1.        ],[ 0.09728472 -0.065624  ],True,[0.06691724 0.04814369],False
75,[-0.07050909  0.3         0.         -1.        ],[ 0.0963954  -0.06175918],True,[0.06691724 0.04814369],False
76,[-0.07050909  0.3         0.         -1.        ],[ 0.09550689 -0.05789373],True,[0.06691724 0.04814369],False
77,[-0.07050909  0.3         0.         -1.        ],[ 0.09461922 -0.05402764],True,[0.06691724 0.04814369],False
78,[-0.07050909  0.3         0.         -1.        ],[ 0.09373237 -0.0501609 ],True,[0.06691724 0.04814369],False
79,[-0.07050909  0.3         0.         -1.        ],[ 0.09284634 -0.04629351],True,[0.06691724 0.04814369],False
80,[-0.07050909  0.3         0.         -1.        ],[ 0.09196112 -0.04242545],True,[0.06691724 0.04814369],False
81,[-0.07050909  0.3         0.         -1.        ],[ 0.0910767  -0.03855671],True,[0.06691724 0.04814369],False
82,[-0.07050909  0.3         0.         -1.        ],[ 0.09019307 -0.03468728],True,[0.06691724 0.04814369],False
83,[-0.07050909  0.3         0.         -1.        ],[ 0.08931022 -0.03081716],True,[0.06691724 0.04814369],False
84,[-0.07050909  0.3         0.         -1.        ],[ 0.08842813 -0.02694633],True,[0.06691724 0.04814369],False
85,[-0.07050909  0.3         0.         -1.        ],[ 0.0875468  -0.02307479],True,[0.06691724 0.04814369],False
86,[-0.07050909  0.3         0.         -1.        ],[ 0.08666622 -0.01920253],True,[0.06691724 0.04814369],False
87,[-0.07050909  0.3         0.         -1.        ],[ 0.08578638 -0.01532953],True,[0.06691724 0.04814369],False
88,[-0.07050909  0.3         0.         -1.        ],[ 0.08490726 -0.01145581],True,[0.06691724 0.04814369],False
89,[-0.07050909  0.3         0.         -1.        ],[ 0.08402887 -0.00758134],True,[0.06691724 0.04814369],False
90,[-0.07050909  0.3         0.         -1.        ],[ 0.08315118 -0.00370613],True,[0.06691724 0.04814369],False
91,[-0.09392862  0.3         0.         -1.        ],[0.08215376 0.00016943],True,[0.06691724 0.04814369],True
92,[-0.09392862  0.3         0.         -1.        ],[0.08107636 0.00404544],True,[0.06691724 0.04814369],True
93,[-0.09392862  0.3         0.         -1.        ],[0.07998314 0.0079226 ],True,[0.06691724 0.04814369],True
94,[-0.09392862  0.3         0.         -1.        ],[0.07887707 0.01180069],True,[0.06691724 0.04814369],True
95,[-0.09392862  0.3         0.         -1.        ],[0.07775779 0.01567939],True,[0.06691724 0.04814369],True
96,[-0.09392862  0.3         0.         -1.        ],[0.07662555 0.01955851],True,[0.06691724 0.04814369],True
97,[-0.09392862  0.3         0.         -1.        ],[0.07548132 0.02343795],True,[0.06691724 0.04814369],True
98,[-0.09392862  0.3         0.         -1.        ],[0.07432651 0.02731767],True,[0.06691724 0.04814369],True
99,[-0.09392862  0.3         0.         -1.        ],[0.07316278 0.03119773],True,[0.06691724 0.04814369],True
100,[-0.09392862  0.3         0.         -1.        ],[0.07199188 0.03507816],True,[0.06691724 0.04814369],True
101,[ 0  0  0 -1],[0.07131202 0.0373087 ],True,[0.06691724 0.04814369],True
102,[ 0  0  0 -1],[0.07098485 0.03823341],True,[0.06691724 0.04814369],True
103,[ 0  0  0 -1],[0.0707419  0.03880114],True,[0.06691724 0.04814369],True
104,[ 0  0  0 -1],[0.07056397 0.03914197],True,[0.06691724 0.04814369],True
105,[ 0  0  0 -1],[0.07044569 0.03933136],True,[0.06691724 0.04814369],True
106,[ 0  0  0 -1],[0.0703813  0.03944552],True,[0.06691724 0.04814369],True
107,[ 0  0  0 -1],[0.07035141 0.03951453],True,[0.06691724 0.04814369],True
108,[ 0  0  0 -1],[0.07033224 0.03955891],True,[0.06691724 0.04814369],True
109,[ 0  0  0 -1],[0.07031741 0.03958787],True,[0.06691724 0.04814369],True
110,[ 0  0  0 -1],[0.07030456 0.03960885],True,[0.06691724 0.04814369],True
111,[ 0  0  0 -1],[0.07029385 0.03962717],True,[0.06691724 0.04814369],True
112,[ 0  0  0 -1],[0.07028482 0.03964607],True,[0.06691724 0.04814369],True
113,[ 0  0  0 -1],[0.07027705 0.03966727],True,[0.06691724 0.04814369],True
114,[ 0  0  0 -1],[0.0702702  0.03969109],True,[0.06691724 0.04814369],True
115,[ 0  0  0 -1],[0.0702642  0.03971541],True,[0.06691724 0.04814369],True
116,[ 0  0  0 -1],[0.07025894 0.03973841],True,[0.06691724 0.04814369],True
117,[ 0  0  0 -1],[0.07025407 0.03975934],True,[0.06691724 0.04814369],True
118,[ 0  0  0 -1],[0.07024951 0.03977826],True,[0.06691724 0.04814369],True
119,[ 0  0  0 -1],[0.07024525 0.03979534],True,[0.06691724 0.04814369],True
120,[ 0  0  0 -1],[0.07024125 0.03981074],True,[0.06691724 0.04814369],True
121,[ 0  0  0 -1],[0.07023751 0.03982463],True,[0.06691724 0.04814369],True
122,[ 0  0  0 -1],[0.07023399 0.03983714],True,[0.06691724 0.04814369],True
123,[ 0  0  0 -1],[0.07023069 0.0398484 ],True,[0.06691724 0.04814369],True
124,[ 0  0  0 -1],[0.07022759 0.03985853],True,[0.06691724 0.04814369],True
125,[ 0  0  0 -1],[0.07022466 0.03986764],True,[0.06691724 0.04814369],True
126,[ 0  0  0 -1],[0.07022189 0.03987582],True,[0.06691724 0.04814369],True
127,[ 0  0  0 -1],[0.07021919 0.03988316],True,[0.06691724 0.04814369],True
128,[ 0  0  0 -1],[0.07021658 0.03988973],True,[0.06691724 0.04814369],True
129,[ 0  0  0 -1],[0.07021403 0.0398956 ],True,[0.06691724 0.04814369],True
130,[ 0  0  0 -1],[0.07021156 0.03990084],True,[0.06691724 0.04814369],True
131,[ 0  0  0 -1],[0.07020914 0.03990551],True,[0.06691724 0.04814369],True
132,[ 0  0  0 -1],[0.07020678 0.03990966],True,[0.06691724 0.04814369],True
133,[ 0  0  0 -1],[0.07020448 0.03991334],True,[0.06691724 0.04814369],True
134,[ 0  0  0 -1],[0.07020224 0.03991658],True,[0.06691724 0.04814369],True
135,[ 0  0  0 -1],[0.07020004 0.03991944],True,[0.06691724 0.04814369],True
136,[ 0  0  0 -1],[0.07019789 0.03992195],True,[0.06691724 0.04814369],True
137,[ 0  0  0 -1],[0.07019578 0.03992413],True,[0.06691724 0.04814369],True
138,[ 0  0  0 -1],[0.07019372 0.03992603],True,[0.06691724 0.04814369],True
139,[ 0  0  0 -1],[0.07019169 0.03992768],True,[0.06691724 0.04814369],True
140,[ 0  0  0 -1],[0.0701897  0.03992923],True,[0.06691724 0.04814369],True
141,[ 0  0  0 -1],[0.07018773 0.03993078],True,[0.06691724 0.04814369],True
142,[ 0  0  0 -1],[0.07018578 0.0399323 ],True,[0.06691724 0.04814369],True
143,[ 0  0  0 -1],[0.07018385 0.03993382],True,[0.06691724 0.04814369],True
144,[ 0  0  0 -1],[0.07018195 0.03993532],True,[0.06691724 0.04814369],True
145,[ 0  0  0 -1],[0.07018006 0.03993681],True,[0.06691724 0.04814369],True
146,[ 0  0  0 -1],[0.0701782  0.03993828],True,[0.06691724 0.04814369],True
147,[ 0  0  0 -1],[0.07017637 0.03993974],True,[0.06691724 0.04814369],True
148,[ 0  0  0 -1],[0.07017455 0.03994119],True,[0.06691724 0.04814369],True
149,[ 0  0  0 -1],[0.07017276 0.03994263],True,[0.06691724 0.04814369],True
150,[ 0  0  0 -1],[0.07017098 0.03994405],True,[0.06691724 0.04814369],True
151,[ 0  0  0 -1],[0.07016923 0.03994546],True,[0.06691724 0.04814369],True
