step,action,eef_pos,good,target_pos,in_target
0,[-0.3         0.19197316  0.         -1.        ],[-0.15973859  0.11983258],False,[0.11493764 0.02039409],False
1,[ 0.3        -0.10860621  0.         -1.        ],[-0.16227703  0.12166005],True,[0.11493764 0.02039409],False
2,[ 0.3        -0.10860621  0.         -1.        ],[-0.16148432  0.12066057],True,[0.11493764 0.02039409],False
3,[ 0.3        -0.10860621  0.         -1.        ],[-0.15981783  0.11893098],True,[0.11493764 0.02039409],False
4,[ 0.3        -0.10860621  0.         -1.        ],[-0.157642    0.11702522],True,[0.11493764 0.02039409],False
5,[ 0.3        -0.10860621  0.         -1.        ],[-0.15505523  0.11512198],True,[0.11493764 0.02039409],False
6,[ 0.3        -0.10860621  0.         -1.        ],[-0.1521342   0.11328538],True,[0.11493764 0.02039409],False
7,[ 0.3        -0.10860621  0.         -1.        ],[-0.14895298  0.11153137],True,[0.11493764 0.02039409],False
8,[ 0.3        -0.10860621  0.         -1.        ],[-0.14556214  0.10985955],True,[0.11493764 0.02039409],False
9,[ 0.3        -0.10860621  0.         -1.        ],[-0.14200638  0.10825883],True,[0.11493764 0.02039409],False
10,[ 0.3        -0.10860621  0.         -1.        ],[-0.1383253   0.10671413],True,[0.11493764 0.02039409],False
11,[ 0.3        -0.10860621  0.         -1.        ],[-0.13455282  0.10521037],True,[0.11493764 0.02039409],False
12,[ 0.3        -0.10860621  0.         -1.        ],[-0.13071712  0.10373443],True,[0.11493764 0.02039409],False
13,[ 0.3        -0.10860621  0.         -1.        ],[-0.12684091  0.10227594],True,[0.11493764 0.02039409],False
14,[ 0.3        -0.10860621  0.         -1.        ],[-0.12294197  0.10082726],True,[0.11493764 0.02039409],False
15,[ 0.3        -0.10860621  0.         -1.        ],[-0.11903366  0.09938318],True,[0.11493764 0.02039409],False
16,[ 0.3        -0.10860621  0.         -1.        ],[-0.11512561  0.09794037],True,[0.11493764 0.02039409],False
17,[ 0.3        -0.10860621  0.         -1.        ],[-0.11122428  0.09649694],True,[0.11493764 0.02039409],False
18,[ 0.3        -0.10860621  0.         -1.        ],[-0.10733359  0.09505201],True,[0.11493764 0.02039409],False
19,[ 0.3        -0.10860621  0.         -1.        ],[-0.10345548  0.09360531],True,[0.11493764 0.02039409],False
20,[ 0.3        -0.10860621  0.         -1.        ],[-0.09959041  0.09215702],True,[0.11493764 0.02039409],False
21,[ 0.3        -0.10860621  0.         -1.        ],[-0.0957378   0.09070748],True,[0.11493764 0.02039409],False
22,[ 0.3        -0.10860621  0.         -1.        ],[-0.0918964   0.08925716],True,[0.11493764 0.02039409],False
23,[ 0.3        -0.10860621  0.         -1.        ],[-0.08806461  0.0878065 ],True,[0.11493764 0.02039409],False
24,[ 0.3        -0.10860621  0.         -1.        ],[-0.08424066  0.08635593],True,[0.11493764 0.02039409],False
