step,action,eef_pos,good,target_pos,in_target
0,[-0.21063391  0.3         0.         -1.        ],[ 0.15820235 -0.18101498],True,[-0.07439008  0.14642784],False
1,[-0.21063391  0.3         0.         -1.        ],[ 0.16024745 -0.17844072],True,[-0.07439008  0.14642784],False
2,[-0.21063391  0.3         0.         -1.        ],[ 0.16190572 -0.17560968],True,[-0.07439008  0.14642784],False
3,[-0.21063391  0.3         0.         -1.        ],[ 0.16280909 -0.17247425],True,[-0.07439008  0.14642784],False
4,[-0.21063391  0.3         0.         -1.        ],[ 0.16297126 -0.16912438],True,[-0.07439008  0.14642784],False
5,[-0.21063391  0.3         0.         -1.        ],[ 0.16244643 -0.16561259],True,[-0.07439008  0.14642784],False
6,[-0.21063391  0.3         0.         -1.        ],[ 0.1613065  -0.16197252],True,[-0.07439008  0.14642784],False
7,[-0.21063391  0.3         0.         -1.        ],[ 0.15963247 -0.15822913],True,[-0.07439008  0.14642784],False
8,[-0.21063391  0.3         0.         -1.        ],[ 0.15750876 -0.15440327],True,[-0.07439008  0.14642784],False
9,[-0.21063391  0.3         0.         -1.        ],[ 0.15501906 -0.15051348],True,[-0.07439008  0.14642784],False
10,[-0.21063391  0.3         0.         -1.        ],[ 0.15224311 -0.14657664],True,[-0.07439008  0.14642784],False
11,[-0.21063391  0.3         0.         -1.        ],[ 0.14925419 -0.14260791],True,[-0.07439008  0.14642784],False
12,[-0.21063391  0.3         0.         -1.        ],[ 0.14611743 -0.13862056],True,[-0.07439008  0.14642784],False
13,[-0.21063391  0.3         0.         -1.        ],[ 0.14288872 -0.13462571],True,[-0.07439008  0.14642784],False
14,[-0.21063391  0.3         0.         -1.        ],[ 0.13961433 -0.13063222],True,[-0.07439008  0.14642784],False
15,[-0.21063391  0.3         0.         -1.        ],[ 0.13633093 -0.12664673],True,[-0.07439008  0.14642784],False
16,[-0.21063391  0.3         0.         -1.        ],[ 0.13306624 -0.12267378],True,[-0.07439008  0.14642784],False
17,[-0.21063391  0.3         0.         -1.        ],[ 0.1298398  -0.11871609],True,[-0.07439008  0.14642784],False
18,[-0.21063391  0.3         0.         -1.        ],[ 0.12666408 -0.11477482],True,[-0.07439008  0.14642784],False
19,[-0.21063391  0.3         0.         -1.        ],[ 0.12354564 -0.11084994],True,[-0.07439008  0.14642784],False
20,[-0.21063391  0.3         0.         -1.        ],[ 0.12048637 -0.10694054],True,[-0.07439008  0.14642784],False
21,[-0.21063391  0.3         0.         -1.        ],[ 0.11748452 -0.1030451 ],True,[-0.07439008  0.14642784],False
22,[-0.21063391  0.3         0.         -1.        ],[ 0.11453579 -0.09916176],True,[-0.07439008  0.14642784],False
23,[-0.21063391  0.3         0.         -1.        ],[ 0.11163419 -0.09528851],True,[-0.07439008  0.14642784],False
24,[-0.21063391  0.3         0.         -1.        ],[ 0.1087729  -0.09142338],True,[-0.07439008  0.14642784],False
25,[-0.21063391  0.3         0.         -1.        ],[ 0.1059449  -0.08756449],True,[-0.07439008  0.14642784],False
26,[-0.21063391  0.3         0.         -1.        ],[ 0.10314337 -0.0837102 ],True,[-0.07439008  0.14642784],False
27,[-0.21063391  0.3         0.         -1.        ],[ 0.10036207 -0.07985909],True,[-0.07439008  0.14642784],False
28,[-0.21063391  0.3         0.         -1.        ],[ 0.09759551 -0.07600998],True,[-0.07439008  0.14642784],False
29,[-0.21063391  0.3         0.         -1.        ],[ 0.09483902 -0.07216194],True,[-0.07439008  0.14642784],False
30,[-0.21063391  0.3         0.         -1.        ],[ 0.09208883 -0.06831427],True,[-0.07439008  0.14642784],False
31,[-0.21063391  0.3         0.         -1.        ],[ 0.08934198 -0.06446643],True,[-0.07439008  0.14642784],False
32,[-0.21063391  0.3         0.         -1.        ],[ 0.08659626 -0.06061807],True,[-0.07439008  0.14642784],False
33,[-0.21063391  0.3         0.         -1.        ],[ 0.08385015 -0.05676896],True,[-0.07439008  0.14642784],False
34,[-0.21063391  0.3         0.         -1.        ],[ 0.08110267 -0.05291896],True,[-0.07439008  0.14642784],False
35,[-0.21063391  0.3         0.         -1.        ],[ 0.07835329 -0.04906801],True,[-0.07439008  0.14642784],False
36,[-0.21063391  0.3         0.         -1.        ],[ 0.07560184 -0.04521609],True,[-0.07439008  0.14642784],False
37,[-0.21063391  0.3         0.         -1.        ],[ 0.07284839 -0.04136322],True,[-0.07439008  0.14642784],False
38,[-0.21063391  0.3         0.         -1.        ],[ 0.07009317 -0.03750942],True,[-0.07439008  0.14642784],False
39,[-0.21063391  0.3         0.         -1.        ],[ 0.06733654 -0.03365471],True,[-0.07439008  0.14642784],False
40,[ 0.28614802 -0.3         0.         -1.        ],[ 0.06712731 -0.0330458 ],False,[-0.07439008  0.14642784],False
41,[ 0.28614802 -0.3         0.         -1.        ],[ 0.06859632 -0.03494499],False,[-0.07439008  0.14642784],False
42,[ 0.28614802 -0.3         0.         -1.        ],[ 0.07040785 -0.03749483],False,[-0.07439008  0.14642784],False
43,[ 0.28614802 -0.3         0.         -1.        ],[ 0.0724996 -0.0404433],False,[-0.07439008  0.14642784],False
44,[ 0.28614802 -0.3         0.         -1.        ],[ 0.07487064 -0.04370146],False,[-0.07439008  0.14642784],False
45,[ 0.28614802 -0.3         0.         -1.        ],[ 0.0774827  -0.04719775],False,[-0.07439008  0.14642784],False
46,[ 0.28614802 -0.3         0.         -1.        ],[ 0.08031279 -0.05087015],False,[-0.07439008  0.14642784],False
47,[ 0.28614802 -0.3         0.         -1.        ],[ 0.08333611 -0.05466565],False,[-0.07439008  0.14642784],False
48,[ 0.28614802 -0.3         0.         -1.        ],[ 0.08652405 -0.05854104],False,[-0.07439008  0.14642784],False
49,[ 0.28614802 -0.3         0.         -1.        ],[ 0.08984713 -0.06246307],False,[-0.07439008  0.14642784],False
50,[ 0.28614802 -0.3         0.         -1.        ],[ 0.09327716 -0.06640773],False,[-0.07439008  0.14642784],False
51,[ 0.28614802 -0.3         0.         -1.        ],[ 0.09678845 -0.07035879],False,[-0.07439008  0.14642784],False
52,[ 0.28614802 -0.3         0.         -1.        ],[ 0.10035856 -0.07430621],False,[-0.07439008  0.14642784],False
53,[ 0.28614802 -0.3         0.         -1.        ],[ 0.10396851 -0.07824447],False,[-0.07439008  0.14642784],False
54,[ 0.28614802 -0.3         0.         -1.        ],[ 0.1076028  -0.08217117],False,[-0.07439008  0.14642784],False
55,[ 0.28614802 -0.3         0.         -1.        ],[ 0.1112492  -0.08608586],False,[-0.07439008  0.14642784],False
56,[ 0.28614802 -0.3         0.         -1.        ],[ 0.1148984  -0.08998921],False,[-0.07439008  0.14642784],False
57,[ 0.28614802 -0.3         0.         -1.        ],[ 0.11854367 -0.09388241],False,[-0.07439008  0.14642784],False
58,[ 0.28614802 -0.3         0.         -1.        ],[ 0.12218039 -0.09776678],False,[-0.07439008  0.14642784],False
59,[ 0.28614802 -0.3         0.         -1.        ],[ 0.12580569 -0.10164358],False,[-0.07439008  0.14642784],False
60,[ 0.28614802 -0.3         0.         -1.        ],[ 0.12941802 -0.10551387],False,[-0.07439008  0.14642784],False
61,[ 0.28614802 -0.3         0.         -1.        ],[ 0.13301686 -0.10937852],False,[-0.07439008  0.14642784],False
62,[ 0.28614802 -0.3         0.         -1.        ],[ 0.13660236 -0.11323815],False,[-0.07439008  0.14642784],False
63,[ 0.28614802 -0.3         0.         -1.        ],[ 0.14017514 -0.11709324],False,[-0.07439008  0.14642784],False
64,[ 0.28614802 -0.3         0.         -1.        ],[ 0.14373607 -0.12094409],False,[-0.07439008  0.14642784],False
65,[ 0.28614802 -0.3         0.         -1.        ],[ 0.14728612 -0.12479091],False,[-0.07439008  0.14642784],False
66,[ 0.28614802 -0.3         0.         -1.        ],[ 0.15082624 -0.12863379],False,[-0.07439008  0.14642784],False
67,[ 0.28614802 -0.3         0.         -1.        ],[ 0.15435729 -0.13247279],False,[-0.07439008  0.14642784],False
68,[ 0.28614802 -0.3         0.         -1.        ],[ 0.15787998 -0.13630792],False,[-0.07439008  0.14642784],False
69,[-0.24645279  0.3         0.         -1.        ],[ 0.15881647 -0.13700675],True,[-0.07439008  0.14642784],False
70,[-0.24645279  0.3         0.         -1.        ],[ 0.15829265 -0.1354527 ],True,[-0.07439008  0.14642784],False
71,[-0.24645279  0.3         0.         -1.        ],[ 0.15758306 -0.13333258],True,[-0.07439008  0.14642784],False
72,[-0.24645279  0.3         0.         -1.        ],[ 0.15669258 -0.13080996],True,[-0.07439008  0.14642784],False
73,[-0.24645279  0.3         0.         -1.        ],[ 0.15555182 -0.12794438],True,[-0.07439008  0.14642784],False
