step,action,eef_pos,good,target_pos,in_target
0,[-0.13543057  0.3         0.         -1.        ],[-0.04499935  0.16360498],False,[0.13274966 0.05677501],False
1,[-0.13543057  0.3         0.         -1.        ],[-0.0462438   0.17008636],False,[0.13274966 0.05677501],False
2,[-0.13543057  0.3         0.         -1.        ],[-0.04756834  0.17575999],False,[0.13274966 0.05677501],False
3,[-0.13543057  0.3         0.         -1.        ],[-0.04895576  0.18087942],False,[0.13274966 0.05677501],False
4,[-0.13543057  0.3         0.         -1.        ],[-0.05041171  0.18556273],False,[0.13274966 0.05677501],False
5,[-0.13543057  0.3         0.         -1.        ],[-0.05194796  0.18990985],False,[0.13274966 0.05677501],False
6,[-0.13543057  0.3         0.         -1.        ],[-0.05352762  0.19403318],False,[0.13274966 0.05677501],False
7,[-0.13543057  0.3         0.         -1.        ],[-0.05512914  0.19801673],False,[0.13274966 0.05677501],False
8,[-0.13543057  0.3         0.         -1.        ],[-0.05676392  0.20191142],False,[0.13274966 0.05677501],False
9,[-0.13543057  0.3         0.         -1.        ],[-0.05842929  0.20575666],False,[0.13274966 0.05677501],False
10,[-0.13543057  0.3         0.         -1.        ],[-0.06013847  0.20957196],False,[0.13274966 0.05677501],False
11,[-0.13543057  0.3         0.         -1.        ],[-0.06189532  0.21336948],False,[0.13274966 0.05677501],False
12,[-0.13543057  0.3         0.         -1.        ],[-0.06368098  0.21716426],False,[0.13274966 0.05677501],False
13,[-0.13543057  0.3         0.         -1.        ],[-0.06548758  0.22096327],False,[0.13274966 0.05677501],False
14,[-0.13543057  0.3         0.         -1.        ],[-0.0673072   0.22477199],False,[0.13274966 0.05677501],False
15,[-0.13543057  0.3         0.         -1.        ],[-0.06914194  0.2285865 ],False,[0.13274966 0.05677501],False
16,[-0.13543057  0.3         0.         -1.        ],[-0.07099646  0.23239999],False,[0.13274966 0.05677501],False
17,[-0.13543057  0.3         0.         -1.        ],[-0.07287019  0.23620983],False,[0.13274966 0.05677501],False
18,[-0.13543057  0.3         0.         -1.        ],[-0.074761    0.24001453],False,[0.13274966 0.05677501],False
19,[-0.13543057  0.3         0.         -1.        ],[-0.0766641   0.24381521],False,[0.13274966 0.05677501],False
20,[-0.13543057  0.3         0.         -1.        ],[-0.0785749   0.24761322],False,[0.13274966 0.05677501],False
21,[-0.13543057  0.3         0.         -1.        ],[-0.08048965  0.25140965],False,[0.13274966 0.05677501],False
22,[-0.13543057  0.3         0.         -1.        ],[-0.08240543  0.25520532],False,[0.13274966 0.05677501],False
23,[ 0.3        -0.27667992  0.         -1.        ],[-0.08188561  0.25579133],True,[0.13274966 0.05677501],False
24,[ 0.3        -0.27667992  0.         -1.        ],[-0.07943194  0.2537987 ],True,[0.13274966 0.05677501],False
25,[ 0.3        -0.27667992  0.         -1.        ],[-0.0765567   0.25116818],True,[0.13274966 0.05677501],False
26,[ 0.3        -0.27667992  0.         -1.        ],[-0.07345001  0.24819541],True,[0.13274966 0.05677501],False
27,[ 0.3        -0.27667992  0.         -1.        ],[-0.07016437  0.24498018],True,[0.13274966 0.05677501],False
28,[ 0.3        -0.27667992  0.         -1.        ],[-0.06674381  0.24156874],True,[0.13274966 0.05677501],False
29,[ 0.3        -0.27667992  0.         -1.        ],[-0.06322388  0.23800148],True,[0.13274966 0.05677501],False
30,[ 0.3        -0.27667992  0.         -1.        ],[-0.05962725  0.23432277],True,[0.13274966 0.05677501],False
31,[ 0.3        -0.27667992  0.         -1.        ],[-0.05597264  0.23057047],True,[0.13274966 0.05677501],False
32,[ 0.3        -0.27667992  0.         -1.        ],[-0.05227578  0.22677471],True,[0.13274966 0.05677501],False
33,[ 0.3        -0.27667992  0.         -1.        ],[-0.0485495   0.22295814],True,[0.13274966 0.05677501],False
34,[ 0.3        -0.27667992  0.         -1.        ],[-0.04480392  0.21913683],True,[0.13274966 0.05677501],False
35,[ 0.3        -0.27667992  0.         -1.        ],[-0.04104674  0.21532127],True,[0.13274966 0.05677501],False
36,[ 0.3        -0.27667992  0.         -1.        ],[-0.03728358  0.21151759],True,[0.13274966 0.05677501],False
37,[ 0.3        -0.27667992  0.         -1.        ],[-0.03351836  0.20772862],True,[0.13274966 0.05677501],False
38,[ 0.3        -0.27667992  0.         -1.        ],[-0.02975366  0.20395493],True,[0.13274966 0.05677501],False
39,[ 0.3        -0.27667992  0.         -1.        ],[-0.02599104  0.20019564],True,[0.13274966 0.05677501],False
40,[ 0.3        -0.27667992  0.         -1.        ],[-0.02223132  0.19644907],True,[0.13274966 0.05677501],False
41,[ 0.3        -0.27667992  0.         -1.        ],[-0.0184748   0.19271321],True,[0.13274966 0.05677501],False
42,[ 0.3        -0.27667992  0.         -1.        ],[-0.01472147  0.18898607],True,[0.13274966 0.05677501],False
43,[ 0.3        -0.27667992  0.         -1.        ],[-0.01097108  0.18526584],True,[0.13274966 0.05677501],False
44,[ 0.3        -0.27667992  0.         -1.        ],[-0.00722328  0.18155102],True,[0.13274966 0.05677501],False
45,[ 0.3        -0.27667992  0.         -1.        ],[-0.0034777   0.17784042],True,[0.13274966 0.05677501],False
46,[ 0.3        -0.27667992  0.         -1.        ],[0.00026608 0.17413318],True,[0.13274966 0.05677501],False
47,[ 0.3        -0.27667992  0.         -1.        ],[0.00400841 0.1704287 ],True,[0.13274966 0.05677501],False
48,[ 0.3        -0.27667992  0.         -1.        ],[0.00774963 0.16672661],True,[0.13274966 0.05677501],False
49,[ 0.3        -0.27667992  0.         -1.        ],[0.01149002 0.16302671],True,[0.13274966 0.05677501],False
50,[ 0.3        -0.27667992  0.         -1.        ],[0.01522984 0.15932891],True,[0.13274966 0.05677501],False
51,[ 0.3        -0.27667992  0.         -1.        ],[0.01896926 0.15563322],True,[0.13274966 0.05677501],False
52,[ 0.3        -0.27667992  0.         -1.        ],[0.02270845 0.15193967],True,[0.13274966 0.05677501],False
53,[ 0.3        -0.27667992  0.         -1.        ],[0.02644751 0.14824834],True,[0.13274966 0.05677501],False
54,[ 0.3        -0.27667992  0.         -1.        ],[0.03018654 0.14455929],True,[0.13274966 0.05677501],False
55,[ 0.3        -0.27667992  0.         -1.        ],[0.03392558 0.1408726 ],True,[0.13274966 0.05677501],False
56,[ 0.3        -0.27667992  0.         -1.        ],[0.03766466 0.13718832],True,[0.13274966 0.05677501],False
57,[ 0.3        -0.27667992  0.         -1.        ],[0.04140379 0.13350649],True,[0.13274966 0.05677501],False
58,[ 0.3        -0.27667992  0.         -1.        ],[0.04514297 0.12982715],True,[0.13274966 0.05677501],False
59,[ 0.3        -0.27667992  0.         -1.        ],[0.04888216 0.1261503 ],True,[0.13274966 0.05677501],False
60,[ 0.3        -0.27667992  0.         -1.        ],[0.05262133 0.12247596],True,[0.13274966 0.05677501],False
61,[ 0.3        -0.27667992  0.         -1.        ],[0.05636045 0.11880413],True,[0.13274966 0.05677501],False
62,[ 0.3        -0.27667992  0.         -1.        ],[0.06009946 0.11513479],True,[0.13274966 0.05677501],False
63,[ 0.3        -0.27667992  0.         -1.        ],[0.06383832 0.11146793],True,[0.13274966 0.05677501],False
64,[ 0.3        -0.27667992  0.         -1.        ],[0.06757696 0.10780354],True,[0.13274966 0.05677501],False
65,[ 0.3        -0.27667992  0.         -1.        ],[0.07131533 0.10414161],True,[0.13274966 0.05677501],False
