step,action,eef_pos,good,target_pos
449,[-0.04432603 -0.3         0.         -1.        ],[0.03595131 0.25806174],True,[-0.00082497  0.00950799]
450,[-0.04432603 -0.3         0.         -1.        ],[0.03589256 0.25655722],True,[-0.00082497  0.00950799]
451,[-0.04432603 -0.3         0.         -1.        ],[0.03588222 0.25449486],True,[-0.00082497  0.00950799]
452,[-0.04432603 -0.3         0.         -1.        ],[0.0358766  0.25200771],True,[-0.00082497  0.00950799]
453,[-0.04432603 -0.3         0.         -1.        ],[0.03583502 0.24914794],True,[-0.00082497  0.00950799]
454,[-0.04432603 -0.3         0.         -1.        ],[0.03574659 0.2459918 ],True,[-0.00082497  0.00950799]
455,[-0.04432603 -0.3         0.         -1.        ],[0.03559164 0.24260117],True,[-0.00082497  0.00950799]
456,[-0.04432603 -0.3         0.         -1.        ],[0.03535781 0.23903152],True,[-0.00082497  0.00950799]
457,[-0.04432603 -0.3         0.         -1.        ],[0.03504214 0.23533102],True,[-0.00082497  0.00950799]
458,[-0.04432603 -0.3         0.         -1.        ],[0.03464881 0.23153931],True,[-0.00082497  0.00950799]
459,[-0.04432603 -0.3         0.         -1.        ],[0.03418665 0.22768767],True,[-0.00082497  0.00950799]
460,[-0.04432603 -0.3         0.         -1.        ],[0.033667   0.22379977],True,[-0.00082497  0.00950799]
461,[-0.04432603 -0.3         0.         -1.        ],[0.03310204 0.21989286],True,[-0.00082497  0.00950799]
462,[-0.04432603 -0.3         0.         -1.        ],[0.0325036  0.21597893],True,[-0.00082497  0.00950799]
463,[-0.04432603 -0.3         0.         -1.        ],[0.03188238 0.21206584],True,[-0.00082497  0.00950799]
464,[-0.04432603 -0.3         0.         -1.        ],[0.03124753 0.20815833],True,[-0.00082497  0.00950799]
465,[-0.04432603 -0.3         0.         -1.        ],[0.03060646 0.20425885],True,[-0.00082497  0.00950799]
466,[-0.04432603 -0.3         0.         -1.        ],[0.02996486 0.20036827],True,[-0.00082497  0.00950799]
467,[-0.04432603 -0.3         0.         -1.        ],[0.02932682 0.19648641],True,[-0.00082497  0.00950799]
468,[-0.04432603 -0.3         0.         -1.        ],[0.02869502 0.19261248],True,[-0.00082497  0.00950799]
469,[-0.04432603 -0.3         0.         -1.        ],[0.028071   0.18874536],True,[-0.00082497  0.00950799]
470,[-0.04432603 -0.3         0.         -1.        ],[0.02745541 0.18488379],True,[-0.00082497  0.00950799]
471,[-0.04432603 -0.3         0.         -1.        ],[0.02684819 0.18102658],True,[-0.00082497  0.00950799]
472,[-0.04432603 -0.3         0.         -1.        ],[0.02624884 0.1771726 ],True,[-0.00082497  0.00950799]
473,[-0.04432603 -0.3         0.         -1.        ],[0.02565656 0.1733209 ],True,[-0.00082497  0.00950799]
474,[-0.04432603 -0.3         0.         -1.        ],[0.0250704  0.16947066],True,[-0.00082497  0.00950799]
475,[-0.04432603 -0.3         0.         -1.        ],[0.02448938 0.16562126],True,[-0.00082497  0.00950799]
476,[-0.04432603 -0.3         0.         -1.        ],[0.02391254 0.16177219],True,[-0.00082497  0.00950799]
477,[-0.04432603 -0.3         0.         -1.        ],[0.02333902 0.15792308],True,[-0.00082497  0.00950799]
478,[-0.04432603 -0.3         0.         -1.        ],[0.02276807 0.15407365],True,[-0.00082497  0.00950799]
479,[-0.04432603 -0.3         0.         -1.        ],[0.02219909 0.15022371],True,[-0.00082497  0.00950799]
480,[-0.04432603 -0.3         0.         -1.        ],[0.02163158 0.14637314],True,[-0.00082497  0.00950799]
481,[-0.04432603 -0.3         0.         -1.        ],[0.02106518 0.14252186],True,[-0.00082497  0.00950799]
482,[-0.04432603 -0.3         0.         -1.        ],[0.02049963 0.13866982],True,[-0.00082497  0.00950799]
483,[-0.04432603 -0.3         0.         -1.        ],[0.01993476 0.134817  ],True,[-0.00082497  0.00950799]
484,[-0.04432603 -0.3         0.         -1.        ],[0.01937049 0.13096339],True,[-0.00082497  0.00950799]
485,[-0.04432603 -0.3         0.         -1.        ],[0.01880678 0.12710899],True,[-0.00082497  0.00950799]
486,[-0.04432603 -0.3         0.         -1.        ],[0.01824362 0.12325381],True,[-0.00082497  0.00950799]
487,[-0.04432603 -0.3         0.         -1.        ],[0.01768105 0.11939785],True,[-0.00082497  0.00950799]
488,[-0.04432603 -0.3         0.         -1.        ],[0.01711913 0.11554111],True,[-0.00082497  0.00950799]
489,[-0.04432603 -0.3         0.         -1.        ],[0.01655791 0.1116836 ],True,[-0.00082497  0.00950799]
490,[-0.04432603 -0.3         0.         -1.        ],[0.01599745 0.10782532],True,[-0.00082497  0.00950799]
491,[-0.04432603 -0.3         0.         -1.        ],[0.01543781 0.10396627],True,[-0.00082497  0.00950799]
492,[-0.04432603 -0.3         0.         -1.        ],[0.01487905 0.10010645],True,[-0.00082497  0.00950799]
493,[-0.04432603 -0.3         0.         -1.        ],[0.01432122 0.09624585],True,[-0.00082497  0.00950799]
494,[-0.04432603 -0.3         0.         -1.        ],[0.01376435 0.09238446],True,[-0.00082497  0.00950799]
495,[-0.04432603 -0.3         0.         -1.        ],[0.01320847 0.08852228],True,[-0.00082497  0.00950799]
496,[-0.04432603 -0.3         0.         -1.        ],[0.01265362 0.08465929],True,[-0.00082497  0.00950799]
497,[-0.04432603 -0.3         0.         -1.        ],[0.01209981 0.08079548],True,[-0.00082497  0.00950799]
498,[-0.04432603 -0.3         0.         -1.        ],[0.01154706 0.07693085],True,[-0.00082497  0.00950799]
499,[-0.04432603 -0.3         0.         -1.        ],[0.01099536 0.07306539],True,[-0.00082497  0.00950799]
